Status,Cycle,Test Plan,TestCaseID,Client,Test Type,Rule #,Fund,Invest Type,Trans Type,BRN,Trade Date Rule,Settle Date Rule,XML Template Name,XML Trade FileName,Level,Trade Details,Client Queue,Exception Details,Trade Object Status,Trade Object Status ActValue,Trade Object Status Result,RKS Status,RKS Status ActValue,RKS Status Result,TP Status,TP Status ActValue,TP Status Result,Trade Confirmation,Trade Confirmation ActValue,Trade Confirmation Result,Trade Settlement Status,Trade Settlement ActValue,Trade Settlement Result,Trade Notification Status,Trade Notification Status ActValue,Trade Notification Status Result,Check,VP1Name,VP1ExpValue,VP1ActValue,VP1Result,VP2Name,VP2ExpValue,VP2ActValue,VP2Result,VP3Name,VP3ExpValue,VP3ActValue,VP3Result,VP4Name,VP4ExpValue,VP4ActValue,VP4Result,VP5Name,VP5ExpValue,VP5ActValue,VP5Result,VP6Name,VP6ExpValue,VP6ActValue,VP6Result,VP7Name,VP7ExpValue,VP7ActValue,VP7Result,VP8Name,VP8ExpValue,VP8ActValue,VP8Result,VP9Name,VP9ExpValue,VP9ActValue,VP9Result,VP10Name,VP10ExpValue,VP10ActValue,VP10Result,XML Element Name1,Placeholder Token1,XML Element Value1,XML Element Name2,Placeholder Token2,XML Element Value2,XML Element Name3,Placeholder Token3,XML Element Value3,XML Element Name4,Placeholder Token4,XML Element Value4,XML Element Name5,Placeholder Token5,XML Element Value5
,N,TP,TC1147S,AX,S,IM1147,X501,FI,S,,CURR,CURR,UA1_AXA_FI_Sell,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,GRS Clearing Broker ID,,,,GRS Executing Broker ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0199S,,S,IM199,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Client Processing Indicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0570S,,S,IM570,X501,OP,B,,CURR,CURR,UA1_AXA_OPT_Call,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,SSC Underlying Asset Investment Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0695S,,S,IM695,X501,OP,B,,CURR,CURR,UA1_AXA_OPT_Call,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,SSC Contract Size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0213S,,S,IM213,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,Compare,Trade Currency,USD,,,SSC Trade Currency,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0387S,,S,IM387,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Total Principal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1116S,,S,IM1116,X501,FW,B,,CURR,CURR,UA1_AXA_FX_fwd_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Trade Currency,,,,Settlement Currency ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0618S,,S,IM0618,X501,FW,B,,CURR,CURR,UA1_AXA_FX_fwd_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Currency To Buy,,,,Currency To Sell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0722S,,S,IM0722,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,SSC Place of Trade Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0028S,,S,IM028,X501,FW,B,,CURR,CURR,UA1_AXA_FX_fwd_buy,,Block,Allocations,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,SSC Portfolio ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0529S - Change Control,,S,IM0529,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,Allocations,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Custodian Notification Indicator,,,,Accounting Notification Indicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0530S,,S,IM0530,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,Allocations,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,ETC Eligible Indicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0532S,,S,IM0532,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,Allocations,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Accounting Notification Indicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,ETS086S,,S,ETS86,X501,FI,S,,CURR,CURR,UA1_AXA_FI_Sell,,Block,Allocations,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Custodian Notification Indicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,ETS216S,,S,ETS216,X501,FI,S,,CURR,CURR,UA1_AXA_FI_Sell,,Block,Allocations,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Accounting Notification Indicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,ETS090S,,S,ETS90,X501,FI,S,,CURR,CURR,UA1_AXA_FI_Sell,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Accounting Deadline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,ETS085S,,S,ETS85,X501,FI,S,,CURR,CURR,UA1_AXA_FI_Sell,,Block,Allocations,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,Default,ETS Preadvice Indicator,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,ETS089S,,S,ETS89,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,Allocations,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,ETS Preadvice Release Criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,ETS062S,,S,ETS62,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,Allocations,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,FX Request Indicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0651S,,S,IM651,X501,FI,S,,CURR,CURR,UA1_AXA_FI_Sell,,Block,Allocations,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,ETS Service Required Indicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1051S,,S,IM1051,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,Allocations,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,RKS Notification Indicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1122S,,S,IM1122,X501,EQ,B,,CURR,CURR,UA1_AXA_EQU_buy,,Block,Allocations,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,Default,Interested Party Notification Indicator,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1123S,,S,IM1123,X501,EQ,S,,CURR,CURR,UA1_AXA_EQU_Sell,,Block,Allocations,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,RKS Notification Indicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1054S,,S,IM1054,X501,EQ,B,,CURR,CURR,UA1_AXA_EQU_buy,,Block,Allocations,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Interested Party Notification Indicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,ETS049S,,S,ETS049,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,SSC Sender BIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0689S,,S,IM689,X501,EQ,B,,CURR,CURR,UA1_AXA_EQU_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,ETC Service Required Indicator ,,,,Confirmation Method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0690S,,S,IM690,X501,EQ,S,,CURR,CURR,UA1_AXA_EQU_Sell,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,SSC Accounting Deadline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0691S,,S,IM691,X501,EQ,B,,CURR,CURR,UA1_AXA_EQU_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,SSC Custodian Deadline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC030E,,E,IM030,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buyTC030E,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Allocation Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM030,,,Error Description,SSC Portfolio Name or RKS Portfolio ID is not found on GRS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:Alloc:Acct,^Alloc_Acct^,XXXX,,,,,,,,,,,,
,N,TP,TC068E,,E,IM068,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buyTC068E,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Auto NAK,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM068,,,Error Description,Client Transaction Type is missing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B:AllocInstrctn:Side,^AllocInstrctn_Side^,,,,,,,,,,,,,
,N,TP,TC020E,,E,IM020,X501,FI,B,,CURR, ,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Auto NAK,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM020,,,Error Description,Settlement Date is required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC012E,,E,IM012,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buyTC012E,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Auto NAK,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM012,,,Error Description,Client Asset ID is required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B:Instrmt:ID,^Instrmt_ID^,,,,,,,,,,,,,
,N,TP,TC013E,,E,IM013,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buyTC013E,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Auto NAK,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM013,,,Error Description,Client Asset ID Type not found on the transaction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:Instrmt:Src,^Instrmt_Src^,6,,,,,,,,,,,,
,N,TP,TC198E,,E,IM198,X501,OP,S,,CURR,CURR,UA1_AXA_OPT_Put,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Block Key Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM198,,,Error Description,Option Type is Missing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:Instrmt:CFI,,O AEEC,,,,,,,,,,,,
,N,TP,TC271E,,E,IM271,X501,OP,S,,CURR,CURR,UA1_AXA_OPT_Put,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Block Key Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM271,,,Error Description,Option Type is not on GRS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:Instrmt:CFI,,OMAEEC,,,,,,,,,,,,
,N,TP,TC066E,,E,IM066,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buyTC066E,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Auto NAK,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM066,,,Error Description,Settlement Currency is required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B:AllocInstrctn:SettlCcy,^AllocInstrctn_SettlCcy^,,,,,,,,,,,,,
,N,TP,TC260E,,E,IM260,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buyTC260E,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Auto NAK,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM260,,,Error Description,Invalid price on trade.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B:AllocInstrctn:AvgPx,^AllocInstrctn_AvgPx^,,,,,,,,,,,,,
,N,TP,TC122E,,E,IM122,X501,OP,S,,CURR,CURR,UA1_AXA_OPT_Put,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Block Key Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM122,,,Error Description,Expiry Date missing from Trade.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B:Instrmt:ExpireDate,,,,,,,,,,,,,,
,N,TP,TC105E,,E,IM105,X501,OP,S,,CURR,CURR,UA1_AXA_OPT_Put,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Block Key Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM105,,,Error Description,Excercise Price is missing from option trade.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B:Instrmt:Strk,,,,,,,,,,,,,,
,N,TP,TC024E,,E,IM024,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buyTC024E,,Block,Allocations,CTI(AXA) TIM,,Pending,,,Pending,,,Allocation Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM024,,,Error Description,Investment Manager Name not found on GRS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:Alloc:Acct,^Alloc_Acct^,ABCD,,,,,,,,,,,,
,N,TP,TC485E,,E,IM485,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buyTC485E,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Auto NAK,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM485,,,Error Description,Client Total Net Settlement Amount in Settlement Currency is Missing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B:AllocInstrctn:NetMny,^AllocInstrctn_NetMny^,,B:Alloc:NetMny,^Alloc_NetMny^,,,,,,,,,,
,N,TP,TC021E,,E,IM021,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buyTC021E,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Auto NAK,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM021,,,Error Description,"Invalid asset identifier, does not pass the check digit validation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:Instrmt:ID,^Instrmt_ID^,333333333,,,,,,,,,,,,
,N,TP,TC552E,,E,IM552,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buyTC552E,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Block Key Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM552,,,Error Description,Client Country Code of Exchange does not match SSC Country Code of Asset from SMF.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:AllocInstrctn:LastMkt,^AllocInstrctn_LastMkt^,XJSE,,,,,,,,,,,,
,N,TP,TC040E,,E,IM040,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buyTC040E,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Block Key Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Warning IM040,,,Error Description,Warning: Maturity date on the trade does not equal GRS maturity date.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:Instrmt:MatDt,^Instrmt_MatDt^,2002-07-15,,,,,,,,,,,,
,N,TP,TC106E,,E,IM106,X501,OP,S,,CURR,CURR,UA1_AXA_OPT_Put,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Auto NAK,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM106,,,Error Description,Invalid Expiry Date.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:Instrmt:ExpireDate,,2002-07-15,,,,,,,,,,,,
,N,TP,TC042E,,E,IM042,X501,FI,B,,CURR+2,CURR+2,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Auto NAK,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM042,,,Error Description,Trade date must be less than or equal to current date + 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC187E,AX,E,IM187,X501,FW,S,,CURR,CURR,UA1_AXA_FX_fwd_sell,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Auto NAK,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM187,,,Error Description,Currency to Buy is same as Currency to Sell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:Instrmt:Sym,,USD/USD,,,,,,,,,,,,
,N,TP,TC472E,,E,IM472,X501,FW,B,,CURR,CURR,UA1_AXA_FX_fwd_buy,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Auto NAK,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM472,,,Error Description,FX Rate is Missing From Trade.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B:AllocInstrctn:AvgPx,,,,,,,,,,,,,,
,N,TP,TC449E,,E,IM449,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buyTC449E,,Block,Allocations,CTI(AXA) TIM,,Pending,,,Pending,,,Allocation Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM449,,,Error Description,RKS Name and RKS ID not on GRS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:Alloc:Acct,^Alloc_Acct^,7SAT,,,,,,,,,,,,
,N,TP,TC051E,,E,IM051,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buyTC051E,,Block,Allocations,CTI(AXA) TIM,,Pending,,,Pending,,,Allocation Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM051,,,Error Description,"Custodian BIC is not found on GRS for the SSC Portfolio ID, SSC Investment Type, Trade Country (from MIC if present, else GRS Asset ID lookup), and Settlement Currency combination.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:Alloc:Acct,^Alloc_Acct^,7SAT,,,,,,,,,,,,
,N,TP,TC095E,,E,IM095,X501,EQ,B,,CURR,CURR,UA1_AXA_EQU_buy,,Block,Allocations,CTI(AXA) TIM,,Pending,,,Pending,,,Allocation Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Warning IM095,,,Error Description,Warning: Commission missing on Equity Trade.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B:Comm:Comm,,,,,,,,,,,,,,
,N,TP,TC230E,,E,IM230,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buyTC230E,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Block Total Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Warning IM230,,,Error Description,Warning: The sum of the Trade Quantity from each of the allocations does not equal the Total Trade Quantity for the whole trade.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:Alloc:Qty,^Alloc_Qty^,5000,,,,,,,,,,,,
,N,TP,TC395E,,E,IM395,X501,EQ,B,,CURR,CURR,UA1_AXA_EQU_buy395E,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Block Total Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Warning IM395,,,Error Description,Warning: The sum of the commission from each of the allocations does not equal the total commission for the whole trade.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC033E,,E,IM033,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buyTC033E,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Block Key Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM033,,,Error Description,Client Transaction Type value not found on GRS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:AllocInstrctn:Side,^AllocInstrctn_Side^,3,,,,,,,,,,,,
,N,TP,TC393E,,E,IM393,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buyTC393E,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Block Trade Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM393,,,Error Description,Trade Quantity Type not on GRS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:AllocInstrctn:QtyTyp,^AllocInstrctn_QtyTyp^,6,,,,,,,,,,,,
,N,TP,TC027E,,E,IM027,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buyTC027E,,Block,Allocations,CTI(AXA) TIM,,Pending,,,Pending,,,Allocation Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM027,,,Error Description,Client Portfolio ID needs to be added to GRS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:Alloc:Acct,^Alloc_Acct^,7SAT,,,,,,,,,,,,
,N,TP,TC474E,,E,IM474,X501,FW,B,,CURR,CURR,UA1_AXA_FX_fwd_buy,,Block,Allocations,CTI(AXA) TIM,,Pending,,,Pending,,,Auto NAK,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Exception Error Code Not Populated,,,Error Description,Exception Error Code Not Populated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B:Alloc:Qty,,,,,,,,,,,,,,
,N,TP,TC022AE,,E,IM022A,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buyTC022AE,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Block Key Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM022,,,Error Description,The asset identifier is not valid on State Streets security master file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:Instrmt:ID,^Instrmt_ID^,874161102,O:Instrmt:Src,^Instrmt_Src^,5,,,,,,,,,
,N,TP,TC022CE,,E,IM022C,X501,OP,S,,CURR,CURR,UA1_AXA_OPT_Put,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Block Key Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM022,,,Error Description,The asset identifier is not valid on State Streets security master file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:Instrmt:ID,,ASDFGH,O:Instrmt:Src,,5,,,,,,,,,
,N,TP,TC1060E,,E,IM1060,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buyTC1060E,,Block,Allocations,CTI(AXA) TIM,,Pending,,,Pending,,,Allocation Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM1060,,,Error Description,Broker Deadline Time or Broker Deadline Time Zone is not found on GRS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:Alloc:Acct,^Alloc_Acct^,7SAT,,,,,,,,,,,,
,N,TP,TC1061E,,E,IM1061,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buyTC1061E,,Block,Allocations,CTI(AXA) TIM,,Pending,,,Pending,,,Allocation Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM1061,,,Error Description,Confirmation Processing Deadline Time or Confirmation Processing Deadline Time Zone is not found on GRS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:Alloc:Acct,^Alloc_Acct^,7SAT,,,,,,,,,,,,
,N,TP,TC608E,,E,IM608,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buyTC608E,,Block,Allocations,CTI(AXA) TIM,,Pending,,,Pending,,,Allocation Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM608,,,Error Description,Client Net Settlement Amount in Settlement Currency is missing from Trade.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B:Alloc:AllocSettlCurrAmt,^Alloc_AllocSettlCurrAmt^,,,,,,,,,,,,,
