 FY 2006-07 Florida Charter School Revenue Data ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 School Info. ,,,,,,,,,, Federal Revenues ,,,,,,,,,,,,,,,,,,,,, State Revenues ,,,,,,,,,,,,,,,,,,,,,,,,,,,, For State and Local Calculation Purposes Only ,,,,,,,,,,,,, Indeterminate Revenues ,,,,,,,,,,,,, Local Revenues ,,,,,,,,, Other Revenues ,,,,,,,,,,,,,,,,,,, Total Revenues , Total PPR ,,
, District , Sch , MSID , School , Type , Year , PreK , Total Enrollment , Audit , Medicaid , Federal Start-up Grant , IDEA , Title I , Dissemination Grant , National School Lunch/Breakfast/Commodities , FEMA , Federal Sources , ERATE , Safe & Drug Free Schools , GEAR-UP , Operating Grants , National Science Foundation , Other , Implementation Grant , Supplemental Instruction , Adult-Ed , Federal Total , A+ Funds , Transportation , FLSchool Recognition Award , Discretionary Lottery Funds , SAI Category , CSP - Instructional Materials , Class Reduction , State Recognition Program , Teacher Lead , Other State Revenue , Capital Outlay , Early Childhood Ed. , Excellent Teaching Program , Advanced Placement , Learn and Serve Grant , Teacher Training , Reading First Grant , VPK State Funded (Pre-K Program) , Early Readiness , Reading Coach/Math Coach , Library Media Materials/Science Lab , Adults w Disabilities , Workforce Development , A+ Bonus , National Board , Micro Society , Community coordinated care , State After-school , Food services , State FEFP revenues , State Revenue Total , FEFP , Sparsity Supplement (lab schools only) , Lab school discretionary contribution , Declining Enrollment Supplement , Discretionary Tax Equal Allocation/Compression , Safe Schools , Reading Program , Supp. Acad. Instrc. , ESE Guar. Allocation , Merit Program (STAR) , Other FEFP (WFTE Share) , Total FEFP Only ," ""State Sources"", District funding, not defined or FTE "," Federal, State, and Local Revenue "," ""special revenue fund"" ", Other State appropriations , Grants and program Income , Local Sources ," ""Contributions and Other"" / Operating grants ", Grants , Capital funds other than grants , Summer Program , Withheld Admin Fee , PreK , Preschool , Total Indeterminate Revenue , Discretionary Millage , Local FEFP revenues for schools showing discretionary mils , Local FEFP revenues for schools w/ no itemized discretionary mils ," Approximate Local Revenues from combined ""state"" or ""district"" total. ", County Impact Fees , Urban teacher grant , District school taxes , Voted Operating Millage , Total Local Revenue , Contributions / Contributions & Other , In-House Transportation , Interest Income / Investment Earnings , Facility Rental , Before & After Care Fees , Student Fees / Special Programs Revenue , Other , Sponsorship fee , Fundraising , Miscellaneous , Food Service ," In-Kind Contributions (Rent, Services etc.) ", Bad Debt Recovery , Sale of Equipment , Summer School fees , Private Grants , Charges for Services , PreK Tuition , Total Other Revenues ,,,,
 49 , Osceola , 0863 , 490863 , FOUR CORNERS CHARTER SCHOOL , 4.00 , 06-07 ,, 947.86 , Yes ,,,," $61,724 ",,,,,,,,,,,,,," $61,724 ",,,," $36,672 ",," $100,086 "," $744,548 "," $30,950 "," $15,930 ",," $668,653 ",,,,,,," $29,119 ",," $40,401 ",,,,,,,,,," $2,955,253 "," $4,592,493 "," $3,976,000 ",,,," $92,954 "," $19,060 ",," $215,920 "," $57,729 "," $50,096 ",," $4,411,759 ",,,,,,,,,,,,,, $-   ," $278,228 "," $1,456,506 ",,,,,,," $1,734,734 ",,,,,,," $43,226 ",,,,,,,,,," $157,770 ",," $200,996 "," $6,589,947 "," $6,952 ",,
 49 , Osceola , 0866 , 490866 , KISSIMMEE CHARTER ACADEMY , 4.00 , 06-07 , 0.03 , 720.05 , Yes ,,,," $63,721 ",,,,,,,,,,,,,," $63,721 ",,,," $27,415 ",," $75,970 "," $386,674 ",,,," $501,283 ",,,,,,,,,,,,,,,,,,," $2,263,169 "," $3,254,511 "," $2,975,542 ",,,," $70,557 "," $14,249 "," $30,666 "," $163,891 "," $86,411 "," $37,263 ",," $3,378,579 ",,,,,,,,,,,,," $155,648 ", $-   ," $208,038 "," $1,115,410 ",,,,,,," $1,323,448 ",,,,," $156,161 ",," $84,046 ",," $39,483 ",,,,,,,,,," $279,690 "," $4,921,370 "," $6,835 ",,
 49 , Osceola , 0881 , 490881 , P. M. WELLS CHARTER ACADEMY , 4.00 , 06-07 ,, 744.02 , Yes ,,,," $73,302 ",,,,,,,,,,,,,," $73,302 ",,,," $28,606 ",," $78,515 "," $579,413 "," $74,206 "," $12,095 "," $11,237 "," $620,374 ",,,,,,,,,,,,,,,,,,," $2,325,830 "," $3,730,276 "," $3,097,700 ",,,," $72,920 "," $14,868 "," $31,694 "," $169,386 "," $46,478 "," $39,077 ",," $3,472,123 ",,,,,,,,,,,,,, $-   ," $217,079 "," $1,146,293 ",,,,,,," $1,363,372 ",,,,," $58,332 ",," $111,951 ",," $51,427 ",,,,,,,,,," $221,710 "," $5,388,660 "," $7,243 ",,
 49 , Osceola , 0900 , 490900 , UCP OSCEOLA CHILD DEVELOPMENT , 1.00 , 06-07 , 27.08 , 54.32 , Yes ,,,," $9,353 ",,,,,,,,,," $4,946 ",,,," $14,299 ",,,," $5,361 ",," $5,736 ",,,,," $39,472 ",,,,,,,,,,,,,,,,,,," $573,900 "," $624,469 "," $851,421 ",,,," $5,327 ",,,,,,," $856,748 ",,,,,,,,,,,,,, $-   ," $40,680 "," $282,848 ",,,,,,," $323,528 ",,,,,,,,,,,,,,,,,,, $-   ," $962,296 "," $17,715 ",,
 49 , Osceola , 0916 , 490916 , CANOE CREEK CHARTER ACADEMY , 4.00 , 06-07 ,, 504.94 , Yes ,,,," $36,361 ",,,,,,,,,,,,,," $36,361 ",,,," $19,118 ",," $53,326 "," $387,607 ",,," $61,325 "," $355,840 ",,,,,,,,,,,,,,,,,,," $1,580,491 "," $2,457,707 "," $2,072,774 ",,,," $49,526 "," $9,936 "," $21,526 "," $115,045 "," $65,812 "," $24,822 ",," $2,359,441 ",,,,,,,,,,,,," $167,029 ", $-   ," $145,077 "," $778,950 ",,,,,,," $924,027 ",,,,," $66,132 ",," $69,571 ",,,,,,,,,,,," $135,703 "," $3,553,798 "," $7,038 ",,
 49 , Osceola , 0932 , 490932 , BELLALAGO ACADEMY , 4.00 , 06-07 , 0.16 ," 1,447.11 ", Yes ,,," $105,609 "," $149,080 ",,,,,,,,,, $982 ," $19,428 "," $39,760 ",," $314,859 ",,,," $55,096 ",," $152,786 "," $1,001,767 ",," $21,241 ",," $1,131,852 ",," $30,105 ",,,,,,,,,,,,,,,,," $4,546,810 "," $6,939,657 "," $5,973,592 ",,,," $141,899 "," $28,636 "," $61,675 "," $329,621 "," $177,033 "," $75,264 ",," $6,787,720 ",,,,,,,,,,,,,, $-   ," $418,095 "," $2,240,910 ",,,,,,," $2,659,005 ",,," $34,165 ",,,,,,," $2,812 ",,,,,,,,," $36,977 "," $9,950,498 "," $6,876 ",,
 50 , Palm Beach , 0054 , 500054 , BOCA RATON CHARTER SCHOOL , 1.00 , 06-07 ,, 111.62 , Yes ,," $164,388 ",,,,,,,,,,,," $6,977 ",,,," $171,365 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $211,794 "," $211,794 ",,,,,,,,,,,, $-   ," $763,747 ",,,,," $153,637 ",,,,,,,," $153,637 ",,,," $551,953 ",,,,," $551,953 ",,, $54 ,,,,,,,,,,,,,," $89,290 ",," $89,344 "," $1,178,093 "," $10,554 ",,
 50 , Palm Beach , 3382 , 503382 , GLADES ACAD AGRI/ECOLO STUDIES , 1.00 , 06-07 ,, 48.50 , Yes ,,,,,,,," $30,795 ",,,,,,,,,," $30,795 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $90,485 "," $90,485 ",,,,,,,,,,,, $-   ," $326,296 ",,,,,,,,,,,,, $-   ,,,," $235,811 ",,,,," $235,811 ",,,,,,,,," $417,451 ",,,,,,,,,," $417,451 "," $774,542 "," $15,970 ",,
 50 , Palm Beach , 0065 , 500065 , GULF STREAM GOODWILL CAREER , 3.00 , 06-07 ,, 52.59 , Yes ,,," $2,810 "," $8,755 ",,,,,,,,,,," $83,024 ",,," $94,589 ",," $21,369 ",," $2,191 ",," $5,113 "," $43,389 ",," $1,007 ", $539 ,,,,,,,,,,,,,,,,,,,," $77,760 "," $151,368 "," $237,574 ",,," $1,850 ",," $1,673 ",," $11,616 "," $9,603 ",,," $262,316 ",,,,,,,,,,,,,, $-   ," $29,533 "," $184,556 ",,,,,,," $214,089 ",,,,,,,,,,,,,,,,,,, $-   ," $460,046 "," $8,748 ",,
 50 , Palm Beach , 0284 , 500284 , GOOD SCHOOLS FOR ALL LEADER , 1.00 , 06-07 ,, 66.50 , Yes ,,," $20,967 "," $22,968 ",,," $103,613 ",,,,,,,," $187,227 ",,," $334,775 ",,,," $2,639 ",," $6,365 "," $54,039 ",,,,,,,,,,,,,,,,,,,,,,," $92,944 "," $155,987 "," $286,141 ",,," $2,229 ",," $2,015 ",," $14,688 "," $7,707 ", $757 ,," $313,537 ",,,,,,,,,,,,,, $-   ," $35,570 "," $220,593 ",,,,,,," $256,163 ",,,,,,," $2,947 ",,,,,,,,,,,," $2,947 "," $749,872 "," $11,276 ",,
 50 , Palm Beach , 0411 , 500411 , MONTESSORI ACADEMY OF NORTHERN , 1.00 , 06-07 ,, 98.00 , Yes ,,,,,,,," $87,314 ",,,,,,,,,," $87,314 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $168,134 "," $168,134 ",,,,,,,,,,,, $-   ," $606,308 ",,,,," $34,015 ",,,,,,,," $34,015 ",,,," $438,174 ",,,,," $438,174 ",,,,,,,,,,,,,,,,,,, $-   ," $727,637 "," $7,425 ",,
 50 , Palm Beach , 0412 , 500412 , GUIDED PATH ACADEMY CHARTER , 1.00 , 06-07 ,, 60.50 , Yes ,,,,,,,," $78,574 ",,,,,,,,,," $78,574 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $106,726 "," $106,726 ",,,,,,,,,,,, $-   ," $384,862 ",,,,,,,,,,,,, $-   ,,,," $278,136 ",,,,," $278,136 ",,,,,,," $46,596 ",,,,,,,,,,,," $46,596 "," $510,032 "," $8,430 ",,
 50 , Palm Beach , 0641 , 500641 , POTENTIALS SOUTH , 1.00 , 06-07 , 3.33 , 14.79 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,, $-   ,," $345,946 ",,,,,,,,,,,," $345,946 ",,,,,,,,, $-   ," $49,702 ",,,,,,," $180,000 ",,,,,,,,,,," $229,702 "," $575,648 "," $38,921 ",,
 50 , Palm Beach , 0642 , 500642 , DAYSTAR ACADEMY OF EXCEL CHART , 1.00 , 06-07 ,, 92.00 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $191,461 "," $191,461 ",,,,,,,,,,,, $-   ," $690,426 ",,,,,,,,,,,,, $-   ,,,," $498,965 ",,,,," $498,965 ",,,,,,," $2,725 ",,,,,,,,,,,," $2,725 "," $693,151 "," $7,534 ",,
 50 , Palm Beach , 0664 , 500664 , ACADEMY FOR POSITIVE LEARNING , 4.00 , 06-07 ,, 94.46 , Yes ,," $147,031 ",,,,,,,,,,,,,,,," $147,031 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $200,287 "," $200,287 ",,,,,,,,,,,, $-   ," $722,255 ",,,,,,,,,,,,, $-   ,,,," $521,968 ",,,,," $521,968 ",,,,,,," $23,044 ",,," $18,000 ",,,,,,,,," $41,044 "," $910,330 "," $9,637 ",,
 50 , Palm Beach , 1461 , 501461 , INLET GROVE COMMUNITY HIGH SCH , 3.00 , 06-07 ,, 640.38 , Yes ,,,,,,,," $251,900 ",,,,,,,,,," $251,900 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $1,151,958 "," $1,151,958 ",,,,,,,,,,,, $-   ," $4,154,067 ",,,,," $298,198 ",,,,,,,," $298,198 ",,,," $3,002,109 ",,,,," $3,002,109 ",,,,,,,,,,,,,,,,,,, $-   ," $4,704,165 "," $7,346 ",,
 50 , Palm Beach , 1571 , 501571 , SOUTH TECH ACADEMY , 3.00 , 06-07 ,," 1,211.40 ", Yes ,,,,,,,," $2,066,332 ",,,,,,,,,," $2,066,332 ",, $838 ,," $51,058 ",," $117,805 "," $1,010,938 "," $132,272 "," $18,144 "," $10,776 ",,,,,,,,,,,,,,,,,,," $202,362 "," $1,882,675 "," $3,426,868 "," $5,536,593 ",,," $43,112 ",," $38,984 ",," $267,585 "," $418,020 "," $46,730 ",," $6,351,024 ",,,,," $100,470 ",," $952,604 ",,,,,,," $1,053,074 "," $688,109 "," $4,468,349 ",,,,,,," $5,156,458 ",,,,,,,,,,,,,,,,,,, $-   ," $11,702,732 "," $9,661 ",,
 50 , Palm Beach , 2521 , 502521 , ED VENTURE CHARTER SCHOOL , 3.00 , 06-07 ,, 64.00 , Yes ,,,,,,,," $70,119 ",,,,,,,,,," $70,119 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $284,778 "," $284,778 ",,,,,,,,,,,, $-   ," $1,026,934 ",,,,," $87,547 ",,,,,,,," $87,547 ",,,," $742,156 ",,,,," $742,156 ",,," $47,781 ",,,,,,,,,,,,,,,," $47,781 "," $1,232,381 "," $19,256 ",,
 50 , Palm Beach , 2531 , 502531 , POTENTIALS CHARTER SCHOOL , 1.00 , 06-07 , 5.70 , 29.68 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,, $-   ,," $686,111 ",,,,,,,,,,,," $686,111 ",,,,,,,,, $-   ," $21,275 ",,,,,,," $421,528 ",,,,,,,,,,," $442,803 "," $1,128,914 "," $38,036 ",,
 50 , Palm Beach , 2641 , 502641 , LAKESIDE ACADEMY , 1.00 , 06-07 ,, 113.50 , Yes ,,," $20,034 "," $27,556 ",,,,,,,,,,,,,," $47,590 ",,,,,,,,," $1,260 ",,,,,,,,,,,,,,,,,,,,," $188,713 "," $189,973 ",,,,,,,,,,,, $-   ," $680,517 ",,,,,,,,,,,,, $-   ,,,," $491,804 ",,,,," $491,804 ",,," $3,733 ",," $5,507 ",,,,,,,,,,,,,," $9,240 "," $738,607 "," $6,508 ",,
 50 , Palm Beach , 2661 , 502661 , JOSEPH LITTLES-NGUZO SABA , 4.00 , 06-07 ,, 124.50 , Yes ,,,,,,,," $82,519 ",,,,,,,,,," $82,519 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $257,854 "," $257,854 ",,,,,,,,,,,, $-   ," $929,845 ",,,,,,,,,,,,, $-   ,,,," $671,991 ",,,,," $671,991 ",,,,,,," $17,390 ",,,,,,,,,,,," $17,390 "," $1,029,754 "," $8,271 ",,
 50 , Palm Beach , 2791 , 502791 , The RENAISSANCE LEARNING CENTER , 1.00 , 06-07 , 12.02 , 53.25 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $397,279 "," $397,279 ",,,,,,,,,,,, $-   ," $1,432,624 ",,,,," $210,937 ",,,,,,,," $210,937 ",,,," $1,035,345 ",,,,," $1,035,345 ",,," $2,904 ",,," $107,332 ",,," $51,573 ",,,,,,,,,," $161,809 "," $1,805,370 "," $33,904 ",,
 50 , Palm Beach , 2801 , 502801 , PALM BEACH MARITIME ACADEMY , 4.00 , 06-07 ,, 309.50 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $502,499 "," $502,499 ",,,,,,,,,,,, $-   ," $1,812,057 ",,,," $336,042 ",,,,,,,,," $336,042 ",,,," $1,309,558 ",,,,," $1,309,558 "," $3,049 ",,,,," $93,466 ",,,,,,,,,,,,," $96,515 "," $2,244,614 "," $7,252 ",,
 50 , Palm Beach , 2891 , 502891 , ACADEMY OF INTERNAT STUDIES , 2.00 , 06-07 ,, 54.00 , Yes ,," $45,144 ",,,,,,,,,,,,,,,," $45,144 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $109,122 "," $109,122 ",,,,,,,,,,,, $-   ," $393,503 ",,,,,,,,,,,,, $-   ,,,," $284,381 ",,,,," $284,381 ",,,,,,, $338 ,,,,,,,,,,,, $338 ," $438,985 "," $8,129 ",,
 50 , Palm Beach , 2911 , 502911 , WESTERN ACADEMY CHARTER SCHOOL , 4.00 , 06-07 ,, 224.09 , Yes ,,,,,,,," $56,763 ",,,,,,,,,," $56,763 ",,,,,,,,,,," $158,326 ",,,,,,,,,,,,,,,,,,," $380,330 "," $538,656 ",,,,,,,,,,,, $-   ," $1,371,505 ",,,,," $130,740 ",,,,,,,," $130,740 ",,,," $991,175 ",,,,," $991,175 ",,," $10,274 ",,,,,,,,,,,,,,,," $10,274 "," $1,727,608 "," $7,709 ",,
 50 , Palm Beach , 3344 , 503344 , DELRAY YOUTH VOCATIONAL CHARTE , 3.00 , 06-07 ,, 95.50 , Yes ,,,,,,,," $46,652 ",,,,,,,,,," $46,652 ",,,,,,,,,,," $129,000 ",,,,,,,,,,,,,,,,,,," $180,276 "," $309,276 ",,,,,,,,,,,, $-   ," $650,090 ",,,,,,,,,,,,, $-   ,,,," $469,814 ",,,,," $469,814 "," $146,338 ",,,,,,,,,,,,,,,,,," $146,338 "," $972,080 "," $10,179 ",,
 50 , Palm Beach , 3345 , 503345 , GULFSTREAM L.I.F.E. ACADEMY , 3.00 , 06-07 ,, 23.77 , Yes ,," $9,519 ",," $3,047 ",,,,,,,,,,," $139,640 ",,," $152,206 ",," $9,637 ",," $1,082 ",," $2,275 "," $21,428 ",, $504 , $36 ,,,,,,,,,,,,,,,,,,,," $55,118 "," $90,080 "," $117,329 ",,, $914 ,, $826 ,," $5,250 "," $61,617 ",,," $185,936 ",,,,,,,,,,,,,, $-   ," $14,585 "," $130,818 ",,,,,,," $145,403 "," $18,254 ",,,,,," $12,764 ",,,,,,,,,,,," $31,018 "," $418,707 "," $17,615 ",,
 50 , Palm Beach , 3346 , 503346 , GULFSTREAM TRANSITION ACADEMY , 3.00 , 06-07 ,, 25.50 , Yes ,," $18,504 "," $19,716 "," $3,153 ",,,,,,,,,,,,,," $41,373 ",," $10,685 ",," $1,529 ",," $2,441 "," $30,268 ",, $504 ,,,,,,,,,,,, $39 ,,,,,,,,," $88,972 "," $134,438 "," $165,732 ",,," $1,291 ",," $1,167 ",," $5,632 "," $126,317 ",,," $300,139 ",,,,,,,,,,,,,, $-   ," $20,602 "," $211,167 ",,,,,,," $231,769 "," $22,763 ",," $3,593 ",,,," $2,377 ",,,,,,,,,,,," $28,733 "," $436,313 "," $17,110 ",,
 50 , Palm Beach , 3347 , 503347 , LEADERSHIP ACADEMY WEST , 3.00 , 06-07 ,, 116.31 , Yes ,,,,,,,," $33,376 ",,,,,,,,,," $33,376 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $215,845 "," $215,845 ",,,,,,,,,,,, $-   ," $778,357 ",,,,,,,,,,,,, $-   ,,,," $562,512 ",,,,," $562,512 ",,,,,,," $19,603 ",,,,,,,,,,,," $19,603 "," $831,336 "," $7,148 ",,
 50 , Palm Beach , 3349 , 503349 , LIFE SKILL CENTER OF PALM BEAC , 3.00 , 06-07 ,, 231.40 , Yes ,," $15,474 ",,,,,,,,,,,,,,,," $15,474 ",,,," $12,189 ",," $22,813 "," $201,567 ",," $1,512 ",,,,,,,,,,,,,,,,,,,,," $355,507 "," $593,588 "," $1,199,270 ",,,,,,,,,,," $1,199,270 ",,,,,,,,,,,,,, $-   ," $129,493 "," $843,763 ",,,,,,," $973,256 ",,,,,,," $68,962 ",,,,,,,,,,,," $68,962 "," $1,651,280 "," $7,136 ",,
 50 , Palm Beach , 3381 , 503381 , CHANCELLOR CHAR SCHOOL AT LANT , 1.00 , 06-07 ,, 511.50 , Yes ,,," $64,554 ",,,,,,,,,,,,,,," $64,554 ",," $14,246 ",," $20,473 ",," $49,866 "," $417,126 ",," $5,796 ",," $354,585 ",,,,,,,,,,,,,,,,,,," $733,178 "," $1,595,270 "," $2,412,937 ",,," $17,287 ",," $15,631 ",,,," $27,451 ",," $2,473,306 ",,,,,,,,,," $47,582 "," $177,823 ",,," $225,405 "," $275,915 "," $1,740,128 ",,,,,,," $2,016,043 ",,,," $3,600 "," $164,266 ",," $117,461 ",,,,,,,,,,,," $285,327 "," $4,186,599 "," $8,185 ",,
 50 , Palm Beach , 3384 , 503384 , HOPE LEARNING COMMUNITY OF RIV , 1.00 , 06-07 ,, 46.50 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $96,532 "," $96,532 ",,,,,,,,,,,, $-   ," $348,104 ",,,,,,,,,,,,, $-   ,,,," $251,572 ",,,,," $251,572 ",,,,,,," $16,921 ",,,,,,,,,,,," $16,921 "," $365,025 "," $7,850 ",,
 50 , Palm Beach , 3385 , 503385 , BRIGHT FUTURES INTERNATIONAL , 1.00 , 06-07 ,, 217.50 , Yes ,,,,,,,," $148,665 ",,,,,,,,,," $148,665 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $397,044 "," $397,044 ",,,,,,,,,,,, $-   ," $1,431,776 ",,,,,," $414,180 ",,,,,,," $414,180 ",,,," $1,034,732 ",,,,," $1,034,732 ",,," $28,203 ",," $28,203 ",,,,,,,,,,,,,," $56,406 "," $2,051,027 "," $9,430 ",,
 50 , Palm Beach , 3386 , 503386 , TOUSSAINT L'OUVERTURE HIGH , 3.00 , 06-07 ,, 115.02 , Yes ,,," $7,700 "," $56,800 ",,," $32,000 ", $914 ,,,,,,,,,," $97,414 ",,,,,,,,,,," $114,769 ",,,,,,,,,,,,,,,,,,," $214,915 "," $329,684 ",,,,,,,,,,,, $-   ," $775,004 ",,,,," $88,857 ",,,,,,,," $88,857 ",,,," $560,089 ",,,,," $560,089 ",,, $408 ,,,,,,,,,,,,," $25,000 ",,," $25,408 "," $1,101,452 "," $9,576 ",,
 50 , Palm Beach , 3391 , 503391 , SEAGULL ACADEMY , 3.00 , 06-07 ,, 33.00 , Yes ,,," $36,729 "," $10,864 ",,,,,,,,,,,,,," $47,593 ",,,,,,,,,,," $32,935 ",,,,,,,,,,,,,,,,,,," $99,615 "," $132,550 "," $359,220 ",,,,,,,,,,," $359,220 ",,,,,,,,,,,,,, $-   ,,," $259,605 ",,,,,," $259,605 "," $8,648 ",,,,,," $29,430 ",,,,,,,,,,,," $38,078 "," $477,826 "," $14,480 ",,
 50 , Palm Beach , 3392 , 503392 , CHARTER SCOOHL OF BOYNTON BEAC , 1.00 , 06-07 ,, 188.50 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,," $49,276 "," $146,929 ",,,,,,,,,,,,,,,,,,," $322,222 "," $518,427 "," $1,161,963 ",,,,,,,,,,," $1,161,963 ",,,,,,,,,,,,,, $-   ,,," $839,741 ",,,,,," $839,741 ",,,,,,," $50,541 ",,,,,,,,,,,," $50,541 "," $1,408,709 "," $7,473 ",,
 50 , Palm Beach , 3394 , 503394 , MONTESSORI ACADEMYOF EARLY ENR , 1.00 , 06-07 , 21.30 , 42.80 , Yes ,,,,,,,," $10,225 ",,,,,,,,,," $10,225 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $151,806 "," $151,806 ",,,,,,,,,,,, $-   ," $547,427 ",,,,,,,,,,,,, $-   ,,,," $395,621 ",,,,," $395,621 ",,,,,,," $11,320 ",,,,,,,,,,,," $11,320 "," $568,972 "," $13,294 ",,
 50 , Palm Beach , 3395 , 503395 , JFK MEDICAL CENTER CHARTER , 1.00 , 06-07 ,, 464.00 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,," $315,736 ",,,,,,,,,,,,,,,,,,," $753,323 "," $1,069,059 ",,,,,,,,,,,, $-   ," $2,716,553 ",,,,,,,,,,,,, $-   ,,,," $1,963,230 ",,,,," $1,963,230 ",,,,,,," $150,749 "," $524,145 ",,,,,,,,,,," $674,894 "," $3,707,183 "," $7,990 ",,
 50 , Palm Beach , 3396 , 503396 , G-STAR SCHOOL OF THE ARTS , 3.00 , 06-07 ,, 671.32 , Yes ,,,,,,,," $27,909 ",,,,,,,,,," $27,909 ",,,,,,,,," $10,800 ",," $672,964 ",,,,,,,,,,,,,,,,,,," $1,154,909 "," $1,838,673 ",,,,,,,,,,,, $-   ," $4,164,708 ",,,,,," $48,489 "," $16,040 ",,,,,," $64,529 ",,,," $3,009,799 ",,,,," $3,009,799 ",,," $56,481 "," $156,210 ",,," $6,105 ",,,,,,,,,," $94,636 ",," $313,432 "," $5,254,342 "," $7,827 ",,
 50 , Palm Beach , 3398 , 503398 , EVERGLADES PREPARATORY ACADEMY , 3.00 , 06-07 ,, 149.92 , Yes ,,,,,,,," $111,417 ",,,,,,,,,," $111,417 ",,,,,,,,,,," $239,000 ",,,,,,,,,,,,,,,,,,," $277,968 "," $516,968 ",,,,,,,,,,,, $-   ," $1,002,377 ",,,,," $233,660 ",,,,,,,," $233,660 ",,,," $724,409 ",,,,," $724,409 ",,,,,,,,,,,,,,,,,,, $-   ," $1,586,454 "," $10,582 ",,
 50 , Palm Beach , 3400 , 503400 , BELIEVERS ACADEMY , 3.00 , 06-07 ,, 46.50 , Yes ,,,,,,,,,,,," $209,919 ",,,,,," $209,919 ",," $18,855 ",," $1,915 ",," $4,522 "," $37,918 ",,,,,,,,,,,,,,,,,,,,,,," $142,535 "," $205,745 "," $207,622 ",,," $1,617 ",," $1,462 ",," $10,271 "," $259,856 ",,," $480,828 ",,,,,,," $15,708 ",,,,,,," $15,708 "," $25,810 "," $338,293 ",,,,,,," $364,103 ",,,,,,,,,,,,,,,,,,, $-   ," $795,475 "," $17,107 ",,
 50 , Palm Beach , 3442 , 503442 , THE PALM BEACH ACADEMY FOR LEArning , 1.00 , 06-07 ,, 17.50 , Yes ,," $18,760 "," $21,147 ",,,,,,,,,,,,,,," $39,907 ",,,,,,,,, $504 ,,,,,,,,,,,,,,,,,,,,," $105,549 "," $106,053 ",,,,,,,,,,,, $-   ," $380,618 ",,,,,,,,,,,,, $-   ,,,," $275,069 ",,,,," $275,069 "," $22,082 ",, $45 ,," $6,840 ",, $290 ,,,,,,,,,,,," $29,257 "," $450,286 "," $25,731 ",,
 50 , Palm Beach , 3443 , 503443 , RIVIERA BEACH MARITIME ACADEMY , 3.00 , 06-07 ,, 36.66 , Yes ,,,,,,,," $2,550 ",,,,,,,,,," $2,550 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $65,917 "," $65,917 ",,,,,,,,,,,, $-   ," $237,704 ",,,,," $131,640 ",,,,,,,," $131,640 ",,,," $171,787 ",,,,," $171,787 "," $823,000 ",,,,,,,,,,,,,,,,,," $823,000 "," $1,194,894 "," $32,594 ",,
 51 , Pasco , 4301 , 514301 , DAYSPRING ACADEMY , 4.00 , 06-07 ,, 403.92 , Yes ,,,,,,,,,,,,,,,,,, $-   ,," $44,333 ",," $14,904 "," $42,582 ",," $292,093 "," $39,168 ",,," $287,148 ",,,,,,,,,,,,,,,,,,,," $720,228 ",,,,,," $8,831 "," $3,866 "," $117,811 "," $50,912 ",," $1,611,696 "," $1,793,116 ",,,,,,,,,,,,,, $-   ," $154,133 ",,,,,,,," $154,133 ",,,,," $21,684 ",,,,,," $40,447 ",,,,,,,," $62,131 "," $936,492 "," $2,319 ",,
