Code PITD,Libellé PITD,Code de la station  météo rattachée au PITD,Code GRD,Nombre de postes de livraison Transport/Distribution rattachés au PITD,Niveau Tarifaire Régional (NTR),Zone de sortie,Zone d'Equilibrage,Type De gaz,Statut,PiT - Code  Distributeur de rang 2 de la commune
GD0579,DUCEY,35228001,GDFD,1,16,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0580,AVRANCHES,35228001,GDFD,1,15,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0581,VILLEDIEU-LES-POELES,35228001,GDFD,1,10,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0582,PERCY,35228001,GDFD,3,7,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0583,GRANVILLE,35228001,GDFD,1,12,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0584,BREHAL,35228001,GDFD,1,10,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0585,GAVRAY,35228001,GDFD,1,8,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0586,COUTANCES,35228001,GDFD,1,12,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0587,SAINT-LO,35228001,GDFD,1,4,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0588,PONT-HEBERT,35228001,GDFD,1,13,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0589,ISIGNY-SUR-MER,35228001,GDFD,1,8,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0590,SAINTE-MERE-EGLISE,35228001,GDFD,2,5,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0591,VALOGNES,35228001,GDFD,1,6,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0592,CHERBOURG,35228001,GDFD,3,7,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0593,BRICQUEBEC,35228001,GDFD,1,15,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0594,SOTTEVAST,35228001,GDFD,1,12,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0595,ARGENTAN,35228001,GDFD,1,10,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0596,FALAISE,35228001,GDFD,2,10,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0597,SAINT-PIERRE-SUR-DIVES,35228001,GDFD,1,5,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0598,MEZIDON-CANON,35228001,GDFD,1,4,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0599,VIMOUTIERS,35228001,GDFD,1,10,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0600,SAINTE-FOY-DE-MONTGOMMERY,35228001,GDFD,1,13,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0601,LIVAROT,35228001,GDFD,1,9,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0602,ARGENCES,35228001,GDFD,1,3,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0603,MORTAGNE-AU-PERCHE,76116001,GDFD,1,13,PERCHE,ZONE OUEST,H,ALIMENTEE,INCO
GD0604,BELLEME,37179001,GDFD,1,8,PERCHE,ZONE OUEST,H,ALIMENTEE,INCO
GD0605,LE THEIL,37179001,GDFD,1,2,PERCHE,ZONE OUEST,H,ALIMENTEE,INCO
GD0606,RAI,76116001,GDFD,1,11,REGION PARIS,ZONE NORD,H,ALIMENTEE,INCO
GD0607,L' AIGLE,76116001,GDFD,2,9,REGION PARIS,ZONE NORD,H,ALIMENTEE,INCO
GD0608,RUGLES,76116001,GDFD,1,8,REGION PARIS,ZONE NORD,H,ALIMENTEE,INCO
GD0609,BOURTH,76116001,GDFD,1,7,REGION PARIS,ZONE NORD,H,ALIMENTEE,INCO
GD0610,MANDRES,76116001,GDFD,1,6,REGION PARIS,ZONE NORD,H,ALIMENTEE,INCO
GD0611,VERNEUIL-SUR-AVRE,76116001,GDFD,1,5,REGION PARIS,ZONE NORD,H,ALIMENTEE,INCO
GD0612,CONCHES-EN-OUCHE,76116001,GDFD,1,16,REGION PARIS,ZONE NORD,H,ALIMENTEE,INCO
GD0613,TILLIERES-SUR-AVRE,76116001,GDFD,1,4,REGION PARIS,ZONE NORD,H,ALIMENTEE,INCO
GD0614,SAINT-ANDRE-DE-L'EURE,76116001,GDFD,1,2,REGION PARIS,ZONE NORD,H,ALIMENTEE,INCO
GD0615,GAILLON,76116001,GDFD,1,2,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0616,LES ANDELYS,76116001,GDFD,1,7,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0617,EVREUX,76116001,GDFD,1,2,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0618,LE NEUBOURG,76116001,GDFD,1,13,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0619,BERNAY,76116001,GDFD,1,5,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0620,BRIONNE,76116001,GDFD,2,3,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0621,ROUEN,76116001,GDFD,1,1,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0622,ETREPAGNY,76116001,GDFD,2,4,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0623,EU,59343001,GDFD,1,9,NORD B,ZONE NORD,B,ALIMENTEE,INCO
GD0624,EZY-SUR-EURE,76116001,GDFD,1,7,REGION PARIS,ZONE NORD,H,ALIMENTEE,INCO
GD0625,CANY-BARVILLE,76116001,GDFD,3,6,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0626,GISORS,76116001,GDFD,33,5,GOURNAY H,ZONE NORD,H,ALIMENTEE,INCO
GD0627,GODERVILLE,76116001,GDFD,1,3,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0628,PONT-AUDEMER,76116001,GDFD,1,3,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0629,DANGU,76116001,GDFD,2,0,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0630,PACY-SUR-EURE,76116001,GDFD,1,1,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0631,FOUCARMONT,76116001,GDFD,1,7,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0632,VERNON,76116001,GDFD,1,2,REGION PARIS,ZONE NORD,H,ALIMENTEE,INCO
GD0633,VIRONVAY,76116001,GDFD,1,2,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0634,FLEURY-SUR-ANDELLE,76116001,GDFD,1,0,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0635,BEUZEVILLE,76116001,GDFD,2,1,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0636,BOURG-ACHARD,76116001,GDFD,1,0,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0637,GASNY,76116001,GDFD,1,4,REGION PARIS,ZONE NORD,H,ALIMENTEE,INCO
GD0638,BUEIL,76116001,GDFD,1,1,REGION PARIS,ZONE NORD,H,ALIMENTEE,INCO
GD0640,COURCELLES-SUR-SEINE,76116001,GDFD,1,4,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0641,FONTAINE-HEUDEBOURG,76116001,GDFD,1,0,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0642,NOTRE-DAME-DE-GRAVENCHON,76116001,GDFD,1,1,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0643,ALENCON,37179001,GDFD,1,6,MAINE,ZONE OUEST,H,ALIMENTEE,INCO
GD0644,BREAUTE,76116001,GDFD,1,2,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0645,GOURNAY-EN-BRAY,76116001,GDFD,1,10,GOURNAY H,ZONE NORD,H,ALIMENTEE,INCO
GD0646,GOUSSAINVILLE,76116001,GDFD,1,2,REGION PARIS,ZONE NORD,H,ALIMENTEE,INCO
GD0647,FAVEROLLES,76116001,GDFD,2,1,BEAUCE,ZONE NORD,H,ALIMENTEE,INCO
GD0648,SAINT-MARTIN-DE-NIGELLES,76116001,GDFD,1,3,BEAUCE,ZONE NORD,H,ALIMENTEE,INCO
GD0649,MAINTENON,76116001,GDFD,1,4,BEAUCE,ZONE NORD,H,ALIMENTEE,INCO
GD0650,NOGENT-LE-ROI,76116001,GDFD,2,4,BEAUCE,ZONE NORD,H,ALIMENTEE,INCO
GD0651,MARVILLE-MOUTIERS-BRULE,76116001,GDFD,2,1,BEAUCE,ZONE NORD,H,ALIMENTEE,INCO
GD0652,CHATEAUNEUF-EN-THYMERAIS,76116001,GDFD,2,0,BEAUCE,ZONE NORD,H,ALIMENTEE,INCO
GD0653,SAINT-REMY-SUR-AVRE,76116001,GDFD,1,5,REGION PARIS,ZONE NORD,H,ALIMENTEE,INCO
GD0655,LA LOUPE,76116001,GDFD,2,6,BEAUCE,ZONE NORD,H,ALIMENTEE,INCO
GD0656,AUNEAU,76116001,GDFD,1,18,BEAUCE,ZONE NORD,H,ALIMENTEE,INCO
GD0657,CHARTRES,76116001,GDFD,1,5,BEAUCE,ZONE NORD,H,ALIMENTEE,INCO
GD0658,THIVARS,76116001,GDFD,4,6,BEAUCE,ZONE NORD,H,ALIMENTEE,INCO
GD0659,VOVES,76116001,GDFD,2,15,BEAUCE,ZONE NORD,H,ALIMENTEE,INCO
GD0660,BONNEVAL,76116001,GDFD,2,7,BEAUCE,ZONE NORD,H,ALIMENTEE,INCO
GD0661,BROU,76116001,GDFD,1,4,BEAUCE,ZONE NORD,H,ALIMENTEE,INCO
GD0662,THIRON GARDAIS,76116001,GDFD,2,0,BEAUCE,ZONE NORD,H,ALIMENTEE,INCO
GD0663,NOGENT-LE-ROTROU,76116001,GDFD,2,3,BEAUCE,ZONE NORD,H,ALIMENTEE,INCO
GD0664,CHATEAUDUN,76116001,GDFD,1,8,BEAUCE,ZONE NORD,H,ALIMENTEE,INCO
GD0665,MALESHERBES,89346001,GDFD,1,12,SUD PARIS,ZONE NORD,H,ALIMENTEE,INCO
GD0666,MANCHECOURT,89346001,GDFD,1,15,SUD PARIS,ZONE NORD,H,ALIMENTEE,INCO
GD0667,PITHIVIERS,89346001,GDFD,2,8,SUD PARIS,ZONE NORD,H,ALIMENTEE,INCO
GD0668,PUISEAUX,89346001,GDFD,1,6,SUD PARIS,ZONE NORD,H,ALIMENTEE,INCO
GD0669,DORDIVES,89346001,GDFD,2,0,SUD PARIS,ZONE NORD,H,ALIMENTEE,INCO
GD0670,FERRIERES,89346001,GDFD,1,11,SUD PARIS,ZONE NORD,H,ALIMENTEE,INCO
GD0671,COURTENAY,89346001,GDFD,1,4,SUD PARIS,ZONE NORD,H,ALIMENTEE,INCO
GD0672,SAVIGNY-SUR-BRAYE,37179001,GDFD,1,3,PERCHE,ZONE OUEST,H,ALIMENTEE,INCO
GD0673,SAINT-CLAUDE-DE-DIRAY,37179001,GDFD,1,0,VENDOMOIS,ZONE OUEST,H,ALIMENTEE,INCO
GD0674,BEAUGENCY,89346001,GDFD,1,7,VENDOMOIS,ZONE OUEST,H,ALIMENTEE,INCO
GD0675,LE BARDON,89346001,GDFD,1,13,VENDOMOIS,ZONE OUEST,H,ALIMENTEE,INCO
GD0676,SAINT-AY,89346001,GDFD,1,5,VENDOMOIS,ZONE OUEST,H,ALIMENTEE,INCO
GD0677,SOINGS-EN-SOLOGNE,37179001,GDFD,2,0,VENDOMOIS,ZONE OUEST,H,ALIMENTEE,INCO
GD0678,CHOUZY-SUR-CISSE,37179001,GDFD,4,0,VENDOMOIS,ZONE OUEST,H,ALIMENTEE,INCO
GD0679,BLOIS,37179001,GDFD,5,3,TOURAINE,ZONE OUEST,H,ALIMENTEE,INCO
GD0680,TOURY,76116001,GDFD,1,6,SOLOGNE,ZONE OUEST,H,ALIMENTEE,INCO
GD0681,OUTARVILLE,89346001,GDFD,2,9,SOLOGNE,ZONE OUEST,H,ALIMENTEE,INCO
GD0682,CHAUSSY,89346001,GDFD,2,6,SOLOGNE,ZONE OUEST,H,ALIMENTEE,INCO
GD0683,BAZOCHES-LES-GALLERANDES,89346001,GDFD,3,6,SOLOGNE,ZONE OUEST,H,ALIMENTEE,INCO
GD0684,CHEVILLY,89346001,GDFD,3,5,SOLOGNE,ZONE OUEST,H,ALIMENTEE,INCO
GD0685,NEUVILLE-AUX-BOIS,89346001,GDFD,1,6,SOLOGNE,ZONE OUEST,H,ALIMENTEE,INCO
GD0686,REBRECHIEN,89346001,GDFD,1,2,SOLOGNE,ZONE OUEST,H,ALIMENTEE,INCO
GD0687,ORLEANS,89346001,GDFD,1,1,SOLOGNE,ZONE OUEST,H,ALIMENTEE,INCO
GD0688,OUZOUER-SUR-LOIRE,18033001,GDFD,1,1,SOLOGNE,ZONE OUEST,H,ALIMENTEE,INCO
GD0689,GIEN,18033001,GDFD,2,2,SOLOGNE,ZONE OUEST,H,ALIMENTEE,INCO
GD0690,BRIARE,18033001,GDFD,1,5,SOLOGNE,ZONE OUEST,H,ALIMENTEE,INCO
GD0691,MONTARGIS,89346001,GDFD,1,1,SOLOGNE,ZONE OUEST,H,ALIMENTEE,INCO
GD0692,LORRIS,89346001,GDFD,10,0,SOLOGNE,ZONE OUEST,H,ALIMENTEE,INCO
GD0693,SULLY-SUR-LOIRE,18033001,GDFD,2,0,SOLOGNE,ZONE OUEST,H,ALIMENTEE,INCO
GD0694,LA FERTE-SAINT-AUBIN,18033001,GDFD,2,1,SOLOGNE,ZONE OUEST,H,ALIMENTEE,INCO
GD0695,LAMOTTE-BEUVRON,18033001,GDFD,1,1,SOLOGNE,ZONE OUEST,H,ALIMENTEE,INCO
GD0696,SALBRIS,18033001,GDFD,2,1,SOLOGNE,ZONE OUEST,H,ALIMENTEE,INCO
GD0697,VIERZON,18033001,GDFD,1,1,BERRY,ZONE SUD,H,ALIMENTEE,INCO
GD0698,CHABRIS,18033001,GDFD,4,2,BERRY,ZONE SUD,H,ALIMENTEE,INCO
GD0699,SELLES-SUR-CHER,37179001,GDFD,5,3,BERRY,ZONE SUD,H,ALIMENTEE,INCO
GD0700,MONTRICHARD,37179001,GDFD,3,3,TOURAINE,ZONE OUEST,H,ALIMENTEE,INCO
GD0701,CHISSEAUX,37179001,GDFD,1,7,TOURAINE,ZONE OUEST,H,ALIMENTEE,INCO
GD0702,CONTRES,37179001,GDFD,7,1,TOURAINE,ZONE OUEST,H,ALIMENTEE,INCO
GD0703,AMBOISE,37179001,GDFD,1,2,TOURAINE,ZONE OUEST,H,ALIMENTEE,INCO
GD0704,VENDOME,37179001,GDFD,1,3,TOURAINE,ZONE OUEST,H,ALIMENTEE,INCO
GD0705,SAINT-AMAND-LONGPRE,37179001,GDFD,5,2,TOURAINE,ZONE OUEST,H,ALIMENTEE,INCO
GD0706,MONTOIRE-SUR-LE-LOIR,37179001,GDFD,1,14,TOURAINE,ZONE OUEST,H,ALIMENTEE,INCO
GD0707,CHATEAU-RENAULT,37179001,GDFD,4,1,TOURAINE,ZONE OUEST,H,ALIMENTEE,INCO
GD0708,TOURS,37179001,GDFD,4,1,TOURAINE,ZONE OUEST,H,ALIMENTEE,INCO
GD0709,NEUILLE-PONT-PIERRE,37179001,GDFD,2,0,TOURAINE,ZONE OUEST,H,ALIMENTEE,INCO
GD0710,LUYNES,37179001,GDFD,1,3,TOURAINE,ZONE OUEST,H,ALIMENTEE,INCO
GD0711,CINQ-MARS-LA-PILE,37179001,GDFD,1,6,TOURAINE,ZONE OUEST,H,ALIMENTEE,INCO
GD0712,LANGEAIS,37179001,GDFD,2,8,TOURAINE,ZONE OUEST,H,ALIMENTEE,INCO
GD0713,CHINON,37179001,GDFD,7,15,TOURAINE,ZONE OUEST,H,ALIMENTEE,INCO
GD0714,BOURGUEIL,37179001,GDFD,2,16,TOURAINE,ZONE OUEST,H,ALIMENTEE,INCO
GD0715,MONTS,37179001,GDFD,1,3,TOURAINE,ZONE OUEST,H,ALIMENTEE,INCO
GD0716,ESVRES,37179001,GDFD,1,5,TOURAINE,ZONE OUEST,H,ALIMENTEE,INCO
GD0717,REIGNAC-SUR-INDRE,37179001,GDFD,1,4,TOURAINE,ZONE OUEST,H,ALIMENTEE,INCO
GD0718,CHAMBOURG-SUR-INDRE,37179001,GDFD,2,3,TOURAINE,ZONE OUEST,H,ALIMENTEE,INCO
GD0719,LOCHES,37179001,GDFD,1,4,TOURAINE,ZONE OUEST,H,ALIMENTEE,INCO
GD0720,LIGUEIL,37179001,GDFD,1,4,TOURAINE,ZONE OUEST,H,ALIMENTEE,INCO
GD0721,L' ILE-BOUCHARD,37179001,GDFD,1,14,TOURAINE,ZONE OUEST,H,ALIMENTEE,INCO
GD0723,DESCARTES,37179001,GDFD,2,6,TOURAINE,ZONE OUEST,H,ALIMENTEE,INCO
GD0724,VALENCAY,18033001,GDFD,1,0,BERRY,ZONE SUD,H,ALIMENTEE,INCO
GD0725,GRACAY,18033001,GDFD,1,0,BERRY,ZONE SUD,H,ALIMENTEE,INCO
GD0726,SAINTE-MAURE-DE-TOURAINE,37179001,GDFD,1,14,TOURAINE,ZONE OUEST,H,ALIMENTEE,INCO
GD0727,ISSOUDUN,18033001,GDFD,1,5,BERRY,ZONE SUD,H,ALIMENTEE,INCO
GD0728,NEUVY-PAILLOUX,18033001,GDFD,3,2,BERRY,ZONE SUD,H,ALIMENTEE,INCO
GD0729,CHATEAUROUX,18033001,GDFD,1,1,BERRY,ZONE SUD,H,ALIMENTEE,INCO
GD0730,ARDENTES,18033001,GDFD,1,2,BERRY,ZONE SUD,H,ALIMENTEE,INCO
GD0731,BUZANCAIS,18033001,GDFD,1,6,BERRY,ZONE SUD,H,ALIMENTEE,INCO
GD0732,VILLEDIEU-SUR-INDRE,18033001,GDFD,1,3,BERRY,ZONE SUD,H,ALIMENTEE,INCO
GD0733,LE BLANC,18033001,GDFD,1,15,BERRY,ZONE SUD,H,ALIMENTEE,INCO
GD0734,CIRON,18033001,GDFD,4,8,BERRY,ZONE SUD,H,ALIMENTEE,INCO
GD0735,SAINT-GAULTIER,18033001,GDFD,2,1,BERRY,ZONE SUD,H,ALIMENTEE,INCO
GD0736,ARGENTON-SUR-CREUSE,18033001,GDFD,1,0,BERRY,ZONE SUD,H,ALIMENTEE,INCO
GD0737,AVORD,18033001,GDFD,1,0,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0738,BOURGES,18033001,GDFD,1,3,BERRY,ZONE SUD,H,ALIMENTEE,INCO
GD0739,SAINT-FLORENT-SUR-CHER,18033001,GDFD,1,6,BERRY,ZONE SUD,H,ALIMENTEE,INCO
GD0740,LES AIX-D'ANGILLON,18033001,GDFD,1,0,BERRY,ZONE SUD,H,ALIMENTEE,INCO
GD0741,MENETOU-SALON,18033001,GDFD,6,0,BERRY,ZONE SUD,H,ALIMENTEE,INCO
GD0742,SAINT-AMAND-MONTROND,18033001,GDFD,7,9,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0743,VESDUN,18033001,GDFD,4,5,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0744,VALLENAY,18033001,GDFD,1,13,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0745,POULIGNY-NOTRE-DAME,18033001,GDFD,2,7,BERRY,ZONE SUD,H,ALIMENTEE,INCO
GD0746,LA CHATRE,18033001,GDFD,1,16,BERRY,ZONE SUD,H,ALIMENTEE,INCO
GD0889,BOLLENE,13054001,GDFD,1,4,RHONE SUD,ZONE SUD,H,ALIMENTEE,INCO
GD0890,VAISON-LA-ROMAINE,13054001,GDFD,1,0,RHONE SUD,ZONE SUD,H,ALIMENTEE,INCO
GD0891,AVIGNON,13054001,GDFD,1,2,RHONE SUD,ZONE SUD,H,ALIMENTEE,INCO
GD0892,CARPENTRAS,13054001,GDFD,1,7,RHONE SUD,ZONE SUD,H,ALIMENTEE,INCO
GD0893,SARRIANS,13054001,GDFD,2,3,RHONE SUD,ZONE SUD,H,ALIMENTEE,INCO
GD0894,AUBIGNAN,13054001,GDFD,2,8,RHONE SUD,ZONE SUD,H,ALIMENTEE,INCO
GD0895,CAROMB,13054001,GDFD,1,12,RHONE SUD,ZONE SUD,H,ALIMENTEE,INCO
GD0896,CHATEAURENARD,13054001,GDFD,10,0,SUD EST,ZONE SUD,H,ALIMENTEE,INCO
GD0897,CAVAILLON,13054001,GDFD,2,3,RHONE SUD,ZONE SUD,H,ALIMENTEE,INCO
GD0898,ROBION,13054001,GDFD,1,6,RHONE SUD,ZONE SUD,H,ALIMENTEE,INCO
GD0899,CABRIERES-D'AVIGNON,13054001,GDFD,1,11,RHONE SUD,ZONE SUD,H,ALIMENTEE,INCO
GD0900,APT,13054001,GDFD,1,16,RHONE SUD,ZONE SUD,H,ALIMENTEE,INCO
GD0901,EYGALIERES,13054001,GDFD,3,2,SUD EST,ZONE SUD,H,ALIMENTEE,INCO
GD0902,ORGON,13054001,GDFD,2,9,SUD EST,ZONE SUD,H,ALIMENTEE,INCO
GD0904,FONTVIEILLE,13054001,GDFD,1,2,SUD EST,ZONE SUD,H,ALIMENTEE,INCO
GD0905,EYGUIERES,13054001,GDFD,1,0,SUD EST,ZONE SUD,H,ALIMENTEE,INCO
GD0906,MARSEILLE,13054001,GDFD,1,2,PROVENCE,ZONE SUD,H,ALIMENTEE,INCO
GD0907,VELAUX,13054001,GDFD,1,0,PROVENCE,ZONE SUD,H,ALIMENTEE,INCO
GD0908,SAUSSET-LES-PINS,13054001,GDFD,2,7,PROVENCE,ZONE SUD,H,ALIMENTEE,INCO
GD0909,ISTRES,13054001,GDFD,1,1,SUD EST,ZONE SUD,H,ALIMENTEE,INCO
GD0910,PORT-SAINT-LOUIS-DU-RHONE,13054001,GDFD,1,7,SUD EST,ZONE SUD,H,ALIMENTEE,INCO
GD0911,AUBAGNE,13054001,GDFD,33,3,PROVENCE,ZONE SUD,H,ALIMENTEE,INCO
GD0912,TOULON,13054001,GDFD,1,4,PROVENCE,ZONE SUD,H,ALIMENTEE,INCO
GD0913,LE BEAUSSET,13054001,GDFD,1,5,PROVENCE,ZONE SUD,H,ALIMENTEE,INCO
GD0914,SIGNES,13054001,GDFD,5,9,PROVENCE,ZONE SUD,H,ALIMENTEE,INCO
GD0915,SAINT-MAXIMIN-LA-SAINTE-BAUME,13054001,GDFD,1,3,PROVENCE,ZONE SUD,H,ALIMENTEE,INCO
GD0916,CHATEAUNEUF-DE-GADAGNE,13054001,GDFD,5,1,RHONE SUD,ZONE SUD,H,ALIMENTEE,INCO
GD0917,SALERNES,13054001,GDFD,7,7,PROVENCE,ZONE SUD,H,ALIMENTEE,INCO
GD0918,BARJOLS,13054001,GDFD,1,15,PROVENCE,ZONE SUD,H,ALIMENTEE,INCO
GD0919,LES ARCS,13054001,GDFD,1,4,PROVENCE,ZONE SUD,H,ALIMENTEE,INCO
GD0920,FREJUS,06088001,GDFD,3,6,PROVENCE,ZONE SUD,H,ALIMENTEE,INCO
GD0921,DRAGUIGNAN,13054001,GDFD,2,6,PROVENCE,ZONE SUD,H,ALIMENTEE,INCO
GD0922,NICE,06088001,GDFD,1,7,PROVENCE,ZONE SUD,H,ALIMENTEE,INCO
GD0923,MANOSQUE,13054001,GDFD,1,6,PROVENCE,ZONE SUD,H,ALIMENTEE,INCO
GD0924,GAP,13054001,GDFD,3,12,PROVENCE,ZONE SUD,H,ALIMENTEE,INCO
GD0925,SAINT-CANNAT,13054001,GDFD,1,18,PROVENCE,ZONE SUD,H,ALIMENTEE,INCO
GD0927,MIRAMAS,13054001,GDFD,31,0,SUD EST,ZONE SUD,H,ALIMENTEE,INCO
GD0928,LAPALUD,26198001,GDFD,7,6,RHONE SUD,ZONE SUD,H,ALIMENTEE,INCO
GD0929,TARASCON,13054001,GDFD,16,8,SUD EST,ZONE SUD,H,ALIMENTEE,INCO
GD0930,VARAGES,13054001,GDFD,1,4,PROVENCE,ZONE SUD,H,ALIMENTEE,INCO
GD0931,LAUDUN,13054001,GDFD,1,9,RHONE SUD,ZONE SUD,H,ALIMENTEE,INCO
GD0932,CALAIS (B),59343001,GDFD,1,6,NORD B,ZONE NORD,B,ALIMENTEE,INCO
GD0933,BOULOGNE-SUR-MER,59343001,GDFD,1,4,NORD B,ZONE NORD,B,ALIMENTEE,INCO
GD0935,LE TOUQUET-PARIS-PLAGE,59343001,GDFD,1,5,NORD B,ZONE NORD,B,ALIMENTEE,INCO
GD0936,BERCK,59343001,GDFD,1,7,NORD B,ZONE NORD,B,ALIMENTEE,INCO
GD0937,MONTREUIL,59343001,GDFD,1,9,NORD B,ZONE NORD,B,ALIMENTEE,INCO
GD0938,DESVRES,59343001,GDFD,5,3,NORD B,ZONE NORD,B,ALIMENTEE,INCO
GD0939,ARDRES,59343001,GDFD,8,5,NORD B,ZONE NORD,B,ALIMENTEE,INCO
GD0940,WATTEN,59343001,GDFD,2,4,NORD B,ZONE NORD,B,ALIMENTEE,INCO
GD0942,MOY-DE-L'AISNE,59343001,GDFD,1,2,GOURNAY B,ZONE NORD,B,ALIMENTEE,INCO
GD0943,RIBEMONT,59343001,GDFD,1,8,GOURNAY B,ZONE NORD,B,ALIMENTEE,INCO
GD0944,SAINT-QUENTIN,59343001,GDFD,2,1,GOURNAY B,ZONE NORD,B,ALIMENTEE,INCO
GD0945,VERMAND,59343001,GDFD,2,3,GOURNAY B,ZONE NORD,B,ALIMENTEE,INCO
GD0946,LAON,59343001,GDFD,1,6,GOURNAY B,ZONE NORD,B,ALIMENTEE,INCO
GD0947,CREPY,59343001,GDFD,1,8,GOURNAY B,ZONE NORD,B,ALIMENTEE,INCO
GD0948,ANIZY-LE-CHATEAU,59343001,GDFD,1,8,GOURNAY B,ZONE NORD,B,ALIMENTEE,INCO
GD0949,SAINT-GOBAIN,59343001,GDFD,5,5,GOURNAY B,ZONE NORD,B,ALIMENTEE,INCO
GD0951,SOISSONS,59343001,GDFD,1,5,GOURNAY B,ZONE NORD,B,ALIMENTEE,INCO
GD0969,ABBEVILLE,59343001,GDFD,4,7,NORD B,ZONE NORD,B,ALIMENTEE,INCO
GR0001,GRENOBLE,38384001,GRNB,3,2,RHONE NORD,ZONE SUD,H,ALIMENTEE,INCO
GW0001,GUEBWILLER,68066004,GBWR,2,3,NORD EST,ZONE EST,H,ALIMENTEE,INCO
HN0001,HUNINGUE / SAINT LOUIS,68297001,HUNG,1,7,REGION OLTINGUE,ZONE EST,H,ALIMENTEE,INCO
LR0001,LA REOLE,33281001,LROL,1,2,GUYENNE,TIGF,H,ALIMENTEE,INCO
LV0001,LAVAUR,31069001,LAVA,2,4,TOULOUSE,TIGF,H,ALIMENTEE,INCO
LZ0001,LANNEMEZAN,64549001,LNMZ,2,5,RÉGION LACQ,TIGF,H,ALIMENTEE,INCO
PR0001,PERONNE,59343001,PRON,2,6,GOURNAY B,ZONE NORD,B,ALIMENTEE,INCO
SB0001,STRASBOURG,67124001,BARR,1,3,REGION OBERGAILBACH,ZONE EST,H,ALIMENTEE,BARR
SB0001,STRASBOURG,67124001,STBG,1,3,REGION OBERGAILBACH,ZONE EST,H,ALIMENTEE,INCO
