GEMNR,GEMNAME,WBGES,ABGST,PRABG,UNGST,PRUNG,GST,PRG,P1,PRP1,P2,PRP2,P3,PRP3,P4,PRP4,P5,PRP5,P6,PRP6,P7,PRP7,P8,PRP8,ZEITE,ZEITL
41400,Schärding,44622,22785,51.06,1661,7.29,21124,92.71,15724,74.44,1463,6.93,3937,18.64,0,0,0,0,0,0,0,0,0,0,4/25/10,4/30/10
41401,Altschwendt,517,303,58.61,29,9.57,274,90.43,190,69.34,20,7.3,64,23.36,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41402,Andorf,3929,1969,50.11,121,6.15,1848,93.85,1431,77.44,80,4.33,337,18.24,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41403,Brunnenthal,1544,721,46.7,40,5.55,681,94.45,514,75.48,42,6.17,125,18.36,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41404,Diersbach,1284,640,49.84,40,6.25,600,93.75,426,71,42,7,132,22,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41405,Dorf an der Pram,830,361,43.49,33,9.14,328,90.86,262,79.88,31,9.45,35,10.67,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41406,Eggerding,1000,458,45.8,37,8.08,421,91.92,317,75.3,20,4.75,84,19.95,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41407,Engelhartszell,836,396,47.37,40,10.1,356,89.9,266,74.72,24,6.74,66,18.54,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41408,Enzenkirchen,1451,677,46.66,61,9.01,616,90.99,438,71.1,35,5.68,143,23.21,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41409,Esternberg,2302,883,38.36,65,7.36,818,92.64,587,71.76,55,6.72,176,21.52,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41410,Freinberg,1059,379,35.79,34,8.97,345,91.03,252,73.04,51,14.78,42,12.17,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41411,Kopfing im Innkreis,1638,741,45.24,79,10.66,662,89.34,441,66.62,72,10.88,149,22.51,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41412,Mayrhof,217,121,55.76,15,12.4,106,87.6,67,63.21,9,8.49,30,28.3,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41413,Münzkirchen,2085,936,44.89,66,7.05,870,92.95,664,76.32,66,7.59,140,16.09,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41414,Raab,1851,853,46.08,51,5.98,802,94.02,565,70.45,43,5.36,194,24.19,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41415,Rainbach im Innkreis,1206,608,50.41,38,6.25,570,93.75,423,74.21,53,9.3,94,16.49,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41416,Riedau,1566,671,42.85,52,7.75,619,92.25,466,75.28,38,6.14,115,18.58,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41417,St.Aegidi,1302,746,57.3,51,6.84,695,93.16,528,75.97,63,9.06,104,14.96,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41418,St.Florian am Inn,2405,1115,46.36,68,6.1,1047,93.9,774,73.93,72,6.88,201,19.2,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41419,St.Marienkirchen bei Schärding,1439,594,41.28,48,8.08,546,91.92,391,71.61,39,7.14,116,21.25,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41420,St.Roman,1428,590,41.32,46,7.8,544,92.2,364,66.91,62,11.4,118,21.69,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41421,St.Willibald,929,449,48.33,35,7.8,414,92.2,294,71.01,37,8.94,83,20.05,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41422,Schärding,3905,1848,47.32,98,5.3,1750,94.7,1330,76,78,4.46,342,19.54,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41423,Schardenberg,1718,792,46.1,63,7.95,729,92.05,489,67.08,96,13.17,144,19.75,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41424,Sigharting,630,362,57.46,46,12.71,316,87.29,209,66.14,27,8.54,80,25.32,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41425,Suben,941,451,47.93,30,6.65,421,93.35,331,78.62,23,5.46,67,15.91,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41426,Taufkirchen an der Pram,2316,1084,46.8,76,7.01,1008,92.99,790,78.37,48,4.76,170,16.87,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41427,Vichtenstein,477,237,49.69,17,7.17,220,92.83,171,77.73,6,2.73,43,19.55,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41428,Waldkirchen am Wesen,1047,611,58.36,45,7.36,566,92.64,425,75.09,41,7.24,100,17.67,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41429,Wernstein am Inn,1203,627,52.12,45,7.18,582,92.82,460,79.04,30,5.15,92,15.81,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41430,Zell an der Pram,1567,773,49.33,83,10.74,690,89.26,511,74.06,60,8.7,119,17.25,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41499,Wahlkarten Schärding,0,1789,0,109,6.09,1680,93.91,1348,80.24,100,5.95,232,13.81,0,0,0,0,0,0,0,0,0,0,4/30/10,4/30/10
41500,Steyr-Land,47358,29104,61.46,2308,7.93,26796,92.07,21076,78.65,1952,7.28,3768,14.06,0,0,0,0,0,0,0,0,0,0,4/25/10,4/30/10
41501,Adlwang,1302,732,56.22,79,10.79,653,89.21,462,70.75,60,9.19,131,20.06,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41502,Aschach an der Steyr,1792,1075,59.99,102,9.49,973,90.51,781,80.27,80,8.22,112,11.51,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41503,Bad Hall,3797,1852,48.78,170,9.18,1682,90.82,1300,77.29,118,7.02,264,15.7,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41504,Dietach,2226,1221,54.85,106,8.68,1115,91.32,896,80.36,65,5.83,154,13.81,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41505,Gaflenz,1488,828,55.65,66,7.97,762,92.03,591,77.56,89,11.68,82,10.76,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41506,Garsten,5238,3101,59.2,254,8.19,2847,91.81,2244,78.82,205,7.2,398,13.98,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41507,Großraming,2258,1345,59.57,102,7.58,1243,92.42,1021,82.14,85,6.84,137,11.02,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41508,Laussa,1044,586,56.13,42,7.17,544,92.83,402,73.9,55,10.11,87,15.99,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41509,Losenstein,1351,714,52.85,47,6.58,667,93.42,499,74.81,50,7.5,118,17.69,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41510,Maria Neustift,1357,746,54.97,98,13.14,648,86.86,472,72.84,87,13.43,89,13.73,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41511,Pfarrkirchen bei Bad Hall,1700,914,53.76,89,9.74,825,90.26,669,81.09,52,6.3,104,12.61,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41512,Reichraming,1491,943,63.25,47,4.98,896,95.02,764,85.27,30,3.35,102,11.38,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41513,Rohr im Kremstal,978,521,53.27,31,5.95,490,94.05,390,79.59,42,8.57,58,11.84,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41514,St.Ulrich bei Steyr,2492,1451,58.23,128,8.82,1323,91.18,1043,78.84,97,7.33,183,13.83,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41515,Schiedlberg,1003,568,56.63,76,13.38,492,86.62,367,74.59,54,10.98,71,14.43,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41516,Sierning,7318,4168,56.96,302,7.25,3866,92.75,3108,80.39,180,4.66,578,14.95,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41517,Ternberg,2728,1517,55.61,114,7.51,1403,92.49,1093,77.9,108,7.7,202,14.4,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41518,Waldneukirchen,1746,994,56.93,73,7.34,921,92.66,700,76,115,12.49,106,11.51,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41521,Wolfern,2452,1383,56.4,117,8.46,1266,91.54,969,76.54,99,7.82,198,15.64,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41522,Weyer,3597,2073,57.63,124,5.98,1949,94.02,1480,75.94,126,6.46,343,17.6,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41599,Wahlkarten Steyr-Land,0,2372,0,141,5.94,2231,94.06,1825,81.8,155,6.95,251,11.25,0,0,0,0,0,0,0,0,0,0,4/30/10,4/30/10
41600,Urfahr-Umgebung,65356,41825,64,3062,7.32,38763,92.68,32105,82.82,2289,5.91,4369,11.27,0,0,0,0,0,0,0,0,0,0,4/25/10,4/30/10
41601,Alberndorf in der Riedmark,3037,1746,57.49,147,8.42,1599,91.58,1254,78.42,114,7.13,231,14.45,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41602,Altenberg bei Linz,3487,2147,61.57,210,9.78,1937,90.22,1585,81.83,136,7.02,216,11.15,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41603,Bad Leonfelden,3227,1967,60.95,167,8.49,1800,91.51,1341,74.5,236,13.11,223,12.39,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41604,Eidenberg,1593,942,59.13,73,7.75,869,92.25,738,84.93,58,6.67,73,8.4,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41605,Engerwitzdorf,6700,3789,56.55,289,7.63,3500,92.37,2857,81.63,186,5.31,457,13.06,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41606,Feldkirchen an der Donau,4244,2634,62.06,191,7.25,2443,92.75,1975,80.84,127,5.2,341,13.96,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41607,Gallneukirchen,4895,2991,61.1,157,5.25,2834,94.75,2461,86.84,104,3.67,269,9.49,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41608,Goldwörth,758,439,57.92,45,10.25,394,89.75,325,82.49,24,6.09,45,11.42,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41609,Gramastetten,3785,2208,58.34,207,9.38,2001,90.63,1669,83.41,98,4.9,234,11.69,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41610,Haibach im Mühlkreis,672,430,63.99,32,7.44,398,92.56,338,84.92,19,4.77,41,10.3,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41611,Hellmonsödt,1745,959,54.96,53,5.53,906,94.47,727,80.24,66,7.28,113,12.47,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41612,Herzogsdorf,1978,1086,54.9,100,9.21,986,90.79,814,82.56,55,5.58,117,11.87,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41613,Kirchschlag bei Linz,1599,890,55.66,59,6.63,831,93.37,696,83.75,44,5.29,91,10.95,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41614,Lichtenberg,2124,1308,61.58,97,7.42,1211,92.58,998,82.41,84,6.94,129,10.65,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41615,Oberneukirchen,2556,1430,55.95,122,8.53,1308,91.47,1087,83.1,62,4.74,159,12.16,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41616,Ottenschlag im Mühlkreis,414,255,61.59,27,10.59,228,89.41,193,84.65,10,4.39,25,10.96,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41617,Ottensheim,3593,2218,61.73,146,6.58,2072,93.42,1771,85.47,103,4.97,198,9.56,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41618,Puchenau,3741,2088,55.81,147,7.04,1941,92.96,1642,84.6,96,4.95,203,10.46,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41619,Reichenau im Mühlkreis,984,595,60.47,52,8.74,543,91.26,425,78.27,51,9.39,67,12.34,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41620,Reichenthal,1147,627,54.66,48,7.66,579,92.34,480,82.9,50,8.64,49,8.46,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41621,St.Gotthard im Mühlkreis,1043,630,60.4,42,6.67,588,93.33,500,85.03,20,3.4,68,11.56,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41622,Schenkenfelden,1259,743,59.02,32,4.31,711,95.69,581,81.72,43,6.05,87,12.24,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41623,Sonnberg im Mühlkreis,670,392,58.51,34,8.67,358,91.33,298,83.24,25,6.98,35,9.78,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41624,Steyregg,3899,2301,59.02,130,5.65,2171,94.35,1812,83.46,89,4.1,270,12.44,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41625,Vorderweißenbach,1633,1026,62.94,78,7.6,948,92.4,745,78.59,106,11.18,97,10.23,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41626,Walding,3180,1879,59.09,134,7.13,1745,92.87,1484,85.04,86,4.93,175,10.03,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41627,Zwettl an der Rodl,1393,901,64.68,80,8.88,821,91.12,684,83.31,66,8.04,71,8.65,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41699,Wahlkarten Urfahr-Umgebung,0,3204,0,163,5.09,3041,94.91,2625,86.32,131,4.31,285,9.37,0,0,0,0,0,0,0,0,0,0,4/30/10,4/30/10
41700,Vöcklabruck,100717,56747,56.34,4714,8.31,52033,91.69,40128,77.12,3306,6.35,8599,16.53,0,0,0,0,0,0,0,0,0,0,4/25/10,4/30/10
41701,Ampflwang im Hausruckwald,2769,1666,60.17,117,7.02,1549,92.98,1221,78.83,56,3.62,272,17.56,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41702,Attersee,1273,608,47.76,49,8.06,559,91.94,465,83.18,28,5.01,66,11.81,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41703,Attnang-Puchheim,6327,3065,48.44,177,5.77,2888,94.23,2267,78.5,152,5.26,469,16.24,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41704,Atzbach,912,506,55.48,58,11.46,448,88.54,315,70.31,41,9.15,92,20.54,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41705,Aurach am Hongar,1258,721,57.31,78,10.82,643,89.18,507,78.85,28,4.35,108,16.8,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41706,Berg im Attergau,783,409,52.23,73,17.85,336,82.15,260,77.38,18,5.36,58,17.26,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41707,Desselbrunn,1313,766,58.34,100,13.05,666,86.95,510,76.58,57,8.56,99,14.86,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41708,Fornach,724,396,54.7,67,16.92,329,83.08,206,62.61,33,10.03,90,27.36,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41709,Frankenburg am Hausruck,3972,2294,57.75,202,8.81,2092,91.19,1526,72.94,123,5.88,443,21.18,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41710,Frankenmarkt,2706,1417,52.37,104,7.34,1313,92.66,951,72.43,99,7.54,263,20.03,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41711,Gampern,2072,1038,50.1,89,8.57,949,91.43,738,77.77,59,6.22,152,16.02,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41712,Innerschwand,846,444,52.48,51,11.49,393,88.51,332,84.48,22,5.6,39,9.92,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41713,Lenzing,3978,2077,52.21,138,6.64,1939,93.36,1480,76.33,69,3.56,390,20.11,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41714,Manning,661,392,59.3,29,7.4,363,92.6,284,78.24,41,11.29,38,10.47,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41715,Mondsee,2370,998,42.11,86,8.62,912,91.38,708,77.63,64,7.02,140,15.35,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41716,Neukirchen an der Vöckla,1991,1137,57.11,115,10.11,1022,89.89,724,70.84,88,8.61,210,20.55,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41717,Niederthalheim,814,444,54.55,48,10.81,396,89.19,288,72.73,48,12.12,60,15.15,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41718,Nußdorf am Attersee,880,447,50.8,45,10.07,402,89.93,291,72.39,26,6.47,85,21.14,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41719,Oberhofen am Irrsee,1126,638,56.66,49,7.68,589,92.32,485,82.34,33,5.6,71,12.05,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41720,Oberndorf bei Schwanenstadt,1124,617,54.89,43,6.97,574,93.03,437,76.13,23,4.01,114,19.86,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41721,Oberwang,1242,575,46.3,71,12.35,504,87.65,388,76.98,40,7.94,76,15.08,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41722,Ottnang am Hausruck,3051,1567,51.36,115,7.34,1452,92.66,1105,76.1,96,6.61,251,17.29,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41723,Pfaffing,1117,553,49.51,56,10.13,497,89.87,380,76.46,38,7.65,79,15.9,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41724,Pilsbach,515,340,66.02,45,13.24,295,86.76,246,83.39,18,6.1,31,10.51,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41725,Pitzenberg,402,227,56.47,11,4.85,216,95.15,160,74.07,13,6.02,43,19.91,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41726,Pöndorf,1833,863,47.08,74,8.57,789,91.43,595,75.41,39,4.94,155,19.65,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41727,Puchkirchen am Trattberg,776,446,57.47,37,8.3,409,91.7,321,78.48,35,8.56,53,12.96,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41728,Pühret,482,321,66.6,37,11.53,284,88.47,210,73.94,26,9.15,48,16.9,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41729,Redleiten,385,214,55.58,29,13.55,185,86.45,133,71.89,16,8.65,36,19.46,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41730,Redlham,1147,624,54.4,55,8.81,569,91.19,466,81.9,36,6.33,67,11.78,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41731,Regau,4746,2520,53.1,190,7.54,2330,92.46,1778,76.31,146,6.27,406,17.42,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41732,Rüstorf,1610,834,51.8,57,6.83,777,93.17,573,73.75,69,8.88,135,17.37,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41733,Rutzenham,208,150,72.12,14,9.33,136,90.67,97,71.32,7,5.15,32,23.53,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41734,St.Georgen im Attergau,3002,1389,46.27,106,7.63,1283,92.37,884,68.9,127,9.9,272,21.2,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41735,St.Lorenz,1666,805,48.32,65,8.07,740,91.93,636,85.95,32,4.32,72,9.73,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41736,Schlatt,1033,592,57.31,78,13.18,514,86.82,377,73.35,44,8.56,93,18.09,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41737,Schörfling am Attersee,2643,1282,48.51,114,8.89,1168,91.11,918,78.6,47,4.02,203,17.38,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41738,Schwanenstadt,3033,1598,52.69,122,7.63,1476,92.37,1132,76.69,76,5.15,268,18.16,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41739,Seewalchen am Attersee,4209,2093,49.73,159,7.6,1934,92.4,1428,73.84,128,6.62,378,19.54,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41740,Steinbach am Attersee,669,351,52.47,39,11.11,312,88.89,235,75.32,21,6.73,56,17.95,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41741,Straß im Attergau,1100,594,54,58,9.76,536,90.24,388,72.39,43,8.02,105,19.59,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41742,Tiefgraben,2711,1150,42.42,106,9.22,1044,90.78,850,81.42,67,6.42,127,12.16,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41743,Timelkam,4537,2498,55.06,195,7.81,2303,92.19,1829,79.42,103,4.47,371,16.11,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41744,Ungenach,1124,679,60.41,56,8.25,623,91.75,474,76.08,51,8.19,98,15.73,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41745,Unterach am Attersee,1106,528,47.74,48,9.09,480,90.91,377,78.54,33,6.88,70,14.58,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41746,Vöcklabruck,9177,4724,51.48,342,7.24,4382,92.76,3392,77.41,270,6.16,720,16.43,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41747,Vöcklamarkt,3650,1801,49.34,197,10.94,1604,89.06,1233,76.87,113,7.04,258,16.08,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41748,Weißenkirchen im Attergau,753,392,52.06,50,12.76,342,87.24,246,71.93,48,14.04,48,14.04,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41749,Weyregg am Attersee,1241,631,50.85,53,8.4,578,91.6,437,75.61,47,8.13,94,16.26,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41750,Wolfsegg am Hausruck,1587,902,56.84,77,8.54,825,91.46,659,79.88,39,4.73,127,15.39,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41751,Zell am Moos,1139,607,53.29,46,7.58,561,92.42,470,83.78,46,8.2,45,8.02,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41752,Zell am Pettenfirst,924,508,54.98,40,7.87,468,92.13,372,79.49,40,8.55,56,11.97,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41799,Wahlkarten Vöcklabruck,0,4309,0,254,5.89,4055,94.11,3344,82.47,244,6.02,467,11.52,0,0,0,0,0,0,0,0,0,0,4/30/10,4/30/10
41800,Wels-Land,51841,30451,58.74,2329,7.65,28122,92.35,21810,77.55,1493,5.31,4819,17.14,0,0,0,0,0,0,0,0,0,0,4/25/10,4/30/10
41801,Aichkirchen,410,269,65.61,54,20.07,215,79.93,142,66.05,28,13.02,45,20.93,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41802,Bachmanning,473,266,56.24,29,10.9,237,89.1,167,70.46,24,10.13,46,19.41,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41803,Bad Wimsbach-Neydharting,1906,1083,56.82,80,7.39,1003,92.61,795,79.26,78,7.78,130,12.96,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41804,Buchkirchen,3071,1691,55.06,129,7.63,1562,92.37,1215,77.78,93,5.95,254,16.26,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41805,Eberstalzell,1799,908,50.47,85,9.36,823,90.64,592,71.93,72,8.75,159,19.32,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41806,Edt bei Lambach,1631,932,57.14,66,7.08,866,92.92,655,75.64,43,4.97,168,19.4,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41807,Fischlham,1067,591,55.39,49,8.29,542,91.71,449,82.84,28,5.17,65,11.99,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41808,Gunskirchen,4399,2346,53.33,175,7.46,2171,92.54,1707,78.63,108,4.97,356,16.4,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41809,Holzhausen,604,350,57.95,22,6.29,328,93.71,256,78.05,18,5.49,54,16.46,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41810,Krenglbach,2385,1381,57.9,90,6.52,1291,93.48,1028,79.63,63,4.88,200,15.49,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41811,Lambach,2444,1271,52,74,5.82,1197,94.18,912,76.19,74,6.18,211,17.63,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41812,Marchtrenk,9054,4907,54.2,322,6.56,4585,93.44,3573,77.93,162,3.53,850,18.54,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41813,Neukirchen bei Lambach,719,405,56.33,48,11.85,357,88.15,274,76.75,29,8.12,54,15.13,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41814,Offenhausen,1256,663,52.79,55,8.3,608,91.7,432,71.05,33,5.43,143,23.52,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41815,Pennewang,711,443,62.31,48,10.84,395,89.16,309,78.23,22,5.57,64,16.2,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41816,Pichl bei Wels,2109,1223,57.99,117,9.57,1106,90.43,856,77.4,83,7.5,167,15.1,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41817,Sattledt,1789,976,54.56,72,7.38,904,92.62,688,76.11,55,6.08,161,17.81,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41818,Schleißheim,932,542,58.15,53,9.78,489,90.22,369,75.46,23,4.7,97,19.84,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41819,Sipbachzell,1424,766,53.79,72,9.4,694,90.6,535,77.09,38,5.48,121,17.44,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41820,Stadl-Paura,3660,1752,47.87,118,6.74,1634,93.26,1244,76.13,68,4.16,322,19.71,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41821,Steinerkirchen an der Traun,1835,1017,55.42,76,7.47,941,92.53,749,79.6,61,6.48,131,13.92,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41822,Steinhaus,1512,859,56.81,85,9.9,774,90.1,522,67.44,34,4.39,218,28.17,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41823,Thalheim bei Wels,4244,2392,56.36,186,7.78,2206,92.22,1754,79.51,115,5.21,337,15.28,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41824,Weißkirchen an der Traun,2407,1392,57.83,108,7.76,1284,92.24,996,77.57,57,4.44,231,17.99,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41899,Wahlkarten Wels-Land,0,2026,0,116,5.73,1910,94.27,1591,83.3,84,4.4,235,12.3,0,0,0,0,0,0,0,0,0,0,4/29/10,4/30/10
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
