0,data_year,valueA,name_number,total1,total2,total3
0,2013,Indiana,name1179 - 1279,83,4418,0
0,2013,Indiana,name1180 - 1280,74,3347,13
0,2013,Indiana,name1181 - 1281,69,2384,3
0,2013,Indiana,name1182 - 1282,61,1964,74
0,2013,Indiana,name1183 - 1283,50,2178,26
0,2013,Indiana,name1184 - 1284,45,2800,22
0,2013,Indiana,name1185 - 1285,43,2930,2
0,2013,Indiana,name1186 - 1286,40,5074,0
0,2013,Indiana,name1187 - 1287,40,2119,4
0,2013,Indiana,name1188 - 1288,34,4024,0
0,2013,Indiana,name1189 - 1289,33,1246,0
0,2013,Indiana,name1190 - 1290,23,2482,0
0,2013,Indiana,name1191 - 1291,21,1159,0
0,2013,Indiana,name1192 - 1292,19,1491,0
0,2013,Indiana,name1193 - 1293,14,384,0
0,2013,Indiana,name1194 - 1294,13,751,5
0,2013,Iowa,name1195 - 1295,1142,63862,1869
0,2013,Iowa,name1196 - 1296,1125,49674,564
0,2013,Iowa,name1197 - 1297,893,46765,1245
0,2013,Iowa,name1198 - 1298,799,43647,672
0,2013,Iowa,name1199 - 1299,746,34579,1218
0,2013,Iowa,name1200 - 1300,744,37892,4
0,2013,Iowa,name1201 - 1301,733,32066,656
0,2013,Iowa,name1202 - 1302,655,32057,1027
0,2013,Iowa,name1203 - 1303,641,31295,762
0,2013,Iowa,name1204 - 1304,620,35545,946
0,2013,Iowa,name1205 - 1305,598,52832,78
0,2013,Iowa,name1206 - 1306,538,21174,1032
0,2013,Iowa,name1207 - 1307,507,43651,123
0,2013,Iowa,name1208 - 1308,467,24886,548
0,2013,Iowa,name1209 - 1309,390,11919,591
0,2013,Iowa,name1210 - 1310,357,10740,1009
0,2013,Iowa,name1211 - 1311,298,23143,74
0,2013,Iowa,name1212 - 1312,277,19631,27
0,2013,Iowa,name1213 - 1313,254,9759,259
0,2013,Iowa,name1214 - 1314,247,21553,28
0,2013,Iowa,name1215 - 1315,234,17767,9
0,2013,Iowa,name1216 - 1316,227,9804,0
0,2013,Iowa,name1217 - 1317,219,14663,1
0,2013,Iowa,name1218 - 1318,209,7652,25
0,2013,Iowa,name1219 - 1319,202,16311,105
0,2013,Iowa,name1220 - 1320,197,10216,45
0,2013,Iowa,name1221 - 1321,195,17336,15
0,2013,Iowa,name1222 - 1322,184,19306,7
0,2013,Iowa,name1223 - 1323,179,8048,39
0,2013,Iowa,name1224 - 1324,177,10475,25
0,2013,Iowa,name1225 - 1325,177,8350,145
0,2013,Iowa,name1226 - 1326,175,10800,200
0,2013,Iowa,name1227 - 1327,153,6974,55
0,2013,Iowa,name1228 - 1328,152,12368,14
0,2013,Iowa,name1229 - 1329,149,15816,8
0,2013,Iowa,name1230 - 1330,147,11416,59
0,2013,Iowa,name1231 - 1331,146,8109,29
0,2013,Iowa,name1232 - 1332,144,4638,57
0,2013,Iowa,name1233 - 1333,141,5976,188
0,2013,Iowa,name1234 - 1334,133,5957,212
0,2013,Iowa,name1235 - 1335,132,10494,43
0,2013,Iowa,name1236 - 1336,125,5062,70
0,2013,Iowa,name1237 - 1337,124,10318,3
0,2013,Iowa,name1238 - 1338,119,7087,0
0,2013,Iowa,name1239 - 1339,118,5068,44
0,2013,Iowa,name1240 - 1340,108,5511,10
0,2013,Iowa,name1241 - 1341,107,3447,298
0,2013,Iowa,name1242 - 1342,106,5586,23
0,2013,Iowa,name1243 - 1343,106,7403,8
0,2013,Iowa,name1244 - 1344,105,3965,28
0,2013,Iowa,name1245 - 1345,103,5276,24
0,2013,Iowa,name1246 - 1346,100,5692,1
0,2013,Iowa,name1247 - 1347,100,3611,415
0,2013,Iowa,name1248 - 1348,99,4369,55
0,2013,Iowa,name1249 - 1349,96,4744,0
0,2013,Iowa,name1250 - 1350,90,3420,79
0,2013,Iowa,name1251 - 1351,87,2049,76
0,2013,Iowa,name1252 - 1352,85,3387,15
0,2013,Iowa,name1253 - 1353,81,2302,9
0,2013,Iowa,name1254 - 1354,80,2330,134
0,2013,Iowa,name1255 - 1355,79,2165,17
0,2013,Iowa,name1256 - 1356,77,4156,20
0,2013,Iowa,name1257 - 1357,76,4610,58
0,2013,Iowa,name1258 - 1358,75,4768,7
0,2013,Iowa,name1259 - 1359,72,2787,104
0,2013,Iowa,name1260 - 1360,71,3294,78
0,2013,Iowa,name1261 - 1361,70,3453,32
0,2013,Iowa,name1262 - 1362,68,2404,95
0,2013,Iowa,name1263 - 1363,66,2917,106
0,2013,Iowa,name1264 - 1364,65,3959,233
0,2013,Iowa,name1265 - 1365,65,3171,94
0,2013,Iowa,name1266 - 1366,64,2549,25
0,2013,Iowa,name1267 - 1367,61,3135,54
0,2013,Iowa,name1268 - 1368,58,2850,42
0,2013,Iowa,name1269 - 1369,57,3884,19
0,2013,Iowa,name1270 - 1370,52,4653,3
0,2013,Iowa,name1271 - 1371,45,1151,10
0,2013,Iowa,name1272 - 1372,45,1783,32
0,2013,Iowa,name1273 - 1373,45,2479,9
0,2013,Iowa,name1274 - 1374,45,3005,3
0,2013,Iowa,name1275 - 1375,34,1966,65
0,2013,Iowa,name1276 - 1376,34,573,19
0,2013,Iowa,name1277 - 1377,30,1452,19
0,2013,Iowa,name1278 - 1378,25,2279,0
0,2013,Iowa,name1279 - 1379,19,1093,18
0,2013,Kansas,name1280 - 1380,1703,70322,2465
0,2013,Kansas,name1281 - 1381,1267,102513,115
0,2013,Kansas,name1282 - 1382,958,66676,79
0,2013,Kansas,name1283 - 1383,839,41746,2502
0,2013,Kansas,name1284 - 1384,659,37622,737
0,2013,Kansas,name1285 - 1385,496,52515,170
0,2013,Kansas,name1286 - 1386,447,27338,5
0,2013,Kansas,name1287 - 1387,443,16006,1178
0,2013,Kansas,name1288 - 1388,384,24645,22
0,2013,Kansas,name1289 - 1389,356,27448,32
0,2013,Kansas,name1290 - 1390,299,25246,0
0,2013,Kansas,name1291 - 1391,254,18230,17
0,2013,Kansas,name1292 - 1392,253,19796,19
0,2013,Kansas,name1293 - 1393,250,17622,17
0,2013,Kansas,name1294 - 1394,237,18691,0
0,2013,Kansas,name1295 - 1395,234,10477,3
0,2013,Kansas,name1296 - 1396,223,23610,1
0,2013,Kansas,name1297 - 1397,208,10570,8
0,2013,Kansas,name1298 - 1398,205,7399,290
0,2013,Kansas,name1299 - 1399,203,8831,142
0,2013,Kansas,name1300 - 1400,193,9931,0
0,2013,Kansas,name1301 - 1401,178,8962,0
0,2013,Kansas,name1302 - 1402,176,14353,28
0,2013,Kansas,name1303 - 1403,174,15336,4
0,2013,Kansas,name1304 - 1404,172,7621,57
0,2013,Kansas,name1305 - 1405,171,9851,8
0,2013,Kansas,name1306 - 1406,161,13793,5
0,2013,Kansas,name1307 - 1407,161,11080,40
0,2013,Kansas,name1308 - 1408,139,13571,0
0,2013,Kansas,name1309 - 1409,139,4272,131
0,2013,Kansas,name1310 - 1410,129,6509,8
0,2013,Kansas,name1311 - 1411,126,2779,16
0,2013,Kansas,name1312 - 1412,120,9099,165
0,2013,Kansas,name1313 - 1413,116,7335,0
0,2013,Kansas,name1314 - 1414,108,10372,3
0,2013,Kansas,name1315 - 1415,102,8026,43
0,2013,Kansas,name1316 - 1416,101,8631,19
0,2013,Kansas,name1317 - 1417,92,4202,35
0,2013,Kansas,name1318 - 1418,91,6433,8
0,2013,Kansas,name1319 - 1419,88,8117,1
0,2013,Kansas,name1320 - 1420,88,3357,5
0,2013,Kansas,name1321 - 1421,86,7693,0
0,2013,Kansas,name1322 - 1422,82,4623,15
0,2013,Kansas,name1323 - 1423,78,4390,0
0,2013,Kansas,name1324 - 1424,77,5650,3
0,2013,Kansas,name1325 - 1425,75,4934,15
0,2013,Kansas,name1326 - 1426,70,6030,0
0,2013,Kansas,name1327 - 1427,70,4513,8
0,2013,Kansas,name1328 - 1428,69,3407,0
0,2013,Kansas,name1329 - 1429,53,4603,5
0,2013,Kansas,name1330 - 1430,53,3929,22
0,2013,Kansas,name1331 - 1431,52,1789,0
0,2013,Kansas,name1332 - 1432,48,3181,0
0,2013,Kansas,name1333 - 1433,48,1362,0
0,2013,Kansas,name1334 - 1434,47,2017,0
0,2013,Kansas,name1335 - 1435,46,2991,0
0,2013,Kansas,name1336 - 1436,43,1469,2
0,2013,Kansas,name1337 - 1437,41,1355,0
0,2013,Kansas,name1338 - 1438,39,1299,7
0,2013,Kansas,name1339 - 1439,38,1115,0
0,2013,Kansas,name1340 - 1440,36,1476,9
0,2013,Kansas,name1341 - 1441,35,2242,0
0,2013,Kansas,name1342 - 1442,30,1318,0
0,2013,Kansas,name1343 - 1443,28,1036,0
0,2013,Kansas,name1344 - 1444,25,686,0
0,2013,Kansas,name1345 - 1445,17,801,0
0,2013,Kentucky,name1346 - 1446,4238,207600,7550
0,2013,Kentucky,name1347 - 1447,2350,131245,6022
0,2013,Kentucky,name1348 - 1448,1456,91787,3874
0,2013,Kentucky,name1349 - 1449,1109,35208,3658
0,2013,Kentucky,name1350 - 1450,839,44324,2674
0,2013,Kentucky,name1351 - 1451,821,38898,526
0,2013,Kentucky,name1352 - 1452,791,30302,1404
0,2013,Kentucky,name1353 - 1453,615,42378,104
0,2013,Kentucky,name1354 - 1454,611,39989,2155
0,2013,Kentucky,name1355 - 1455,522,28758,816
0,2013,Kentucky,name1356 - 1456,449,29626,541
0,2013,Kentucky,name1357 - 1457,446,17463,938
0,2013,Kentucky,name1358 - 1458,414,34384,805
0,2013,Kentucky,name1359 - 1459,396,27984,1358
0,2013,Kentucky,name1360 - 1460,290,12107,351
0,2013,Kentucky,name1361 - 1461,288,15729,580
0,2013,Kentucky,name1362 - 1462,266,19432,292
0,2013,Kentucky,name1363 - 1463,238,13321,10
0,2013,Kentucky,name1364 - 1464,228,10505,167
0,2013,Kentucky,name1365 - 1465,207,11218,18
0,2013,Kentucky,name1366 - 1466,159,6854,0
0,2013,Kentucky,name1367 - 1467,133,4270,32
0,2013,Kentucky,name1368 - 1468,119,4012,129
0,2013,Kentucky,name1369 - 1469,51,1694,25
0,2013,Louisiana,name1370 - 1470,1141,54935,3851
0,2013,Louisiana,name1371 - 1471,820,39005,7230
0,2013,Louisiana,name1372 - 1472,756,58900,477
0,2013,Louisiana,name1373 - 1473,580,26613,1267
0,2013,Louisiana,name1374 - 1474,542,26839,154
0,2013,Louisiana,name1375 - 1475,516,28377,285
0,2013,Louisiana,name1376 - 1476,414,27972,206
0,2013,Louisiana,name1377 - 1477,406,27393,49
0,2013,Louisiana,name1378 - 1478,398,13321,1627
0,2013,Louisiana,name1379 - 1479,394,23977,560
0,2013,Louisiana,name1380 - 1480,363,29223,8
0,2013,Louisiana,name1381 - 1481,357,28209,107
0,2013,Louisiana,name1382 - 1482,347,27897,111
0,2013,Louisiana,name1383 - 1483,335,15749,1549
0,2013,Louisiana,name1384 - 1484,328,20267,76
0,2013,Louisiana,name1385 - 1485,315,31339,6
0,2013,Louisiana,name1386 - 1486,299,26415,37
0,2013,Louisiana,name1387 - 1487,290,11143,1269
0,2013,Louisiana,name1388 - 1488,281,17272,182
0,2013,Louisiana,name1389 - 1489,275,19293,0
0,2013,Louisiana,name1390 - 1490,272,26531,67
0,2013,Louisiana,name1391 - 1491,260,25759,220
0,2013,Louisiana,name1392 - 1492,252,15238,144
0,2013,Louisiana,name1393 - 1493,249,30597,29
0,2013,Louisiana,name1394 - 1494,247,10870,410
0,2013,Louisiana,name1395 - 1495,244,24368,44
0,2013,Louisiana,name1396 - 1496,242,7649,652
0,2013,Louisiana,name1397 - 1497,234,20120,25
0,2013,Louisiana,name1398 - 1498,234,12408,136
0,2013,Louisiana,name1399 - 1499,233,17020,9
0,2013,Louisiana,name1400 - 1500,230,14400,117
0,2013,Louisiana,name1401 - 1501,225,14923,9
0,2013,Louisiana,name1402 - 1502,225,13167,27
0,2013,Louisiana,name1403 - 1503,224,23708,160
0,2013,Louisiana,name1404 - 1504,219,9689,67
0,2013,Louisiana,name1405 - 1505,214,22190,36
0,2013,Louisiana,name1406 - 1506,211,20926,9
0,2013,Louisiana,name1407 - 1507,210,11780,96
0,2013,Louisiana,name1408 - 1508,207,14611,113
0,2013,Louisiana,name1409 - 1509,206,16018,23
0,2013,Louisiana,name1410 - 1510,203,20089,0
0,2013,Louisiana,name1411 - 1511,202,15153,96
0,2013,Louisiana,name1412 - 1512,201,12990,34
0,2013,Louisiana,name1413 - 1513,196,15091,92
0,2013,Louisiana,name1414 - 1514,191,16609,5
0,2013,Louisiana,name1415 - 1515,180,12350,302
0,2013,Louisiana,name1416 - 1516,180,15459,18
0,2013,Louisiana,name1417 - 1517,180,13777,36
0,2013,Louisiana,name1418 - 1518,180,16383,0
0,2013,Louisiana,name1419 - 1519,175,6542,443
0,2013,Louisiana,name1420 - 1520,174,20795,70
0,2013,Louisiana,name1421 - 1521,172,14357,5
0,2013,Louisiana,name1422 - 1522,169,16530,96
0,2013,Louisiana,name1423 - 1523,166,13031,73
0,2013,Louisiana,name1424 - 1524,165,14885,50
0,2013,Louisiana,name1425 - 1525,165,9499,451
0,2013,Louisiana,name1426 - 1526,164,14946,0
0,2013,Louisiana,name1427 - 1527,161,9137,146
0,2013,Louisiana,name1428 - 1528,155,14947,19
0,2013,Louisiana,name1429 - 1529,154,14917,40
0,2013,Louisiana,name1430 - 1530,154,17413,58
0,2013,Louisiana,name1431 - 1531,153,12617,20
0,2013,Louisiana,name1432 - 1532,152,10622,64
0,2013,Louisiana,name1433 - 1533,150,12272,115
0,2013,Louisiana,name1434 - 1534,149,15324,20
0,2013,Louisiana,name1435 - 1535,141,8577,48
0,2013,Louisiana,name1436 - 1536,140,14613,1
0,2013,Louisiana,name1437 - 1537,140,12209,114
0,2013,Louisiana,name1438 - 1538,139,14872,0
0,2013,Louisiana,name1439 - 1539,138,11250,65
0,2013,Louisiana,name1440 - 1540,138,10776,44
0,2013,Louisiana,name1441 - 1541,136,10685,33
0,2013,Louisiana,name1442 - 1542,136,11844,6
0,2013,Louisiana,name1443 - 1543,134,10732,46
0,2013,Louisiana,name1444 - 1544,131,16636,2
0,2013,Louisiana,name1445 - 1545,130,3977,10
0,2013,Louisiana,name1446 - 1546,128,10341,7
0,2013,Louisiana,name1447 - 1547,127,7146,49
0,2013,Louisiana,name1448 - 1548,126,11577,36
0,2013,Louisiana,name1449 - 1549,125,14507,6
0,2013,Louisiana,name1450 - 1550,123,10604,21
0,2013,Louisiana,name1451 - 1551,120,14137,0
0,2013,Louisiana,name1452 - 1552,119,7699,57
0,2013,Louisiana,name1453 - 1553,117,10866,3
0,2013,Louisiana,name1454 - 1554,116,9449,72
0,2013,Louisiana,name1455 - 1555,110,6407,23
0,2013,Louisiana,name1456 - 1556,106,6717,128
0,2013,Louisiana,name1457 - 1557,96,9531,0
0,2013,Louisiana,name1458 - 1558,93,4882,129
0,2013,Louisiana,name1459 - 1559,93,10034,43
0,2013,Louisiana,name1460 - 1560,89,7318,35
0,2013,Louisiana,name1461 - 1561,87,9721,41
0,2013,Louisiana,name1462 - 1562,84,6231,0
0,2013,Louisiana,name1463 - 1563,83,5615,19
0,2013,Louisiana,name1464 - 1564,79,5658,11
0,2013,Louisiana,name1465 - 1565,74,8331,2
0,2013,Louisiana,name1466 - 1566,71,6909,33
0,2013,Louisiana,name1467 - 1567,67,5304,20
0,2013,Louisiana,name1468 - 1568,67,5562,1
0,2013,Louisiana,name1469 - 1569,66,2602,32
0,2013,Louisiana,name1470 - 1570,65,8097,0
0,2013,Louisiana,name1471 - 1571,65,5750,0
0,2013,Louisiana,name1472 - 1572,65,4776,55
0,2013,Louisiana,name1473 - 1573,64,5006,0
0,2013,Louisiana,name1474 - 1574,63,4843,0
0,2013,Louisiana,name1475 - 1575,63,7456,9
0,2013,Louisiana,name1476 - 1576,62,3414,7
0,2013,Louisiana,name1477 - 1577,59,7436,0
0,2013,Louisiana,name1478 - 1578,56,5657,0
0,2013,Louisiana,name1479 - 1579,55,3966,0
0,2013,Louisiana,name1480 - 1580,51,4255,0
0,2013,Louisiana,name1481 - 1581,50,4208,0
0,2013,Louisiana,name1482 - 1582,50,6884,38
0,2013,Louisiana,name1483 - 1583,46,3181,20
0,2013,Louisiana,name1484 - 1584,44,4018,0
0,2013,Louisiana,name1485 - 1585,43,4843,0
0,2013,Louisiana,name1486 - 1586,42,3398,0
0,2013,Louisiana,name1487 - 1587,38,4774,0
0,2013,Louisiana,name1488 - 1588,37,4926,0
0,2013,Louisiana,name1489 - 1589,37,2731,0
0,2013,Louisiana,name1490 - 1590,36,3956,0
0,2013,Louisiana,name1491 - 1591,33,3201,0
0,2013,Louisiana,name1492 - 1592,29,2971,0
0,2013,Louisiana,name1493 - 1593,27,1817,0
0,2013,Louisiana,name1494 - 1594,27,1898,0
0,2013,Louisiana,name1495 - 1595,27,1329,0
0,2013,Louisiana,name1496 - 1596,26,1283,3
0,2013,Louisiana,name1497 - 1597,25,3140,0
0,2013,Louisiana,name1498 - 1598,25,1468,0
0,2013,Louisiana,name1499 - 1599,20,1488,0
0,2013,Louisiana,name1500 - 1600,19,1647,0
0,2013,Louisiana,name1501 - 1601,18,836,15
0,2013,Louisiana,name1502 - 1602,16,2267,0
0,2013,Louisiana,name1503 - 1603,15,1725,0
0,2013,Louisiana,name1504 - 1604,15,2441,0
0,2013,Louisiana,name1505 - 1605,14,1240,0
0,2013,Louisiana,name1506 - 1606,13,1585,0
0,2013,Louisiana,name1507 - 1607,11,1294,0
0,2013,Maine,name1508 - 1608,1157,43241,3025
0,2013,Maine,name1509 - 1609,1108,53941,3554
0,2013,Maine,name1510 - 1610,698,38543,531
0,2013,Maine,name1511 - 1611,410,40039,96
0,2013,Maine,name1512 - 1612,400,32573,53
0,2013,Maine,name1513 - 1613,352,18012,48
0,2013,Maine,name1514 - 1614,332,16708,261
0,2013,Maine,name1515 - 1615,318,13494,115
0,2013,Maine,name1516 - 1616,289,14334,71
0,2013,Maine,name1517 - 1617,240,19336,4
0,2013,Maine,name1518 - 1618,217,15643,17
0,2013,Maine,name1519 - 1619,200,7197,0
0,2013,Maine,name1520 - 1620,192,12400,170
0,2013,Maine,name1521 - 1621,181,8537,15
0,2013,Maine,name1522 - 1622,151,10495,42
0,2013,Maine,name1523 - 1623,151,5997,8
0,2013,Maine,name1524 - 1624,108,4570,0
0,2013,Maine,name1525 - 1625,92,3726,19
0,2013,Maine,name1526 - 1626,56,1838,0
0,2013,Maine,name1527 - 1627,54,1892,37
0,2013,Maryland,name1528 - 1628,4036,180393,8715
0,2013,Maryland,name1529 - 1629,2343,112843,2436
0,2013,Maryland,name1530 - 1630,2326,130123,4404
0,2013,Maryland,name1531 - 1631,1741,104652,2674
0,2013,Maryland,name1532 - 1632,991,81156,237
0,2013,Maryland,name1533 - 1633,902,24428,1168
0,2013,Maryland,name1534 - 1634,863,44007,854
0,2013,Maryland,name1535 - 1635,712,28498,595
0,2013,Maryland,name1536 - 1636,705,37951,230
0,2013,Maryland,name1537 - 1637,681,24157,1279
0,2013,Maryland,name1538 - 1638,640,48676,215
0,2013,Maryland,name1539 - 1639,616,24829,640
0,2013,Maryland,name1540 - 1640,549,51333,269
0,2013,Maryland,name1541 - 1641,476,28424,5
0,2013,Maryland,name1542 - 1642,408,28505,65
0,2013,Maryland,name1543 - 1643,334,10440,4
0,2013,Maryland,name1544 - 1644,298,12391,314
0,2013,Maryland,name1545 - 1645,249,11274,3
0,2013,Maryland,name1546 - 1646,240,11022,1168
0,2013,Maryland,name1547 - 1647,238,9759,9
0,2013,Maryland,name1548 - 1648,221,12245,41
0,2013,Maryland,name1549 - 1649,221,9296,28
0,2013,Maryland,name1550 - 1650,215,9778,152
0,2013,Maryland,name1551 - 1651,180,7700,114
0,2013,Maryland,name1552 - 1652,131,8651,20
0,2013,Maryland,name1553 - 1653,101,5543,0
0,2013,Maryland,name1554 - 1654,95,3189,0
0,2013,Massachusetts,name1555 - 1655,3408,175310,5506
0,2013,Massachusetts,name1556 - 1656,1402,130110,742
0,2013,Massachusetts,name1557 - 1657,1388,54697,2318
0,2013,Massachusetts,name1558 - 1658,1385,56668,67
0,2013,Massachusetts,name1559 - 1659,1360,103223,4636
0,2013,Massachusetts,name1560 - 1660,924,64970,881
0,2013,Massachusetts,name1561 - 1661,874,68259,273
0,2013,Massachusetts,name1562 - 1662,739,31970,457
0,2013,Massachusetts,name1563 - 1663,724,50836,119
0,2013,Massachusetts,name1564 - 1664,669,32056,721
0,2013,Massachusetts,name1565 - 1665,666,51844,105
0,2013,Massachusetts,name1566 - 1666,644,32750,274
0,2013,Massachusetts,name1567 - 1667,580,45101,81
0,2013,Massachusetts,name1568 - 1668,547,33212,101
0,2013,Massachusetts,name1569 - 1669,523,20596,681
0,2013,Massachusetts,name1570 - 1670,522,37236,31
0,2013,Massachusetts,name1571 - 1671,511,15384,419
0,2013,Massachusetts,name1572 - 1672,487,31218,18
0,2013,Massachusetts,name1573 - 1673,472,33928,281
0,2013,Massachusetts,name1574 - 1674,438,24341,65
0,2013,Massachusetts,name1575 - 1675,425,38644,151
0,2013,Massachusetts,name1576 - 1676,423,28945,77
0,2013,Massachusetts,name1577 - 1677,419,20485,60
0,2013,Massachusetts,name1578 - 1678,401,31004,295
0,2013,Massachusetts,name1579 - 1679,398,20076,28
0,2013,Massachusetts,name1580 - 1680,396,19294,52
0,2013,Massachusetts,name1581 - 1681,354,26510,40
0,2013,Massachusetts,name1582 - 1682,347,14597,93
0,2013,Massachusetts,name1583 - 1683,321,27310,91
0,2013,Massachusetts,name1584 - 1684,310,23605,33
0,2013,Massachusetts,name1585 - 1685,298,17025,79
0,2013,Massachusetts,name1586 - 1686,293,21881,94
0,2013,Massachusetts,name1587 - 1687,286,11966,0
0,2013,Massachusetts,name1588 - 1688,283,9961,72
0,2013,Massachusetts,name1589 - 1689,250,11317,0
0,2013,Massachusetts,name1590 - 1690,250,16468,186
0,2013,Massachusetts,name1591 - 1691,236,16280,29
0,2013,Massachusetts,name1592 - 1692,233,11393,76
0,2013,Massachusetts,name1593 - 1693,232,11795,50
0,2013,Massachusetts,name1594 - 1694,223,9937,11
0,2013,Massachusetts,name1595 - 1695,205,10227,55
0,2013,Massachusetts,name1596 - 1696,201,10718,8
0,2013,Massachusetts,name1597 - 1697,200,15979,45
0,2013,Massachusetts,name1598 - 1698,200,11678,0
0,2013,Massachusetts,name1599 - 1699,190,10025,9
0,2013,Massachusetts,name1600 - 1700,190,8803,1
0,2013,Massachusetts,name1601 - 1701,189,12287,0
0,2013,Massachusetts,name1602 - 1702,186,16551,29
0,2013,Massachusetts,name1603 - 1703,182,6364,0
0,2013,Massachusetts,name1604 - 1704,172,5238,22
0,2013,Massachusetts,name1605 - 1705,170,13362,15
0,2013,Massachusetts,name1606 - 1706,152,4959,13
0,2013,Massachusetts,name1607 - 1707,148,15178,0
0,2013,Massachusetts,name1608 - 1708,145,7822,0
0,2013,Massachusetts,name1609 - 1709,144,4260,7
0,2013,Massachusetts,name1610 - 1710,140,8127,4
0,2013,Massachusetts,name1611 - 1711,135,7524,0
0,2013,Massachusetts,name1612 - 1712,134,4788,47
0,2013,Massachusetts,name1613 - 1713,120,9387,209
0,2013,Massachusetts,name1614 - 1714,116,8061,16
0,2013,Massachusetts,name1615 - 1715,114,7184,2
0,2013,Massachusetts,name1616 - 1716,105,6688,8
0,2013,Massachusetts,name1617 - 1717,102,6555,0
0,2013,Massachusetts,name1618 - 1718,98,8312,2
0,2013,Massachusetts,name1619 - 1719,94,5055,2
0,2013,Massachusetts,name1620 - 1720,89,4097,18
0,2013,Massachusetts,name1621 - 1721,65,3727,0
0,2013,Massachusetts,name1622 - 1722,53,1770,0
0,2013,Massachusetts,name1623 - 1723,43,2030,0
0,2013,Massachusetts,name1624 - 1724,30,1769,8
0,2013,Massachusetts,name1625 - 1725,23,1386,0
0,2013,Michigan,name1626 - 1726,2535,94483,3435
0,2013,Michigan,name1627 - 1727,2175,70244,1332
0,2013,Michigan,name1628 - 1728,2116,50323,5086
0,2013,Michigan,name1629 - 1729,2080,67960,4527
0,2013,Michigan,name1630 - 1730,2044,130253,2855
0,2013,Michigan,name1631 - 1731,1836,152782,505
0,2013,Michigan,name1632 - 1732,1705,80237,809
0,2013,Michigan,name1633 - 1733,1650,115433,1109
0,2013,Michigan,name1634 - 1734,1621,76564,1942
0,2013,Michigan,name1635 - 1735,1551,130076,121
0,2013,Michigan,name1636 - 1736,1437,73141,850
0,2013,Michigan,name1637 - 1737,1362,103029,2204
0,2013,Michigan,name1638 - 1738,1357,56222,1250
0,2013,Michigan,name1639 - 1739,1166,72738,306
0,2013,Michigan,name1640 - 1740,1126,123134,14
0,2013,Michigan,name1641 - 1741,1036,70684,496
0,2013,Michigan,name1642 - 1742,1034,82396,229
0,2013,Michigan,name1643 - 1743,939,80818,206
0,2013,Michigan,name1644 - 1744,920,63685,291
0,2013,Michigan,name1645 - 1745,900,55976,120
0,2013,Michigan,name1646 - 1746,732,39152,762
0,2013,Michigan,name1647 - 1747,714,25687,735
0,2013,Michigan,name1648 - 1748,707,52885,1151
0,2013,Michigan,name1649 - 1749,705,34089,994
0,2013,Michigan,name1650 - 1750,624,51749,19
0,2013,Michigan,name1651 - 1751,596,29063,563
0,2013,Michigan,name1652 - 1752,583,45746,305
0,2013,Michigan,name1653 - 1753,580,18551,808
0,2013,Michigan,name1654 - 1754,580,17160,226
0,2013,Michigan,name1655 - 1755,562,56051,8
0,2013,Michigan,name1656 - 1756,562,30088,59
0,2013,Michigan,name1657 - 1757,543,47194,64
0,2013,Michigan,name1658 - 1758,522,26763,646
0,2013,Michigan,name1659 - 1759,484,29300,648
0,2013,Michigan,name1660 - 1760,464,27041,358
0,2013,Michigan,name1661 - 1761,442,40601,0
0,2013,Michigan,name1662 - 1762,438,26895,352
0,2013,Michigan,name1663 - 1763,411,40897,191
0,2013,Michigan,name1664 - 1764,407,40442,2
0,2013,Michigan,name1665 - 1765,391,13759,52
0,2013,Michigan,name1666 - 1766,366,32557,22
0,2013,Michigan,name1667 - 1767,357,22500,14
0,2013,Michigan,name1668 - 1768,346,31035,1
0,2013,Michigan,name1669 - 1769,341,16946,491
0,2013,Michigan,name1670 - 1770,328,19447,17
0,2013,Michigan,name1671 - 1771,306,19957,49
0,2013,Michigan,name1672 - 1772,302,11867,100
0,2013,Michigan,name1673 - 1773,297,28058,0
0,2013,Michigan,name1674 - 1774,296,23180,5
0,2013,Michigan,name1675 - 1775,291,22767,5
0,2013,Michigan,name1676 - 1776,288,7352,0
0,2013,Michigan,name1677 - 1777,278,15150,127
0,2013,Michigan,name1678 - 1778,277,18554,155
0,2013,Michigan,name1679 - 1779,277,23857,0
0,2013,Michigan,name1680 - 1780,270,18161,105
0,2013,Michigan,name1681 - 1781,256,15692,75
0,2013,Michigan,name1682 - 1782,255,19805,0
0,2013,Michigan,name1683 - 1783,250,17596,9
0,2013,Michigan,name1684 - 1784,247,22302,26
0,2013,Michigan,name1685 - 1785,236,24375,0
0,2013,Michigan,name1686 - 1786,234,7635,11
0,2013,Michigan,name1687 - 1787,216,10227,50
0,2013,Michigan,name1688 - 1788,210,5728,222
0,2013,Michigan,name1689 - 1789,201,20761,0
0,2013,Michigan,name1690 - 1790,200,23379,0
0,2013,Michigan,name1691 - 1791,185,11574,17
0,2013,Michigan,name1692 - 1792,184,15032,33
0,2013,Michigan,name1693 - 1793,171,14142,3
0,2013,Michigan,name1694 - 1794,168,14977,1
0,2013,Michigan,name1695 - 1795,167,10751,0
0,2013,Michigan,name1696 - 1796,166,18420,56
0,2013,Michigan,name1697 - 1797,166,14277,0
0,2013,Michigan,name1698 - 1798,160,8157,551
0,2013,Michigan,name1699 - 1799,153,7097,22
0,2013,Michigan,name1700 - 1800,150,9085,2
0,2013,Michigan,name1701 - 1801,148,8109,33
