"All Employer-Insured Plans, All Claims",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marketscan Continuance Table, 2009 Continuously Enrolled Beneficiaries",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up To,Number of Enrollees,Avg. Cost per Enrollee (Max'd),Avg. Cost per Enrollee (Bucket),ER,Avg. ER Freq,IP,Avg. IP Freq,Primary Care,Avg. Primary Care Freq,Specialist,Avg. Specialist Freq,Mental Health and Sub. Abuse,Mental Health and Sub. Abuse Freq.,-,-,Imaging,Avg. Imaging Freq,-,-,-,-,Speech Therapy,Avg. Speech Therapy Freq,Occ. + Physical Therapy,Occ. + Physical Therapy Freq,-,-,Well Baby (Combined),Avg. Well Baby Freq (Combined),-,-,-,-,Well Baby (Unclass.),Avg. Well Baby Freq (Unclass.),Preventive (Combined),Avg. Prev. Freq (Combined),-,-,-,-,-,-,Laboratory,Avg. Laboratory Freq,X-rays (Combined),Avg. X-ray Freq (Combined),X-rays (Specialist),Avg. X-rays Freq (Specialist),X-rays (Primary),Avg. X-rays Freq (Primary),X-rays (Unclass.),Avg. X-rays Freq (Unclass.),SNF,Avg. SNF Freq.,Unclassified,Avg. Unclassified Freq,Avg. IP Days,Avg. SNF Days,Generics,Avg. Generics Prescriptions,Preferred Brand,Avg. Pref. Brand Prescriptions,Non-Preferred Brand,Avg. Non-Pref. Brand Prescriptions,Specialty High-Cost,Avg. Spec. Prescriptions,Chronic Maintenance,Avg. Chronic Maintenance,Unclassified,Avg. Unclassified Prescriptions,Mental Health - OP Facility,Avg. Mental Health - OP Facility Freq,Mental Health - OP Prof.,Avg. Mental Health - OP Prof. Freq,Sub. Abuse - OP Facility,Avg. Sub. Abuse - OP Facility Freq,Sub. Abuse - OP Prof.,Avg. Sub. Abuse - OP Prof. Freq,Imaging - OP Facility,Avg. Imaging - OP Facility Freq,Imaging - OP Prof.,Avg. Imaging - OP Prof. Freq,-,-,-,-,-,-,-,-,Speech Therapy - OP Facility,Avg. Speech Therapy - OP Facility Freq,Speech Therapy - OP Prof.,Avg. Speech Therapy - OP Prof. Freq,Occupational Therapy - OP Facility,Avg. Occ. Therapy - OP Facility Freq,Occupational Therapy - OP Prof.,Avg. Occ. Therapy - OP Prof. Freq,-,-,-,-,Laboratory - OP Facility,Avg. Lab - OP Facility Freq,Laboratory - OP Prof.,Avg. Lab - OP Prof. Freq,Unclassified - OP Facility,Avg. Unclass. - OP Facility Freq,Unclassified - OP Prof,Avg. Unclass. - OP Prof Freq,IP Max Days - 1,IP Max Days - 2,IP Max Days - 3,IP Max Days - 4,IP Max Days - 5,IP Max Days - 6,IP Max Days - 7,IP Max Days - 8,IP Max Days - 9,IP Max Days - 10,Primary Care >1 Visit,Primary Care >1 Visit Freq.,Primary Care >2 Visits,Primary Care >2 Visits Freq.,Primary Care >3 Visits,Primary Care >3 Visits Freq.,Primary Care >4 Visits,Primary Care >4 Visits Freq.,Primary Care >5 Visits,Primary Care >5 Visits Freq.,Primary Care >6 Visits,Primary Care >6 Visits Freq.,Primary Care >7 Visits,Primary Care >7 Visits Freq.,Primary Care >8 Visits,Primary Care >8 Visits Freq.,Primary Care >9 Visits,Primary Care >9 Visits Freq.,Primary Care >10 Visits,Primary Care >10 Visits Freq.,,,,,,,,,,
"$4,800","5,556","$2,197.54","$4,750.13",$37.76,0.069,$9.31,0.005,$193.38,2.303,$284.45,2.208,$1.08,0.007,0%,0.00,$45.30,0.164,.,0.00,.,0.00,$0.42,0.002,$3.69,0.001,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$251.21,1.454,.,0.00,.,0.00,.,0.00,$30.34,0.525,$31.90,0.207,$21.74,0.109,$6.42,0.032,$3.74,0.07,$0.00,0,$36.94,0.117,0.009,0,$125.30,3.770,$164.01,1.137,$101.53,0.496,$12.92,0.023,$0.00,0.000,.,0.00,$0.61,0.003,$0.05,0.000,.,0.00,.,0.00,$43.64,0.158,$0.36,0.002,.,0.00,.,0.00,.,0.00,.,0.00,$0.36,0.002,$0.00,0.000,$3.21,0.013,$0.00,0.000,.,0.00,.,0.00,$24.82,0.148,$0.07,0.001,$23.50,0.066,$0.13,0.001,0.005 ,0.008 ,0.008 ,0.009 ,0.009 ,0.009 ,0.009 ,0.009 ,0.009 ,0.009 ,$99.39,1.60,$67.87,1.10,$45.64,0.75,$30.56,0.51,$20.59,0.36,$14.01,0.25,$9.67,0.18,$6.79,0.13,$4.84,0.10,$3.51,0.07,,,,,,,,,,
"$4,900","5,382","$2,222.16","$4,849.82",$38.84,0.070,$9.68,0.005,$194.99,2.316,$289.08,2.233,$1.09,0.007,0%,0.00,$46.47,0.166,.,0.00,.,0.00,$0.44,0.002,$3.78,0.001,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$253.07,1.463,.,0.00,.,0.00,.,0.00,$30.86,0.530,$32.30,0.209,$22.06,0.110,$6.45,0.033,$3.79,0.07,$0.00,0,$37.99,0.120,0.009,0,$126.78,3.802,$166.92,1.153,$103.61,0.504,$13.38,0.023,$0.00,0.000,.,0.00,$0.62,0.003,$0.05,0.000,.,0.00,.,0.00,$44.77,0.160,$0.37,0.002,.,0.00,.,0.00,.,0.00,.,0.00,$0.38,0.002,$0.00,0.000,$3.28,0.013,$0.00,0.000,.,0.00,.,0.00,$25.25,0.150,$0.08,0.001,$24.09,0.067,$0.14,0.001,0.005 ,0.008 ,0.009 ,0.009 ,0.009 ,0.009 ,0.009 ,0.009 ,0.009 ,0.009 ,$100.39,1.61,$68.70,1.11,$46.31,0.76,$31.08,0.52,$20.98,0.36,$14.31,0.26,$9.91,0.18,$6.97,0.13,$4.98,0.10,$3.62,0.07,,,,,,,,,,
"$5,000","5,288","$2,246.35","$4,949.82",$39.99,0.071,$10.10,0.005,$196.57,2.329,$293.58,2.258,$1.11,0.007,0%,0.00,$47.51,0.168,.,0.00,.,0.00,$0.45,0.002,$3.88,0.001,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$254.93,1.472,.,0.00,.,0.00,.,0.00,$31.39,0.534,$32.67,0.210,$22.33,0.111,$6.50,0.033,$3.84,0.07,$0.00,0.00E+00,$39.11,0.122,0.009,0.00E+00,$128.24,3.833,$169.65,1.167,$105.77,0.512,$13.90,0.024,$0.00,0.000,.,0.00,$0.63,0.004,$0.05,0.000,.,0.00,.,0.00,$45.77,0.162,$0.38,0.002,.,0.00,.,0.00,.,0.00,.,0.00,$0.38,0.002,$0.00,0.000,$3.38,0.013,$0.00,0.000,.,0.00,.,0.00,$25.68,0.152,$0.08,0.001,$24.71,0.068,$0.14,0.001,0.005 ,0.008 ,0.009 ,0.009 ,0.009 ,0.009 ,0.009 ,0.009 ,0.009 ,0.009 ,$101.39,1.63,$69.53,1.12,$46.99,0.76,$31.61,0.53,$21.40,0.37,$14.63,0.26,$10.15,0.19,$7.16,0.14,$5.13,0.10,$3.74,0.07,,,,,,,,,,
"$5,100","5,155","$2,270.13","$5,050.06",$41.08,0.072,$10.46,0.006,$198.05,2.341,$298.19,2.284,$1.15,0.007,0%,0.00,$48.42,0.170,.,0.00,.,0.00,$0.46,0.003,$3.98,0.001,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$256.66,1.480,.,0.00,.,0.00,.,0.00,$31.90,0.538,$33.04,0.212,$22.61,0.112,$6.55,0.033,$3.88,0.07,$0.00,0.00E+00,$40.17,0.124,0.010,0.00E+00,$129.70,3.865,$172.64,1.183,$107.79,0.520,$14.45,0.025,$0.00,0.000,.,0.00,$0.66,0.004,$0.05,0.000,.,0.00,.,0.00,$46.64,0.164,$0.38,0.002,.,0.00,.,0.00,.,0.00,.,0.00,$0.40,0.002,$0.00,0.000,$3.46,0.013,$0.00,0.000,.,0.00,.,0.00,$26.10,0.153,$0.08,0.001,$25.31,0.069,$0.14,0.001,0.005 ,0.008 ,0.009 ,0.009 ,0.009 ,0.009 ,0.009 ,0.010 ,0.010 ,0.010 ,$102.32,1.64,$70.31,1.13,$47.61,0.77,$32.10,0.53,$21.77,0.37,$14.92,0.26,$10.37,0.19,$7.33,0.14,$5.26,0.10,$3.83,0.08,,,,,,,,,,
"$5,200","4,921","$2,293.51","$5,150.08",$42.19,0.073,$10.91,0.006,$199.63,2.354,$302.57,2.309,$1.20,0.007,0%,0.00,$49.34,0.172,.,0.00,.,0.00,$0.48,0.003,$4.07,0.001,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$258.44,1.487,.,0.00,.,0.00,.,0.00,$32.38,0.542,$33.41,0.214,$22.88,0.113,$6.59,0.033,$3.93,0.07,$0.00,0.00E+00,$41.30,0.126,0.010,0.00E+00,$131.14,3.895,$175.49,1.198,$109.71,0.527,$14.94,0.025,$0.00,0.000,.,0.00,$0.68,0.004,$0.05,0.000,.,0.00,.,0.00,$47.53,0.166,$0.39,0.002,.,0.00,.,0.00,.,0.00,.,0.00,$0.41,0.002,$0.00,0.000,$3.54,0.014,$0.00,0.000,.,0.00,.,0.00,$26.50,0.155,$0.08,0.001,$25.95,0.070,$0.14,0.001,0.006 ,0.009 ,0.009 ,0.010 ,0.010 ,0.010 ,0.010 ,0.010 ,0.010 ,0.010 ,$103.33,1.65,$71.16,1.14,$48.30,0.78,$32.65,0.54,$22.21,0.38,$15.26,0.27,$10.63,0.19,$7.53,0.14,$5.42,0.10,$3.96,0.08,,,,,,,,,,
"$5,300","4,906","$2,316.51","$5,249.47",$43.29,0.074,$11.38,0.006,$201.15,2.366,$306.87,2.334,$1.21,0.007,0%,0.00,$50.40,0.174,.,0.00,.,0.00,$0.48,0.003,$4.17,0.001,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$260.22,1.496,.,0.00,.,0.00,.,0.00,$32.90,0.546,$33.78,0.215,$23.16,0.114,$6.64,0.033,$3.98,0.07,$0.00,0.00E+00,$42.38,0.128,0.010,0.00E+00,$132.59,3.926,$178.42,1.213,$111.69,0.534,$15.44,0.026,$0.00,0.000,.,0.00,$0.68,0.004,$0.05,0.000,.,0.00,.,0.00,$48.54,0.168,$0.40,0.002,.,0.00,.,0.00,.,0.00,.,0.00,$0.41,0.002,$0.00,0.000,$3.63,0.014,$0.00,0.000,.,0.00,.,0.00,$26.91,0.157,$0.08,0.001,$26.55,0.071,$0.15,0.001,0.006 ,0.009 ,0.010 ,0.010 ,0.010 ,0.010 ,0.010 ,0.010 ,0.010 ,0.010 ,$104.30,1.66,$71.97,1.15,$48.96,0.79,$33.18,0.55,$22.62,0.38,$15.58,0.27,$10.89,0.20,$7.73,0.14,$5.57,0.11,$4.08,0.08,,,,,,,,,,
"$5,400","4,638","$2,339.12","$5,350.12",$44.48,0.075,$11.77,0.006,$202.45,2.377,$311.19,2.358,$1.23,0.007,0%,0.00,$51.48,0.177,.,0.00,.,0.00,$0.48,0.003,$4.24,0.001,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$261.75,1.503,.,0.00,.,0.00,.,0.00,$33.40,0.551,$34.12,0.217,$23.42,0.115,$6.67,0.034,$4.02,0.07,$0.00,0.00E+00,$43.52,0.130,0.010,0.00E+00,$134.08,3.956,$181.02,1.226,$113.59,0.541,$15.98,0.027,$0.00,0.000,.,0.00,$0.69,0.004,$0.05,0.000,.,0.00,.,0.00,$49.57,0.170,$0.41,0.002,.,0.00,.,0.00,.,0.00,.,0.00,$0.42,0.002,$0.00,0.000,$3.69,0.014,$0.00,0.000,.,0.00,.,0.00,$27.30,0.158,$0.08,0.001,$27.16,0.072,$0.15,0.001,0.006 ,0.009 ,0.010 ,0.010 ,0.010 ,0.010 ,0.010 ,0.010 ,0.010 ,0.010 ,$105.12,1.67,$72.66,1.15,$49.52,0.80,$33.62,0.55,$22.97,0.39,$15.85,0.28,$11.09,0.20,$7.89,0.15,$5.69,0.11,$4.18,0.08,,,,,,,,,,
"$5,500","4,684","$2,361.37","$5,450.15",$45.68,0.076,$12.18,0.006,$203.87,2.389,$315.60,2.382,$1.27,0.008,0%,0.00,$52.38,0.178,.,0.00,.,0.00,$0.48,0.003,$4.34,0.001,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$263.39,1.510,.,0.00,.,0.00,.,0.00,$33.96,0.555,$34.46,0.219,$23.68,0.116,$6.71,0.034,$4.08,0.07,$0.00,0.00E+00,$44.72,0.133,0.011,0.00E+00,$135.42,3.985,$183.66,1.240,$115.64,0.548,$16.51,0.027,$0.00,0.000,.,0.00,$0.72,0.004,$0.05,0.000,.,0.00,.,0.00,$50.43,0.171,$0.41,0.002,.,0.00,.,0.00,.,0.00,.,0.00,$0.42,0.002,$0.00,0.000,$3.78,0.015,$0.00,0.000,.,0.00,.,0.00,$27.74,0.160,$0.08,0.001,$27.83,0.073,$0.15,0.001,0.006 ,0.009 ,0.010 ,0.011 ,0.011 ,0.011 ,0.011 ,0.011 ,0.011 ,0.011 ,$106.02,1.68,$73.42,1.16,$50.14,0.80,$34.11,0.56,$23.35,0.39,$16.15,0.28,$11.32,0.20,$8.07,0.15,$5.83,0.11,$4.29,0.08,,,,,,,,,,
"$5,600","4,529","$2,383.25","$5,549.65",$46.89,0.077,$12.62,0.006,$205.27,2.400,$319.89,2.406,$1.28,0.008,0%,0.00,$53.40,0.180,.,0.00,.,0.00,$0.50,0.003,$4.44,0.001,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$265.12,1.518,.,0.00,.,0.00,.,0.00,$34.43,0.559,$34.80,0.220,$23.93,0.117,$6.75,0.034,$4.12,0.07,$0.00,0.00E+00,$45.87,0.135,0.011,0.00E+00,$136.78,4.015,$186.34,1.253,$117.65,0.556,$17.07,0.028,$0.00,0.000,.,0.00,$0.73,0.004,$0.05,0.000,.,0.00,.,0.00,$51.41,0.173,$0.42,0.002,.,0.00,.,0.00,.,0.00,.,0.00,$0.43,0.002,$0.00,0.000,$3.88,0.015,$0.00,0.000,.,0.00,.,0.00,$28.12,0.161,$0.08,0.001,$28.51,0.075,$0.15,0.001,0.006 ,0.010 ,0.011 ,0.011 ,0.011 ,0.011 ,0.011 ,0.011 ,0.011 ,0.011 ,$106.93,1.69,$74.18,1.17,$50.76,0.81,$34.60,0.57,$23.74,0.40,$16.46,0.29,$11.57,0.21,$8.26,0.15,$5.99,0.11,$4.41,0.09,,,,,,,,,,
"$5,700","4,310","$2,404.78","$5,650.15",$48.12,0.078,$12.96,0.007,$206.68,2.411,$324.06,2.428,$1.30,0.008,0%,0.00,$54.43,0.182,.,0.00,.,0.00,$0.51,0.003,$4.55,0.001,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$266.61,1.525,.,0.00,.,0.00,.,0.00,$34.89,0.562,$35.15,0.222,$24.18,0.118,$6.79,0.034,$4.17,0.07,$0.00,0.00E+00,$47.03,0.137,0.011,0.00E+00,$138.17,4.043,$189.02,1.267,$119.46,0.562,$17.63,0.029,$0.00,0.000,.,0.00,$0.74,0.004,$0.05,0.000,.,0.00,.,0.00,$52.41,0.175,$0.43,0.002,.,0.00,.,0.00,.,0.00,.,0.00,$0.44,0.002,$0.00,0.000,$3.98,0.015,$0.00,0.000,.,0.00,.,0.00,$28.50,0.163,$0.08,0.001,$29.17,0.076,$0.15,0.001,0.006 ,0.010 ,0.011 ,0.011 ,0.011 ,0.011 ,0.011 ,0.011 ,0.011 ,0.011 ,$107.82,1.70,$74.93,1.18,$51.36,0.82,$35.09,0.57,$24.12,0.40,$16.76,0.29,$11.80,0.21,$8.45,0.16,$6.13,0.12,$4.52,0.09,,,,,,,,,,
"$5,800","4,288","$2,425.97","$5,749.79",$49.35,0.079,$13.35,0.007,$208.06,2.422,$328.39,2.452,$1.34,0.008,0%,0.00,$55.44,0.184,.,0.00,.,0.00,$0.51,0.003,$4.65,0.001,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$268.04,1.532,.,0.00,.,0.00,.,0.00,$35.36,0.566,$35.50,0.224,$24.46,0.119,$6.83,0.034,$4.21,0.07,$0.00,0.00E+00,$48.21,0.139,0.012,0.00E+00,$139.51,4.071,$191.55,1.279,$121.20,0.569,$18.11,0.029,$0.00,0.000,.,0.00,$0.76,0.004,$0.05,0.000,.,0.00,.,0.00,$53.37,0.177,$0.43,0.002,.,0.00,.,0.00,.,0.00,.,0.00,$0.44,0.002,$0.00,0.000,$4.07,0.016,$0.00,0.000,.,0.00,.,0.00,$28.88,0.164,$0.08,0.001,$29.83,0.077,$0.15,0.001,0.006 ,0.010 ,0.011 ,0.011 ,0.011 ,0.011 ,0.011 ,0.011 ,0.011 ,0.011 ,$108.70,1.71,$75.66,1.19,$51.97,0.83,$35.57,0.58,$24.51,0.41,$17.06,0.29,$12.04,0.21,$8.64,0.16,$6.28,0.12,$4.64,0.09,,,,,,,,,,
"$5,900","4,110","$2,446.82","$5,849.05",$50.60,0.080,$13.68,0.007,$209.42,2.432,$332.40,2.473,$1.36,0.008,0%,0.00,$56.29,0.186,.,0.00,.,0.00,$0.52,0.003,$4.75,0.001,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$269.45,1.539,.,0.00,.,0.00,.,0.00,$35.86,0.570,$35.83,0.225,$24.71,0.119,$6.87,0.034,$4.26,0.07,$0.00,0.00E+00,$49.38,0.141,0.012,0.00E+00,$140.83,4.097,$194.01,1.292,$123.08,0.576,$18.58,0.030,$0.00,0.000,.,0.00,$0.76,0.004,$0.05,0.000,.,0.00,.,0.00,$54.18,0.179,$0.43,0.002,.,0.00,.,0.00,.,0.00,.,0.00,$0.45,0.002,$0.00,0.000,$4.17,0.016,$0.00,0.000,.,0.00,.,0.00,$29.27,0.166,$0.08,0.001,$30.58,0.078,$0.15,0.001,0.007 ,0.010 ,0.011 ,0.012 ,0.012 ,0.012 ,0.012 ,0.012 ,0.012 ,0.012 ,$109.56,1.72,$76.40,1.20,$52.56,0.83,$36.04,0.58,$24.88,0.41,$17.35,0.30,$12.27,0.22,$8.81,0.16,$6.42,0.12,$4.75,0.09,,,,,,,,,,
"$6,000","3,971","$2,467.36","$5,950.40",$51.67,0.081,$14.05,0.007,$210.68,2.442,$336.32,2.493,$1.37,0.008,0%,0.00,$57.26,0.188,.,0.00,.,0.00,$0.53,0.003,$4.86,0.001,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$270.81,1.545,.,0.00,.,0.00,.,0.00,$36.36,0.574,$36.16,0.227,$24.93,0.120,$6.91,0.035,$4.31,0.07,$0.00,0.00E+00,$50.50,0.143,0.012,0.00E+00,$142.09,4.124,$196.51,1.304,$125.04,0.582,$19.11,0.031,$0.00,0.000,.,0.00,$0.77,0.004,$0.05,0.000,.,0.00,.,0.00,$55.12,0.180,$0.44,0.002,.,0.00,.,0.00,.,0.00,.,0.00,$0.46,0.002,$0.00,0.000,$4.26,0.016,$0.00,0.000,.,0.00,.,0.00,$29.67,0.167,$0.08,0.001,$31.18,0.079,$0.16,0.001,0.007 ,0.010 ,0.011 ,0.012 ,0.012 ,0.012 ,0.012 ,0.012 ,0.012 ,0.012 ,$110.36,1.73,$77.08,1.21,$53.12,0.84,$36.50,0.59,$25.24,0.42,$17.63,0.30,$12.48,0.22,$8.98,0.16,$6.55,0.12,$4.85,0.09,,,,,,,,,,
"$6,100","4,034","$2,487.58","$6,049.35",$52.86,0.082,$14.45,0.007,$211.95,2.452,$340.36,2.515,$1.39,0.008,0%,0.00,$58.18,0.190,.,0.00,.,0.00,$0.53,0.003,$4.99,0.001,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$272.17,1.551,.,0.00,.,0.00,.,0.00,$36.82,0.577,$36.51,0.228,$25.19,0.121,$6.96,0.035,$4.36,0.07,$0.00,0.00E+00,$51.65,0.145,0.012,0.00E+00,$143.42,4.151,$199.00,1.317,$126.98,0.589,$19.74,0.032,$0.00,0.000,.,0.00,$0.78,0.004,$0.05,0.000,.,0.00,.,0.00,$56.00,0.182,$0.44,0.002,.,0.00,.,0.00,.,0.00,.,0.00,$0.46,0.002,$0.00,0.000,$4.38,0.017,$0.00,0.000,.,0.00,.,0.00,$30.03,0.169,$0.08,0.001,$31.81,0.080,$0.16,0.001,0.007 ,0.011 ,0.012 ,0.012 ,0.012 ,0.012 ,0.012 ,0.012 ,0.012 ,0.012 ,$111.17,1.74,$77.75,1.22,$53.67,0.85,$36.93,0.59,$25.58,0.42,$17.90,0.31,$12.69,0.22,$9.14,0.17,$6.68,0.12,$4.95,0.09,,,,,,,,,,
"$6,200","3,702","$2,507.50","$6,149.83",$54.00,0.083,$14.75,0.007,$213.16,2.462,$344.20,2.535,$1.41,0.008,0%,0.00,$59.07,0.191,.,0.00,.,0.00,$0.55,0.003,$5.08,0.001,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$273.43,1.557,.,0.00,.,0.00,.,0.00,$37.28,0.580,$36.83,0.230,$25.44,0.122,$6.99,0.035,$4.40,0.07,$0.00,0.00E+00,$52.88,0.147,0.012,0.00E+00,$144.67,4.176,$201.50,1.329,$128.48,0.595,$20.32,0.032,$0.00,0.000,.,0.00,$0.79,0.004,$0.06,0.000,.,0.00,.,0.00,$56.85,0.183,$0.45,0.002,.,0.00,.,0.00,.,0.00,.,0.00,$0.48,0.002,$0.00,0.000,$4.46,0.017,$0.00,0.000,.,0.00,.,0.00,$30.39,0.170,$0.08,0.001,$32.54,0.081,$0.16,0.001,0.007 ,0.011 ,0.012 ,0.012 ,0.012 ,0.012 ,0.012 ,0.012 ,0.012 ,0.012 ,$111.95,1.75,$78.42,1.22,$54.21,0.85,$37.37,0.60,$25.93,0.43,$18.18,0.31,$12.91,0.23,$9.32,0.17,$6.81,0.13,$5.06,0.10,,,,,,,,,,
"$6,300","3,725","$2,527.12","$6,249.38",$55.15,0.083,$15.07,0.007,$214.42,2.471,$348.14,2.555,$1.43,0.008,0%,0.00,$60.00,0.193,.,0.00,.,0.00,$0.56,0.003,$5.18,0.001,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$274.76,1.563,.,0.00,.,0.00,.,0.00,$37.76,0.584,$37.17,0.231,$25.68,0.123,$7.03,0.035,$4.45,0.07,$0.00,0.00E+00,$54.05,0.149,0.013,0.00E+00,$145.93,4.201,$203.84,1.341,$130.23,0.601,$20.88,0.033,$0.00,0.000,.,0.00,$0.81,0.004,$0.06,0.000,.,0.00,.,0.00,$57.74,0.185,$0.45,0.002,.,0.00,.,0.00,.,0.00,.,0.00,$0.49,0.002,$0.00,0.000,$4.55,0.017,$0.01,0.000,.,0.00,.,0.00,$30.75,0.171,$0.08,0.001,$33.19,0.082,$0.16,0.001,0.007 ,0.011 ,0.012 ,0.012 ,0.012 ,0.012 ,0.013 ,0.013 ,0.013 ,0.013 ,$112.76,1.76,$79.10,1.23,$54.77,0.86,$37.82,0.61,$26.29,0.43,$18.46,0.31,$13.14,0.23,$9.50,0.17,$6.96,0.13,$5.18,0.10,,,,,,,,,,
"$6,400","3,618","$2,546.46","$6,350.75",$56.30,0.084,$15.45,0.007,$215.65,2.480,$352.01,2.575,$1.45,0.009,0%,0.00,$60.90,0.194,.,0.00,.,0.00,$0.57,0.003,$5.28,0.001,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$275.97,1.569,.,0.00,.,0.00,.,0.00,$38.23,0.587,$37.44,0.232,$25.88,0.124,$7.07,0.035,$4.49,0.07,$0.00,0.00E+00,$55.16,0.151,0.013,0.00E+00,$147.10,4.225,$206.22,1.353,$131.90,0.607,$21.46,0.034,$0.00,0.000,.,0.00,$0.83,0.005,$0.06,0.000,.,0.00,.,0.00,$58.60,0.186,$0.46,0.002,.,0.00,.,0.00,.,0.00,.,0.00,$0.49,0.002,$0.00,0.000,$4.64,0.018,$0.01,0.000,.,0.00,.,0.00,$31.15,0.173,$0.08,0.001,$33.80,0.083,$0.16,0.001,0.007 ,0.011 ,0.012 ,0.013 ,0.013 ,0.013 ,0.013 ,0.013 ,0.013 ,0.013 ,$113.54,1.77,$79.76,1.24,$55.31,0.87,$38.25,0.61,$26.63,0.44,$18.73,0.32,$13.35,0.23,$9.67,0.17,$7.10,0.13,$5.29,0.10,,,,,,,,,,
"$6,500","3,483","$2,565.51","$6,450.27",$57.46,0.085,$15.71,0.007,$216.95,2.490,$355.94,2.596,$1.47,0.009,0%,0.00,$61.81,0.196,.,0.00,.,0.00,$0.58,0.003,$5.36,0.001,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$277.25,1.575,.,0.00,.,0.00,.,0.00,$38.69,0.590,$37.74,0.234,$26.11,0.124,$7.11,0.035,$4.52,0.07,$0.00,0.00E+00,$56.27,0.153,0.013,0.00E+00,$148.35,4.251,$208.41,1.364,$133.58,0.613,$21.98,0.034,$0.00,0.000,.,0.00,$0.84,0.005,$0.06,0.000,.,0.00,.,0.00,$59.48,0.188,$0.46,0.002,.,0.00,.,0.00,.,0.00,.,0.00,$0.50,0.002,$0.00,0.000,$4.70,0.018,$0.01,0.000,.,0.00,.,0.00,$31.53,0.174,$0.08,0.001,$34.42,0.084,$0.16,0.001,0.007 ,0.011 ,0.012 ,0.013 ,0.013 ,0.013 ,0.013 ,0.013 ,0.013 ,0.013 ,$114.38,1.77,$80.48,1.25,$55.91,0.87,$38.74,0.62,$27.02,0.44,$19.05,0.32,$13.61,0.24,$9.87,0.18,$7.26,0.13,$5.43,0.10,,,,,,,,,,
"$7,500","31,116","$2,741.86","$6,976.92",$69.77,0.093,$18.82,0.008,$227.82,2.568,$392.06,2.775,$1.70,0.010,0%,0.00,$70.62,0.211,.,0.00,.,0.00,$0.63,0.003,$6.32,0.001,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$288.11,1.624,.,0.00,.,0.00,.,0.00,$43.02,0.620,$40.54,0.247,$28.11,0.132,$7.45,0.037,$4.98,0.08,$0.00,0.00E+00,$67.59,0.172,0.015,0.00E+00,$158.84,4.466,$230.16,1.469,$149.01,0.668,$27.65,0.041,$0.00,0.000,.,0.00,$1.00,0.005,$0.07,0.000,.,0.00,.,0.00,$67.93,0.202,$0.52,0.003,.,0.00,.,0.00,.,0.00,.,0.00,$0.54,0.002,$0.00,0.000,$5.59,0.021,$0.01,0.000,.,0.00,.,0.00,$35.00,0.186,$0.09,0.001,$40.56,0.094,$0.18,0.001,0.008 ,0.012 ,0.014 ,0.014 ,0.014 ,0.014 ,0.014 ,0.015 ,0.015 ,0.015 ,$121.37,1.85,$86.47,1.31,$60.90,0.93,$42.80,0.66,$30.29,0.48,$21.66,0.35,$15.69,0.26,$11.54,0.20,$8.61,0.15,$6.51,0.12,,,,,,,,,,
