Name,Category,Value
D506,D,0.910394925
C47,C,0.0571063
D383,D,0.597811128
C394,C,0.658452456
D698,D,0.500469718
C549,C,0.465044795
D959,D,0.95810199
C280,C,0.66692559
D567,D,0.747625779
C678,C,0.77331179
D569,D,0.567987998
C157,C,0.460175472
D263,D,0.84111546
C828,C,0.261577047
D592,D,0.043917395
C789,C,0.468464024
D832,D,0.81203132
C851,C,0.522262335
D524,D,0.829996345
C320,C,0.763701064
D854,D,0.57111393
C812,C,0.838227166
D226,D,0.550965235
C806,C,0.165535318
D901,D,0.940419248
C197,C,0.076017564
D871,D,0.115144725
C814,C,0.665938659
D266,D,0.394265966
C125,C,0.163324578
D34,D,0.110108806
C669,C,0.037282702
D529,D,0.881120744
C784,C,0.309456922
D246,D,0.502823729
C893,C,0.93816125
D342,D,0.357106481
C208,C,0.421860308
D788,D,0.757772683
C304,C,0.42457815
D288,D,0.679185214
C533,C,0.398434681
D717,D,0.870675215
C436,C,0.286041165
D372,D,0.274613336
C702,C,0.815173288
D14,D,0.190617392
C227,C,0.730789171
D75,D,0.844308855
C762,C,0.286961363
D557,D,0.274515913
C32,C,0.050995654
D268,D,0.591262182
C577,C,0.414043883
D66,D,0.57943759
C22,C,0.943455558
D290,D,0.984746671
C244,C,0.070912578
D687,D,0.857730614
C121,C,0.280930168
D888,D,0.697897072
C16,C,0.113133674
D17,D,0.864957208
C60,C,0.052328201
D351,D,0.686059463
C490,C,0.123378609
D778,D,0.584340001
C34,C,0.379529681
D487,D,0.132183986
C500,C,0.830204664
D688,D,0.136806566
C743,C,0.142248277
D983,D,0.514097977
C63,C,0.376327985
D868,D,0.000494121
C512,C,0.99107164
D473,D,0.949620146
C687,C,0.024981192
D61,D,0.74280563
C261,C,0.467050775
D596,D,0.158579861
C194,C,0.185256674
D266,D,0.517403042
C247,C,0.348675368
D863,D,0.20135927
C412,C,0.026912647
D895,D,0.24113391
C765,C,0.951181747
D400,D,0.66039688
C213,C,0.776790999
D67,D,0.906560187
C715,C,0.179681093
D579,D,0.982926957
C654,C,0.457604964
D690,D,0.783776277
C497,C,0.481206748
D666,D,0.267906034
C436,C,0.669353103
D548,D,0.20057665
C375,C,0.737776743
D997,D,0.522727424
C557,C,0.172924332
D415,D,0.299010094
C743,C,0.61806502
D397,D,0.596351979
C766,C,0.558521592
D479,D,0.559492816
C276,C,0.12167919
D386,D,0.723072412
C280,C,0.97110846
D583,D,0.408754718
C604,C,0.455805691
D697,D,0.047495764
C292,C,0.622509198
D614,D,0.404795567
C428,C,0.230687458
D563,D,0.70325058
C700,C,0.742606948
D658,D,0.024903613
C84,C,0.313720737
D469,D,0.850336343
C697,C,0.487788755
D395,D,0.688785704
C654,C,0.224533513
D378,D,0.767697939
C513,C,0.964458961
D668,D,0.491621836
C642,C,0.554812795
D23,D,0.147825862
C954,C,0.681415828
D186,D,0.470749102
C152,C,0.780642293
D575,D,0.309912381
C97,C,0.799488337
D156,D,0.918837298
C353,C,0.788246977
D984,D,0.94316805
C685,C,0.082276261
D507,D,0.387565926
C798,C,0.037760206
D947,D,0.409341981
C748,C,0.884265957
D37,D,0.470642051
C403,C,0.251544325
D693,D,0.666676731
C144,C,0.701731452
D385,D,0.102980206
C871,C,0.567155389
D163,D,0.25347798
C348,C,0.161908928
D182,D,0.850054453
C36,C,0.017490481
D548,D,0.400379611
C603,C,0.93034743
D15,D,0.377161535
C825,C,0.405914153
D499,D,0.819869523
C119,C,0.441548999
D288,D,0.260411155
C378,C,0.097540346
D585,D,0.109282042
C586,C,0.461889636
D111,D,0.050333165
C38,C,0.947010904
D442,D,0.10714
C289,C,0.848130005
D722,D,0.955191273
C828,C,0.170668201
D80,D,0.126693967
C414,C,0.346448812
D598,D,0.894755422
C376,C,0.056429008
D644,D,0.32469229
C48,C,0.355157843
D100,D,0.995319911
C354,C,0.677483607
D543,D,0.035962864
C613,C,0.198117277
D224,D,0.570980692
C479,C,0.733759357
D27,D,0.035627243
C107,C,0.66635802
D778,D,0.740635495
C754,C,0.547900064
D732,D,0.462720061
C762,C,0.433670551
D50,D,0.273385419
C154,C,0.930662053
D538,D,0.63368166
C711,C,0.96165974
D706,D,0.078614752
C981,C,0.211102309
D197,D,0.416675708
C489,C,0.395387409
D857,D,0.476415124
C916,C,0.149751138
D428,D,0.698671574
C204,C,0.307656479
D276,D,0.180397998
C763,C,0.501102161
D266,D,0.066174003
C749,C,0.98434014
D536,D,0.88428929
C786,C,0.462349263
D277,D,0.507772561
C970,C,0.927412182
D775,D,0.816857296
C857,C,0.260998896
D511,D,0.096709529
C666,C,0.655152154
D260,D,0.313317177
C932,C,0.605762034
D443,D,0.655148576
C766,C,0.557864922
D651,D,0.771014011
C475,C,0.120228603
D706,D,0.274024325
C693,C,0.863682053
D495,D,0.573683597
C217,C,0.94247655
D585,D,0.389082762
C984,C,0.766016263
D912,D,0.747430703
C919,C,0.301602064
D107,D,0.134744876
C724,C,0.519029363
D961,D,0.410893398
C411,C,0.525281184
D320,D,0.578704293
C553,C,0.541728185
D387,D,0.452838878
C634,C,0.925661444
D717,D,0.157038576
C413,C,0.674154024
D413,D,0.306980439
C333,C,0.763488137
D168,D,0.678487021
C500,C,0.150258485
D471,D,0.54149171
C701,C,0.702786478
D130,D,0.178502286
C991,C,0.888358876
D596,D,0.476483608
C884,C,0.582246201
D882,D,0.283983058
C637,C,0.270105088
D465,D,0.270153065
C531,C,0.276125638
D630,D,0.730836938
C915,C,0.696925386
D159,D,0.849079755
C894,C,0.202797465
D180,D,0.291592531
C624,C,0.270925809
D430,D,0.250249001
C480,C,0.553152558
D353,D,0.989890303
C354,C,0.556506646
D316,D,0.854245316
C795,C,0.353670103
D785,D,0.623704914
C572,C,0.452060974
D993,D,0.600255361
C598,C,0.559615131
D426,D,0.666061214
C682,C,0.386852283
D951,D,0.59990516
C292,C,0.265146815
D471,D,0.185364839
C348,C,0.642628501
D903,D,0.904368826
C982,C,0.1595117
D255,D,0.796187783
C921,C,0.086206561
D659,D,0.787264515
C926,C,0.990165873
D650,D,0.488675595
C52,C,0.71252337
D64,D,0.259269785
C103,C,0.091116784
D851,D,0.196829808
C888,C,0.627904852
D606,D,0.219034181
C367,C,0.794591048
D583,D,0.903584596
C808,C,0.76892231
D762,D,0.727113509
C684,C,0.762296512
D139,D,0.227103529
C398,C,0.242064074
D344,D,0.77580349
C127,C,0.153370266
D915,D,0.99950866
C226,C,0.435858337
D669,D,0.259660501
C57,C,0.011970276
D686,D,0.943950875
C620,C,0.976368163
D494,D,0.41536205
C354,C,0.838262594
D811,D,0.835921648
C518,C,0.259895029
D684,D,0.69543149
C782,C,0.933482433
D41,D,0.566389538
C656,C,0.572429084
D249,D,0.349771524
C715,C,0.748903839
D494,D,0.914186753
C322,C,0.725862672
D738,D,0.59100944
C134,C,0.875905567
D296,D,0.718215522
C996,C,0.494986233
D628,D,0.133966889
C461,C,0.985862239
D9,D,0.686887983
C651,C,0.72501962
D631,D,0.578367506
C564,C,0.129066523
D669,D,0.924811336
C581,C,0.627770161
D17,D,0.279348839
C191,C,0.706077101
D675,D,0.952857253
C562,C,0.383462849
D864,D,0.731881975
C457,C,0.627821139
D577,D,0.677113743
C500,C,0.20556088
D552,D,0.098553655
C478,C,0.185966754
D314,D,0.548653408
C654,C,0.378482577
D657,D,0.463597502
C57,C,0.809208991
D774,D,0.78477606
C755,C,0.891820899
D659,D,0.816973442
C136,C,0.654820463
D400,D,0.084082176
C677,C,0.181368156
D582,D,0.23944657
C939,C,0.44705802
D953,D,0.001821592
C118,C,0.802153831
D110,D,0.488370823
C829,C,0.744962061
D663,D,0.196343032
C17,C,0.739433311
D51,D,0.879716425
C926,C,0.184859934
D832,D,0.036861278
C722,C,0.901672851
D729,D,0.784827537
C186,C,0.421139851
D492,D,0.794457142
C565,C,0.585061441
D384,D,0.229032251
C681,C,0.976718905
D545,D,0.249052772
C4,C,0.345517155
D383,D,0.131820109
C287,C,0.465939117
D116,D,0.732688397
C900,C,0.480555126
D304,D,0.960826372
C929,C,0.200164335
D186,D,0.461244538
C787,C,0.740384116
D462,D,0.306596153
C460,C,0.334785238
D963,D,0.583566954
C242,C,0.832252379
D698,D,0.923024631
C738,C,0.461897274
D277,D,0.538509846
C467,C,0.034422772
D218,D,0.035161504
C949,C,0.620957663
D953,D,0.679773964
C674,C,0.346586502
D930,D,0.882508372
C643,C,0.022131322
D278,D,0.763606776
C922,C,0.776507612
D168,D,0.245920321
C885,C,0.182074435
D278,D,0.188090066
C277,C,0.351747004
D805,D,0.242706241
C528,C,0.04813999
D528,D,0.759849219
C203,C,0.998082325
D111,D,0.35674092
C546,C,0.246460758
D29,D,0.486362314
C254,C,0.414583111
D956,D,0.211625826
C354,C,0.027264712
D118,D,0.933738328
C566,C,0.531731554
D161,D,0.324378877
C4,C,0.512886696
D801,D,0.168548313
C790,C,0.491906292
D109,D,0.197786498
C319,C,0.02960164
D767,D,0.091271715
C816,C,0.168721333
D345,D,0.9013968
C741,C,0.751904489
D159,D,0.89005819
C108,C,0.364991706
D965,D,0.629049323
C197,C,0.835333813
D611,D,0.629845999
C641,C,0.518974505
D654,D,0.970082276
C75,C,0.470322441
D327,D,0.60023807
C371,C,0.358254541
D396,D,0.451391852
C59,C,0.017679132
D581,D,0.925367028
C371,C,0.667368892
D855,D,0.445466588
C460,C,0.242130422
D683,D,0.066985476
C637,C,0.482709247
D220,D,0.516355515
C825,C,0.686322634
D16,D,0.675172027
C454,C,0.812277386
D318,D,0.532606237
C146,C,0.328025313
D43,D,0.127136603
C305,C,0.269958089
D725,D,0.582722892
C316,C,0.913998244
D772,D,0.10492862
C11,C,0.285706716
D683,D,0.133551663
C675,C,0.633204438
D840,D,0.128946618
C174,C,0.502418567
D466,D,0.716694042
C943,C,0.988282075
D684,D,0.577431904
C914,C,0.657378799
D517,D,0.816915658
C467,C,0.426895546
D428,D,0.640768545
C801,C,0.778739683
D651,D,0.451378522
C389,C,0.19720888
D319,D,0.192424692
C106,C,0.406741367
D739,D,0.279593707
C625,C,0.777392779
D45,D,0.215666322
C38,C,0.58999376
D256,D,0.810165031
C576,C,0.165012785
D777,D,0.036954332
C49,C,0.89708708
D72,D,0.19738407
C700,C,0.777939232
D984,D,0.514018329
C746,C,0.371941224
D845,D,0.572998524
C893,C,0.324301289
D756,D,0.920142011
C240,C,0.104796661
D321,D,0.677023304
C717,C,0.221374303
D140,D,0.763767763
C942,C,0.759789692
D231,D,0.161207264
C233,C,0.222473358
D279,D,0.276935918
C583,C,0.473389222
D58,D,0.828856946
C436,C,0.520819684
D298,D,0.170524621
C197,C,0.976848826
D789,D,0.980331965
C346,C,0.434709156
D455,D,0.512088688
C595,C,0.60324227
D229,D,0.87207993
C159,C,0.646763443
D59,D,0.456621695
C518,C,0.940482992
D433,D,0.335983909
C682,C,0.117324597
D398,D,0.779365201
C347,C,0.626975753
D353,D,0.554977774
C130,C,0.965829541
D578,D,0.449836797
C372,C,0.600480822
D204,D,0.364802972
C237,C,0.097937019
D491,D,0.339767437
C520,C,0.394148902
D541,D,0.432334515
C458,C,0.351730963
D894,D,0.004791176
C656,C,0.321815607
D914,D,0.538134608
C61,C,0.770118225
D386,D,0.152722788
C879,C,0.879197451
D38,D,0.323565014
C868,C,0.382496851
D154,D,0.704109649
C497,C,0.858515649
D322,D,0.940167524
C392,C,0.796879485
D288,D,0.293041322
C338,C,0.997001976
D235,D,0.825703743
C231,C,0.147178467
D985,D,0.832717054
C914,C,0.633044365
D325,D,0.77117332
C143,C,0.90267831
D83,D,0.832535044
C904,C,0.091981898
D992,D,0.786422057
C495,C,0.566083585
D666,D,0.299982196
C930,C,0.367065178
D525,D,0.372801494
C997,C,0.485034403
D187,D,0.451305192
C650,C,0.925813347
D243,D,0.34626291
C747,C,0.526922502
D45,D,0.348289428
C264,C,0.199771038
D679,D,0.158148485
C79,C,0.655684144
D999,D,0.62503506
C451,C,0.417587755
D317,D,0.173855963
C415,C,0.939876924
D366,D,0.215274564
C294,C,0.708823178
D858,D,0.177684969
C524,C,0.977560766
D60,D,0.572789929
C285,C,0.329370809
D605,D,0.112281337
C696,C,0.092885149
D406,D,0.871113351
C734,C,0.028786042
D48,D,0.475545195
C438,C,0.464028847
D548,D,0.724942715
C216,C,0.493579142
D724,D,0.459511108
C869,C,0.740288456
D235,D,0.068895687
C278,C,0.507987576
D567,D,0.341527505
C613,C,0.500769734
D54,D,0.43545105
C839,C,0.968129351
D961,D,0.767055194
C990,C,0.771220605
D349,D,0.630451528
C719,C,0.40031578
D956,D,0.22516997
C702,C,0.431769598
D212,D,0.127429158
C796,C,0.10052377
D154,D,0.764767773
C548,C,0.34071875
D926,D,0.554386086
C423,C,0.536559759
D888,D,0.297745199
C2,C,0.853268684
D94,D,0.561611512
C238,C,0.523678907
D259,D,0.66470388
C730,C,0.807690602
D617,D,0.659848056
C319,C,0.935294068
D168,D,0.550387261
C285,C,0.817607396
D43,D,0.334800221
C996,C,0.212491523
D638,D,0.72529888
C967,C,0.894856459
D498,D,0.478256165
C339,C,0.185122502
D765,D,0.44961887
C997,C,0.757266379
D702,D,0.815905891
C669,C,0.427118449
D290,D,0.121215644
C99,C,0.993563558
D279,D,0.707994181
C142,C,0.460937325
D629,D,0.472826378
C843,C,0.205542193
D247,D,0.812500035
C153,C,0.813406015
D804,D,0.145910968
C227,C,0.180899494
D90,D,0.681837982
C679,C,0.335145858
D133,D,0.863579809
C542,C,0.899130185
D373,D,0.334199763
C269,C,0.981950916
D783,D,0.544546189
C4,C,0.325764787
D432,D,0.174218489
C192,C,0.599213221
D919,D,0.767695693
C937,C,0.817200994
D979,D,0.21388346
C480,C,0.164808374
D903,D,0.256101366
C253,C,0.93442506
D63,D,0.659270226
C590,C,0.675846115
D662,D,0.03720879
C999,C,0.168356324
D104,D,0.546749574
C995,C,0.028166981
D646,D,0.405508945
C83,C,0.791541139
D875,D,0.585445459
C213,C,0.497449676
D887,D,0.466343636
C468,C,0.786777158
D747,D,0.003304679
C546,C,0.842318278
D354,D,0.752685854
C673,C,0.118132816
D284,D,0.484008945
C540,C,0.783522917
D570,D,0.814907183
C179,C,0.657526835
D783,D,0.813790641
C480,C,0.182169303
D525,D,0.40532183
C583,C,0.921094937
D739,D,0.058447159
C764,C,0.191879462
D24,D,0.998960834
C726,C,0.421017196
D425,D,0.434870046
C824,C,0.864554172
D62,D,0.469954465
C538,C,0.108304364
D491,D,0.964636786
C943,C,0.110351823
D662,D,0.94348553
C6,C,0.135737218
D161,D,0.948817441
C295,C,0.898882844
D421,D,0.564765952
C221,C,0.304014144
D288,D,0.349355336
C381,C,0.94207868
D415,D,0.735643205
C873,C,0.670156466
D457,D,0.993122696
C797,C,0.611515439
D864,D,0.583775238
C263,C,0.912067328
D880,D,0.811811015
C39,C,0.070966264
D570,D,0.959439563
C660,C,0.317444712
D309,D,0.206478043
C596,C,0.584109957
D123,D,0.387107373
C600,C,0.566757004
D42,D,0.873969656
C891,C,0.797977331
D8,D,0.726208229
C961,C,0.905454624
D897,D,0.27367055
C169,C,0.791939723
D98,D,0.543119136
C326,C,0.145141509
D619,D,0.533144517
C639,C,0.127691556
D342,D,0.585034382
C485,C,0.141627622
D464,D,0.949077132
C463,C,0.570287659
D881,D,0.044669609
C395,C,0.459402894
D793,D,0.517404418
C272,C,0.088284419
D485,D,0.956208047
C130,C,0.729765354
D417,D,0.944330525
C554,C,0.60837252
D376,D,0.355160537
C220,C,0.584250881
D393,D,0.38733821
C699,C,0.363793657
D863,D,0.131999694
C184,C,0.261168925
D528,D,0.261039817
C894,C,0.622887922
D609,D,0.820323355
C718,C,0.339686168
D915,D,0.661902931
C148,C,0.801929482
D615,D,0.914949079
C116,C,0.91403694
D538,D,0.695253121
C372,C,0.478100012
D281,D,0.469010861
C121,C,0.887252662
D308,D,0.242351504
C354,C,0.505305909
D396,D,0.787240737
C874,C,0.445174175
D886,D,0.551176741
C928,C,0.717631378
D814,D,0.839945229
C512,C,0.150737122
D848,D,0.585905233
C54,C,0.421174327
D102,D,0.828749852
C776,C,0.651711161
D533,D,0.78111488
C191,C,0.760064276
D644,D,0.001101338
C494,C,0.276545838
D153,D,0.046008519
C306,C,0.939040606
D674,D,0.554335149
C241,C,0.583249763
D418,D,0.879336664
C663,C,0.314332465
D40,D,0.150758161
C427,C,0.567627864
D477,D,0.410457704
C753,C,0.961931714
D421,D,0.801273853
C693,C,0.643780349
D19,D,0.853939856
C953,C,0.063396746
D996,D,0.865560366
C988,C,0.359760916
D768,D,0.393854866
C621,C,0.959672228
D117,D,0.209163323
C692,C,0.760621959
D506,D,0.980678359
C63,C,0.592662795
D451,D,0.329112662
C138,C,0.473061987
D517,D,0.352367863
C4,C,0.06782657
D192,D,0.746986003
C936,C,0.405374013
D868,D,0.594777876
C873,C,0.923974691
D949,D,0.962357818
C323,C,0.102448401
D171,D,0.321138842
C967,C,0.048044083
D935,D,0.577323105
C880,C,0.631546772
D731,D,0.015933974
C900,C,0.766771841
D393,D,0.514515868
C336,C,0.664098796
D855,D,0.036806771
C877,C,0.282925912
D314,D,0.132833857
C234,C,0.403614641
D869,D,0.845735632
C200,C,0.75603332
D829,D,0.932050964
C809,C,0.415815815
D728,D,0.717847443
C271,C,0.977505769
D987,D,0.844654643
C434,C,0.935662731
D181,D,0.994228583
C701,C,0.673591978
D541,D,0.562909367
C599,C,0.096808614
D979,D,0.839646517
C172,C,0.344450902
D85,D,0.805340853
C747,C,0.306000265
D160,D,0.342627127
C454,C,0.783761196
D779,D,0.539406094
C649,C,0.671797502
D556,D,0.749155335
C184,C,0.342675571
D283,D,0.785616222
C966,C,0.221815995
D653,D,0.476201212
C249,C,0.218834844
D714,D,0.367490603
C42,C,0.097599961
D571,D,0.636495324
C913,C,0.851449082
D7,D,0.340982453
C978,C,0.14837635
D205,D,0.783474975
C25,C,0.253488875
D697,D,0.83342726
C530,C,0.784758615
D126,D,0.74590323
C692,C,0.19140097
D978,D,0.71470327
C472,C,0.423880667
D422,D,0.251774628
C565,C,0.389912385
D491,D,0.345190412
C455,C,0.719122761
D988,D,0.176919039
C440,C,0.430376763
D344,D,0.991044272
C577,C,0.192716366
D101,D,0.713434575
C638,C,0.156627407
D535,D,0.68877729
C477,C,0.900629432
D43,D,0.251925397
C122,C,0.128113779
D682,D,0.248059076
C709,C,0.184750493
D929,D,0.719030406
C892,C,0.547243109
D669,D,0.115848408
C174,C,0.73350991
D52,D,0.405531096
C163,C,0.48914224
D856,D,0.174028472
C139,C,0.858020687
D465,D,0.11821905
C746,C,0.393184243
D655,D,0.024107176
C366,C,0.08832938
D14,D,0.253118724
C467,C,0.579607258
D934,D,0.441024874
C653,C,0.829551496
D136,D,0.68609226
C432,C,0.704843285
D266,D,0.535401677
C45,C,0.256515315
D921,D,0.965506473
C515,C,0.151775163
D662,D,0.249429254
C8,C,0.675180806
D285,D,0.594463148
C305,C,0.851378608
D100,D,0.950979459
C987,C,0.702976132
D286,D,0.377866598
C934,C,0.497326691
D806,D,0.05398987
C470,C,0.476459021
D703,D,0.877878533
C998,C,0.878253063
D970,D,0.679877753
C566,C,0.994138888
D188,D,0.558453
C381,C,0.314150649
D831,D,0.061348901
C31,C,0.81735246
D192,D,0.254325583
C744,C,0.549092732
D448,D,0.852301588
C125,C,0.907550328
D913,D,0.544800831
C796,C,0.525599883
D37,D,0.99763233
C877,C,0.235289077
D809,D,0.802758672
C506,C,0.181246613
D440,D,0.603770804
C835,C,0.574646801
D953,D,0.084868097
C745,C,0.900395773
D713,D,0.138772345
C440,C,0.162645807
D832,D,0.826880751
C844,C,0.513722927
D849,D,0.450233817
C874,C,0.683556994
D389,D,0.889723363
C214,C,0.413895033
D321,D,0.50434869
C21,C,0.935586842
D6,D,0.428641597
C926,C,0.835676493
D39,D,0.976748111
C683,C,0.001925556
D146,D,0.71735951
C834,C,0.228741302
D525,D,0.033614406
C379,C,0.814178065
D213,D,0.340483509
C749,C,0.759463603
D932,D,0.612906522
C367,C,0.477190155
D290,D,0.693047234
C503,C,0.700893877
D421,D,0.468219215
C599,C,0.219270044
D756,D,0.027177223
C905,C,0.039519096
D141,D,0.202517397
C281,C,0.845626646
D614,D,0.796716991
C630,C,0.536744616
D410,D,0.857006301
C877,C,0.344244124
D152,D,0.460855281
C107,C,0.783579112
D516,D,0.412064564
C407,C,0.427440058
D411,D,0.221149968
C833,C,0.094704006
D460,D,0.58878139
C128,C,0.77585488
D423,D,0.198425378
C181,C,0.062710385
D277,D,0.819080252
C86,C,0.276812054
D36,D,0.214853465
C827,C,0.205644491
D937,D,0.033563909
C211,C,0.984924223
D467,D,0.630042364
C255,C,0.293495507
D92,D,0.065203261
C772,C,0.900777854
D880,D,0.190805632
C714,C,0.071851417
D925,D,0.430971138
C492,C,0.542574628
D980,D,0.934301152
C746,C,0.935628731
D48,D,0.207593728
C801,C,0.085575153
D883,D,0.349941094
C353,C,0.560160143
D780,D,0.178639932
C358,C,0.365542457
D928,D,0.627860499
C764,C,0.134186104
D381,D,0.187905039
C150,C,0.430261913
D214,D,0.715647091
C713,C,0.763491922
D639,D,0.237209181
C149,C,0.769602941
D125,D,0.197008941
C88,C,0.82310458
D636,D,0.721671453
C577,C,0.99633203
D340,D,0.832920721
C355,C,0.629962675
D298,D,0.37568681
C9,C,0.342840932
D316,D,0.318288135
C36,C,0.678225126
D650,D,0.767311818
C287,C,0.951449726
D956,D,0.483758928
C207,C,0.948118641
D796,D,0.151335454
C702,C,0.012139574
D513,D,0.65455258
C488,C,0.951741125
D233,D,0.114918432
C290,C,0.605848187
D470,D,0.077095776
C526,C,0.941012159
D628,D,0.531538224
C338,C,0.551898543
D471,D,0.852360287
C238,C,0.066102965
D257,D,0.191087331
C741,C,0.735379773
D56,D,0.651851502
C223,C,0.039138647
D535,D,0.846935197
C218,C,0.46555035
D243,D,0.584348503
C123,C,0.096970611
D453,D,0.916149612
C786,C,0.049433825
D472,D,0.141648518
C490,C,0.882794458
D760,D,0.779945555
C916,C,0.079118914
D709,D,0.685053618
C974,C,0.419401155
D970,D,0.904212251
C661,C,0.905257667
D19,D,0.713901618
C52,C,0.719703149
D301,D,0.465051573
C397,C,0.013217801
D885,D,0.273188312
C47,C,0.946588879
D586,D,0.779002598
C58,C,0.931915205
D440,D,0.118306531
C44,C,0.50439996
D499,D,0.635430538
C138,C,0.327578558
D655,D,0.020576542
C301,C,0.618018919
D48,D,0.008408718
C399,C,0.055549743
D124,D,0.435034553
C17,C,0.343098768
D602,D,0.519492895
C183,C,0.344241518
D966,D,0.912962484
C208,C,0.644691634
D434,D,0.894959343
C517,C,0.010104535
D297,D,0.248340552
C70,C,0.058441261
D255,D,0.078825721
C84,C,0.879846554
D381,D,0.69794274
C329,C,0.352217634
D124,D,0.932573664
C987,C,0.247966288
D380,D,0.603803124
C672,C,0.664127575
D564,D,0.067531003
C731,C,0.70974984
D828,D,0.282010704
C580,C,0.650440506
D348,D,0.299113508
C305,C,0.462556164
D364,D,0.431594979
C355,C,0.597977025
D427,D,0.643349658
C57,C,0.684063313
D464,D,0.966687657
C579,C,0.810874501
D736,D,0.10886069
C197,C,0.1741494
D631,D,0.948266863
C144,C,0.59522403
D274,D,0.55152818
C18,C,0.078333168
D956,D,0.814274454
C297,C,0.226097948
D974,D,0.112550208
C118,C,0.681688188
D631,D,0.522448557
C919,C,0.574473816
D843,D,0.102229341
C272,C,0.16953051
D264,D,0.273155991
C889,C,0.767476188
D147,D,0.579513098
C268,C,0.217730096
D296,D,0.722578177
C130,C,0.911089846
D366,D,0.078562322
C888,C,0.307325045
D503,D,0.136975705
C460,C,0.842716092
D632,D,0.629897945
C125,C,0.494877007
D190,D,0.975436055
C402,C,0.86017651
D524,D,0.099428544
C157,C,0.563321952
D761,D,0.958562844
C845,C,0.508040868
D143,D,0.401574921
C151,C,0.566789536
D611,D,0.322398541
C720,C,0.063290496
D765,D,0.524976949
C665,C,0.962904165
D922,D,0.59687684
C486,C,0.298620518
D708,D,0.821389263
C765,C,0.839611214
D984,D,0.356054344
C911,C,0.699312397
D242,D,0.635375784
C58,C,0.283384255
D4,D,0.598672804
C372,C,0.816760848
D772,D,0.945971904
C680,C,0.572684032
D873,D,0.535972896
C310,C,0.252217946
D812,D,0.886620758
C803,C,0.093145323
D216,D,0.336651523
C223,C,0.599202898
D798,D,0.30310314
C476,C,0.322265038
D402,D,0.982019414
C725,C,0.872328242
D412,D,0.090045349
C672,C,0.793829603
D263,D,0.770338382
C537,C,0.865528023
D723,D,0.873082797
C385,C,0.125222789
D101,D,0.597386802
C79,C,0.987857844
D882,D,0.184998125
C482,C,0.227549841
D809,D,0.61438703
C597,C,0.878365275
D207,D,0.818305823
C89,C,0.109488325
D796,D,0.323444125
C260,C,0.18444241
D520,D,0.350948483
C534,C,0.598664655
D696,D,0.354746172
C158,C,0.422662135
D517,D,0.304830969
C39,C,0.844023351
D22,D,0.241896681
C531,C,0.456471629
D181,D,0.670865886
C608,C,0.103641678
D961,D,0.392121401
C80,C,0.304451504
D515,D,0.282296225
C522,C,0.956125005
D435,D,0.304044056
C540,C,0.021754919
D86,D,0.255045905
C223,C,0.166006887
D247,D,0.487030022
C39,C,0.064063544
D534,D,0.616542913
C906,C,0.100383703
D561,D,0.693746773
C962,C,0.648736478
D473,D,0.750283365
C521,C,0.089358611
D238,D,0.712024576
C965,C,0.636801734
D117,D,0.931013239
C213,C,0.304298676
D962,D,0.890032831
C249,C,0.023713422
D495,D,0.928742048
C426,C,0.787444967
D32,D,0.771447902
C853,C,0.589362222
D452,D,0.510715638
C226,C,0.725932624
D759,D,0.428052283
C922,C,0.590480034
D352,D,0.809824403
C987,C,0.445619806
D152,D,0.665789427
C358,C,0.940593955
D668,D,0.777623185
C15,C,0.779875732
D279,D,0.111008813
C684,C,0.650630837
D870,D,0.3868922
C723,C,0.866840188
D724,D,0.692938104
C31,C,0.613225588
D534,D,0.980205991
C235,C,0.323741093
D214,D,0.998524347
C286,C,0.60968074
D883,D,0.519981791
C357,C,0.081463866
D910,D,0.98816136
C81,C,0.659309707
D444,D,0.95796358
C108,C,0.660385132
D860,D,0.269404538
C334,C,0.807106034
D689,D,0.562452321
C744,C,0.37860856
D410,D,0.995949586
C563,C,0.404603623
D431,D,0.681951972
C413,C,0.093447625
D249,D,0.734538826
C33,C,0.349980558
D138,D,0.484552709
C892,C,0.087216194
D506,D,0.031261006
C674,C,0.755370599
D522,D,0.171022724
C757,C,0.005250981
D79,D,0.780583748
C891,C,0.775103971
D934,D,0.795898829
C119,C,0.30425889
D284,D,0.213634976
C70,C,0.046969871
D127,D,0.754159746
C111,C,0.091235878
D372,D,0.544710295
C250,C,0.378624949
D344,D,0.055428852
C350,C,0.831149822
D22,D,0.140525245
C855,C,0.479387898
D567,D,0.809421969
C200,C,0.98956134
D8,D,0.231668942
C495,C,0.459773021
D507,D,0.300669263
C652,C,0.967760105
D825,D,0.446636293
C40,C,0.426905854
D924,D,0.20189961
C462,C,0.593385783
D647,D,0.996036652
C628,C,0.464098278
D716,D,0.448735532
C852,C,0.954827236
D759,D,0.241917049
C944,C,0.401860831
D855,D,0.978002273
C554,C,0.112894225
D664,D,0.094776305
C933,C,0.148965317
D613,D,0.040786688
C693,C,0.911863573
D741,D,0.007103738
C530,C,0.243924002
D92,D,0.80498968
C319,C,0.800060612
D142,D,0.901251944
C944,C,0.90818834
D57,D,0.069823413
C529,C,0.680539537
D341,D,0.440000633
C0,C,0.742804978
D362,D,0.848283005
C196,C,0.700778301
D264,D,0.22396959
C814,C,0.529587826
D348,D,0.432236434
C288,C,0.683853207
D158,D,0.624365578
C61,C,0.014390101
D791,D,0.990533483
C498,C,0.315621962
D850,D,0.557448623
C917,C,0.004646294
D653,D,0.237858666
C354,C,0.338555279
