DESTINATION,CODES,NEW RATE USD,CONN CHARGE,EFFECTIVE DATE,STATUS
El Salvador CTE Telecom,50325032,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50325033,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,5032510,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,5032511,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,5032519,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,503252,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50325911,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50325917,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50325918,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50325919,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50325920,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50325928,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50325929,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50325940,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326040,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326041,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326042,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326043,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326044,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326045,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326046,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326085,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326102,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326110,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326111,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326130,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326140,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326160,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326161,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326182,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326186,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326190,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326191,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326194,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326199,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326220,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326221,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326222,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326223,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326224,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,5032624,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326264,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326265,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326266,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326267,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326270,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326274,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326275,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326276,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326278,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326280,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326281,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326282,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326283,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326284,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326295,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326308,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326320,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326321,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326322,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326323,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326324,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326325,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326337,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326338,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326339,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,5032639,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326411,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326412,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326413,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326414,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,5032645,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326470,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326477,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326480,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326490,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326494,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326495,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326497,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326499,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,5032650,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326510,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326520,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326540,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326541,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326542,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326543,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326581,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326586,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326588,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326590,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326593,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326595,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326596,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,5032660,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,5032661,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326620,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326621,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326622,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326623,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326624,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,5032663,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326642,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326644,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,5032665,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326670,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326671,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326672,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326673,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326674,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326675,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326676,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326677,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326678,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,5032668,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,5032669,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,5032671,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,5032680,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,5032681,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326820,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326821,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326822,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326823,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326824,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,5032683,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,5032684,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326870,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326871,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50326872,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50327901,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50327905,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50328901,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50328906,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50329901,0.0829,0,30/Jan/16,SAME
El Salvador CTE Telecom,50329909,0.0829,0,30/Jan/16,SAME
El Salvador Digicel fixed,50322170,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50322171,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50322172,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50322173,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50322174,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50322190,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50322191,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50322192,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50322193,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50322194,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50322195,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50322477,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50322478,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50322479,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50322550,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50322551,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50322552,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50322553,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50322554,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50322556,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50322650,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50322651,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50322652,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50322653,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50322654,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50322850,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50322851,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50322852,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50322853,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50322854,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50322855,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50323329,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50323390,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50323425,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50323426,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50323427,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50323428,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50323429,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50323430,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50323431,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50323432,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50323433,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50323434,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50323435,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50323436,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50323437,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50323438,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50323439,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50324100,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50324101,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50324102,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50324103,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50324104,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50324105,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50324106,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50324107,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,5032423,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50324280,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50324281,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50324282,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,5032439,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,5032504,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,5032559,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,5032560,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50325610,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50325611,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50325612,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50325613,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50326430,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50326431,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50326432,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50326433,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50326434,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50326440,0.1124,0,30/Jan/16,SAME
El Salvador Digicel fixed,50326441,0.1124,0,30/Jan/16,SAME
El Salvador GCA Fixed,5032118,0.1333,0,30/Jan/16,SAME
El Salvador GCA Fixed,5032230,0.1333,0,30/Jan/16,SAME
El Salvador GCA Fixed,50322560,0.1333,0,30/Jan/16,SAME
El Salvador GCA Fixed,50322561,0.1333,0,30/Jan/16,SAME
El Salvador GCA Fixed,50322562,0.1333,0,30/Jan/16,SAME
El Salvador GCA Fixed,50322563,0.1333,0,30/Jan/16,SAME
El Salvador GCA Fixed,50323260,0.1333,0,30/Jan/16,SAME
El Salvador GCA Fixed,50323261,0.1333,0,30/Jan/16,SAME
El Salvador GCA Fixed,50323262,0.1333,0,30/Jan/16,SAME
El Salvador GCA Fixed,50323263,0.1333,0,30/Jan/16,SAME
El Salvador GCA Fixed,50323264,0.1333,0,30/Jan/16,SAME
El Salvador GCA Fixed,5032426,0.1333,0,30/Jan/16,SAME
El Salvador GCA Fixed,5032480,0.1333,0,30/Jan/16,SAME
El Salvador GCA Fixed,5032670,0.1333,0,30/Jan/16,SAME
El Salvador Mobile Digicel SA,503620,0.1116,0,30/Jan/16,SAME
El Salvador Mobile Digicel SA,50373,0.1116,0,30/Jan/16,SAME
El Salvador Mobile Digicel SA,50374,0.1116,0,30/Jan/16,SAME
El Salvador Mobile Digicel SA,5037695,0.1116,0,30/Jan/16,SAME
El Salvador Mobile Digicel SA,5037696,0.1116,0,30/Jan/16,SAME
El Salvador Mobile Digicel SA,5037697,0.1116,0,30/Jan/16,SAME
El Salvador Mobile Digicel SA,5037698,0.1116,0,30/Jan/16,SAME
El Salvador Mobile Digicel SA,503776,0.1116,0,30/Jan/16,SAME
El Salvador Mobile Digicel SA,503777,0.1116,0,30/Jan/16,SAME
El Salvador Mobile Digicel SA,5037801,0.1116,0,30/Jan/16,SAME
El Salvador Mobile Digicel SA,50378020,0.1116,0,30/Jan/16,SAME
El Salvador Mobile Digicel SA,50378021,0.1116,0,30/Jan/16,SAME
El Salvador Mobile Digicel SA,50378022,0.1116,0,30/Jan/16,SAME
El Salvador Mobile Digicel SA,50378023,0.1116,0,30/Jan/16,SAME
El Salvador Mobile Digicel SA,50378024,0.1116,0,30/Jan/16,SAME
El Salvador Mobile Digicel SA,503797,0.1116,0,30/Jan/16,SAME
El Salvador Mobile Personal,503630,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,5036310,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,5036311,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,50363120,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,50363121,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,50363122,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,50363123,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,50363124,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,503700,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,503701,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,503702,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,503703,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,503704,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,503705,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,503706,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,50370700,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,50370702,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,50370703,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,50370704,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,50370705,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,50370710,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,50370712,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,50370717,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,50370735,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,50370736,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,50370737,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,50370738,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,503708,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,503709,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,503760,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,503761,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,503762,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,503763,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,503764,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,503765,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,503766,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,5037687,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,5037688,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,5037689,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,5037690,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,503774,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,503775,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,50378025,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,50378026,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,50378027,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,50378028,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,50378029,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,5037803,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,5037805,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,5037806,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,5037807,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,5037808,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,5037809,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,5037840,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,5037841,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,5037842,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,5037843,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,5037844,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,503785,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,503786,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,503795,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,503796,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,5037985,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,5037986,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,5037987,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,5037988,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Personal,5037989,0.1267,0,30/Jan/16,SAME
El Salvador Mobile Telefonica,503610,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,503611,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,503612,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,503613,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,503614,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,503615,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,503616,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,503617,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,503618,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,50370701,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,50370706,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,50370709,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,5037071,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,50371,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,503745,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,50376865,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,50376866,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,50376867,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,50376868,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,50376869,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,5037691,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,5037692,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,5037693,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,5037694,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,5037699,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,503770,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,503771,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,5037780,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,5037781,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,5037782,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,5037783,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,5037784,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,5037790,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,5037791,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,5037792,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,5037793,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,5037794,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,5037800,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,503781,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,503782,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,503783,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,5037845,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,5037846,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,5037847,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,5037848,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,5037849,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telefonica,503799,0.1367,0,05/Feb/16,INCREASE
El Salvador Mobile Telemovil,503600,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,503720,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,503721,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,503722,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,503723,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,503724,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,503725,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,503726,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,503727,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,503728,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,503729,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,503747,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,503748,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,503749,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,50375,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,503772,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,503773,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,5037785,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,5037786,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,5037787,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,5037788,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,5037789,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,5037795,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,5037796,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,5037797,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,5037798,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,5037799,0.1379,0,30/Jan/16,SAME
