"All Employer-Insured Plans, Medical Only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marketscan Continuance Table, 2009 Continuously Enrolled Beneficiaries",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up To,Number of Enrollees,Avg. Cost per Enrollee (Max'd),Avg. Cost per Enrollee (Bucket),ER,Avg. ER Freq,IP,Avg. IP Freq,Primary Care,Avg. Primary Care Freq,Specialist,Avg. Specialist Freq,Mental Health and Sub. Abuse,Mental Health and Sub. Abuse Freq.,-,-,Imaging,Avg. Imaging Freq,-,-,-,-,Speech Therapy,Avg. Speech Therapy Freq,Occ. + Physical Therapy,Occ. + Physical Therapy Freq,-,-,Well Baby (Combined),Avg. Well Baby Freq (Combined),-,-,-,-,Well Baby (Unclass.),Avg. Well Baby Freq (Unclass.),Preventive (Combined),Avg. Prev. Freq (Combined),-,-,-,-,-,-,Laboratory,Avg. Laboratory Freq,X-rays (Combined),Avg. X-ray Freq (Combined),X-rays (Specialist),Avg. X-rays Freq (Specialist),X-rays (Primary),Avg. X-rays Freq (Primary),X-rays (Unclass.),Avg. X-rays Freq (Unclass.),SNF,Avg. SNF Freq.,Unclassified,Avg. Unclassified Freq,Avg. IP Days,Avg. SNF Days,Mental Health - OP Facility,Avg. Mental Health - OP Facility Freq,Mental Health - OP Prof.,Avg. Mental Health - OP Prof. Freq,Sub. Abuse - OP Facility,Avg. Sub. Abuse - OP Facility Freq,Sub. Abuse - OP Prof.,Avg. Sub. Abuse - OP Prof. Freq,Imaging - OP Facility,Avg. Imaging - OP Facility Freq,Imaging - OP Prof.,Avg. Imaging - OP Prof. Freq,-,-,-,-,-,-,-,-,Speech Therapy - OP Facility,Avg. Speech Therapy - OP Facility Freq,Speech Therapy - OP Prof.,Avg. Speech Therapy - OP Prof. Freq,Occupational Therapy - OP Facility,Avg. Occ. Therapy - OP Facility Freq,Occupational Therapy - OP Prof.,Avg. Occ. Therapy - OP Prof. Freq,-,-,-,-,Laboratory - OP Facility,Avg. Lab - OP Facility Freq,Laboratory - OP Prof.,Avg. Lab - OP Prof. Freq,Unclassified - OP Facility,Avg. Unclass. - OP Facility Freq,Unclassified - OP Prof,Avg. Unclass. - OP Prof Freq,IP Max Days - 1,IP Max Days - 2,IP Max Days - 3,IP Max Days - 4,IP Max Days - 5,IP Max Days - 6,IP Max Days - 7,IP Max Days - 8,IP Max Days - 9,IP Max Days - 10,Primary Care >1 Visit,Primary Care >1 Visit Freq.,Primary Care >2 Visits,Primary Care >2 Visits Freq.,Primary Care >3 Visits,Primary Care >3 Visits Freq.,Primary Care >4 Visits,Primary Care >4 Visits Freq.,Primary Care >5 Visits,Primary Care >5 Visits Freq.,Primary Care >6 Visits,Primary Care >6 Visits Freq.,Primary Care >7 Visits,Primary Care >7 Visits Freq.,Primary Care >8 Visits,Primary Care >8 Visits Freq.,Primary Care >9 Visits,Primary Care >9 Visits Freq.,Primary Care >10 Visits,Primary Care >10 Visits Freq.
"$5,400","3,159","$1,812.29","$5,349.54",$53.05,0.083,$11.64,0.006,$226.09,2.591,$382.35,2.843,$1.69,0.010,.,0.00,$62.82,0.208,.,0.00,.,0.00,$0.53,0.003,$5.42,0.001,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$286.46,1.652,.,0.00,.,0.00,.,0.00,$41.48,0.630,$39.85,0.246,$27.69,0.131,$7.48,0.037,$4.69,0.08,$0.00,0.00E+00,$58.15,0.170,0.010,0.00E+00,$0.95,0.005,$0.09,0.000,.,0.00,.,0.00,$60.51,0.200,$0.46,0.002,.,0.00,.,0.00,.,0.00,.,0.00,$0.46,0.002,$0.00,0.000,$4.78,0.019,$0.01,0.000,.,0.00,.,0.00,$33.75,0.187,$0.09,0.001,$34.66,0.088,$0.17,0.001,0.006 ,0.009 ,0.010 ,0.010 ,0.010 ,0.010 ,0.010 ,0.010 ,0.010 ,0.010 ,$120.50,1.87,$85.86,1.33,$60.47,0.95,$42.49,0.68,$30.04,0.49,$21.45,0.36,$15.51,0.27,$11.38,0.20,$8.46,0.16,$6.38,0.12
"$5,500","3,124","$1,827.37","$5,450.05",$54.44,0.084,$11.98,0.006,$227.55,2.601,$386.96,2.864,$1.73,0.011,.,0.00,$63.93,0.210,.,0.00,.,0.00,$0.53,0.003,$5.55,0.001,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$287.95,1.658,.,0.00,.,0.00,.,0.00,$42.10,0.634,$40.26,0.248,$27.98,0.132,$7.52,0.038,$4.75,0.08,$0.00,0.00E+00,$59.53,0.172,0.010,0.00E+00,$0.97,0.005,$0.09,0.000,.,0.00,.,0.00,$61.59,0.201,$0.47,0.002,.,0.00,.,0.00,.,0.00,.,0.00,$0.46,0.002,$0.00,0.000,$4.91,0.019,$0.01,0.000,.,0.00,.,0.00,$34.23,0.188,$0.09,0.001,$35.45,0.090,$0.17,0.001,0.006 ,0.009 ,0.010 ,0.010 ,0.010 ,0.010 ,0.010 ,0.010 ,0.010 ,0.010 ,$121.44,1.88,$86.68,1.34,$61.16,0.95,$43.06,0.68,$30.51,0.50,$21.83,0.37,$15.82,0.27,$11.63,0.21,$8.67,0.16,$6.56,0.12
"$5,600","3,073","$1,842.20","$5,549.94",$55.86,0.085,$12.46,0.006,$228.87,2.610,$391.36,2.885,$1.75,0.011,.,0.00,$65.00,0.211,.,0.00,.,0.00,$0.53,0.003,$5.68,0.001,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$289.40,1.663,.,0.00,.,0.00,.,0.00,$42.60,0.638,$40.61,0.249,$28.25,0.133,$7.56,0.038,$4.80,0.08,$0.00,0.00E+00,$60.84,0.175,0.011,0.00E+00,$0.98,0.006,$0.09,0.000,.,0.00,.,0.00,$62.61,0.203,$0.47,0.002,.,0.00,.,0.00,.,0.00,.,0.00,$0.46,0.002,$0.00,0.000,$5.03,0.019,$0.01,0.000,.,0.00,.,0.00,$34.63,0.190,$0.09,0.001,$36.17,0.091,$0.17,0.001,0.006 ,0.009 ,0.010 ,0.011 ,0.011 ,0.011 ,0.011 ,0.011 ,0.011 ,0.011 ,$122.29,1.89,$87.40,1.35,$61.76,0.96,$43.55,0.69,$30.91,0.50,$22.16,0.37,$16.08,0.28,$11.84,0.21,$8.84,0.16,$6.69,0.12
"$5,700","2,952","$1,856.78","$5,650.31",$57.29,0.086,$12.85,0.006,$230.17,2.619,$395.54,2.904,$1.78,0.011,.,0.00,$66.04,0.213,.,0.00,.,0.00,$0.54,0.003,$5.81,0.001,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$290.67,1.668,.,0.00,.,0.00,.,0.00,$43.16,0.641,$40.98,0.251,$28.54,0.134,$7.60,0.038,$4.84,0.08,$0.00,0.00E+00,$62.22,0.177,0.011,0.00E+00,$1.00,0.006,$0.09,0.000,.,0.00,.,0.00,$63.61,0.205,$0.47,0.002,.,0.00,.,0.00,.,0.00,.,0.00,$0.47,0.002,$0.00,0.000,$5.14,0.020,$0.01,0.000,.,0.00,.,0.00,$35.05,0.191,$0.09,0.001,$36.95,0.092,$0.17,0.001,0.006 ,0.009 ,0.010 ,0.011 ,0.011 ,0.011 ,0.011 ,0.011 ,0.011 ,0.011 ,$123.12,1.90,$88.11,1.35,$62.36,0.97,$44.05,0.70,$31.32,0.51,$22.49,0.37,$16.35,0.28,$12.07,0.21,$9.02,0.16,$6.85,0.13
"$5,800","2,816","$1,871.14","$5,749.81",$58.64,0.087,$13.25,0.007,$231.42,2.628,$399.68,2.924,$1.81,0.011,.,0.00,$67.05,0.215,.,0.00,.,0.00,$0.55,0.003,$5.91,0.001,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$291.99,1.673,.,0.00,.,0.00,.,0.00,$43.65,0.644,$41.33,0.252,$28.80,0.135,$7.64,0.038,$4.90,0.08,$0.00,0.00E+00,$63.51,0.179,0.011,0.00E+00,$1.02,0.006,$0.09,0.000,.,0.00,.,0.00,$64.58,0.206,$0.48,0.002,.,0.00,.,0.00,.,0.00,.,0.00,$0.48,0.002,$0.00,0.000,$5.23,0.020,$0.01,0.000,.,0.00,.,0.00,$35.46,0.193,$0.09,0.001,$37.70,0.093,$0.17,0.001,0.006 ,0.010 ,0.011 ,0.011 ,0.011 ,0.011 ,0.011 ,0.011 ,0.011 ,0.011 ,$123.93,1.90,$88.82,1.36,$62.96,0.97,$44.56,0.70,$31.73,0.51,$22.83,0.38,$16.64,0.28,$12.30,0.21,$9.22,0.17,$7.01,0.13
"$5,900","2,874","$1,885.28","$5,849.64",$59.97,0.088,$13.62,0.007,$232.66,2.636,$404.15,2.944,$1.85,0.011,.,0.00,$68.10,0.216,.,0.00,.,0.00,$0.57,0.003,$6.06,0.001,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$293.25,1.678,.,0.00,.,0.00,.,0.00,$44.17,0.647,$41.72,0.254,$29.07,0.135,$7.68,0.038,$4.96,0.08,$0.00,0.00E+00,$65.05,0.182,0.012,0.00E+00,$1.04,0.006,$0.09,0.000,.,0.00,.,0.00,$65.59,0.208,$0.49,0.002,.,0.00,.,0.00,.,0.00,.,0.00,$0.50,0.002,$0.00,0.000,$5.37,0.020,$0.01,0.000,.,0.00,.,0.00,$35.87,0.194,$0.10,0.001,$38.58,0.095,$0.18,0.001,0.006 ,0.010 ,0.011 ,0.011 ,0.011 ,0.011 ,0.011 ,0.011 ,0.011 ,0.011 ,$124.73,1.91,$89.51,1.37,$63.55,0.98,$45.04,0.71,$32.13,0.52,$23.15,0.38,$16.89,0.29,$12.50,0.22,$9.38,0.17,$7.14,0.13
"$6,000","2,625","$1,899.20","$5,950.00",$61.33,0.089,$13.94,0.007,$233.78,2.644,$408.23,2.963,$1.86,0.011,.,0.00,$69.18,0.218,.,0.00,.,0.00,$0.57,0.003,$6.17,0.001,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$294.47,1.683,.,0.00,.,0.00,.,0.00,$44.66,0.650,$42.08,0.255,$29.34,0.136,$7.71,0.038,$5.02,0.08,$0.00,0.00E+00,$66.38,0.184,0.012,0.00E+00,$1.05,0.006,$0.09,0.000,.,0.00,.,0.00,$66.63,0.209,$0.50,0.002,.,0.00,.,0.00,.,0.00,.,0.00,$0.50,0.002,$0.00,0.000,$5.47,0.021,$0.01,0.000,.,0.00,.,0.00,$36.28,0.195,$0.10,0.001,$39.32,0.096,$0.18,0.001,0.007 ,0.010 ,0.011 ,0.011 ,0.012 ,0.012 ,0.012 ,0.012 ,0.012 ,0.012 ,$125.46,1.92,$90.14,1.38,$64.08,0.99,$45.48,0.71,$32.49,0.52,$23.45,0.38,$17.13,0.29,$12.71,0.22,$9.55,0.17,$7.28,0.13
"$6,100","2,527","$1,912.91","$6,050.53",$62.64,0.090,$14.29,0.007,$234.81,2.651,$412.18,2.981,$1.87,0.011,.,0.00,$70.14,0.219,.,0.00,.,0.00,$0.58,0.003,$6.31,0.001,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$295.58,1.687,.,0.00,.,0.00,.,0.00,$45.16,0.652,$42.42,0.256,$29.61,0.137,$7.75,0.038,$5.06,0.08,$0.00,0.00E+00,$67.78,0.186,0.012,0.00E+00,$1.06,0.006,$0.09,0.000,.,0.00,.,0.00,$67.55,0.211,$0.50,0.003,.,0.00,.,0.00,.,0.00,.,0.00,$0.50,0.002,$0.00,0.000,$5.60,0.021,$0.01,0.000,.,0.00,.,0.00,$36.67,0.197,$0.10,0.001,$40.05,0.097,$0.18,0.001,0.007 ,0.010 ,0.011 ,0.012 ,0.012 ,0.012 ,0.012 ,0.012 ,0.012 ,0.012 ,$126.13,1.93,$90.71,1.38,$64.57,0.99,$45.89,0.72,$32.83,0.52,$23.72,0.39,$17.36,0.29,$12.90,0.22,$9.71,0.17,$7.41,0.13
"$6,200","2,555","$1,926.42","$6,149.46",$64.08,0.091,$14.70,0.007,$235.93,2.659,$416.14,2.999,$1.90,0.011,.,0.00,$71.22,0.221,.,0.00,.,0.00,$0.59,0.003,$6.41,0.001,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$296.75,1.692,.,0.00,.,0.00,.,0.00,$45.66,0.655,$42.75,0.258,$29.85,0.138,$7.79,0.039,$5.12,0.08,$0.00,0.00E+00,$69.09,0.189,0.012,0.00E+00,$1.07,0.006,$0.09,0.000,.,0.00,.,0.00,$68.58,0.212,$0.51,0.003,.,0.00,.,0.00,.,0.00,.,0.00,$0.52,0.002,$0.00,0.000,$5.69,0.021,$0.01,0.000,.,0.00,.,0.00,$37.07,0.198,$0.10,0.001,$40.75,0.098,$0.18,0.001,0.007 ,0.010 ,0.012 ,0.012 ,0.012 ,0.012 ,0.012 ,0.012 ,0.012 ,0.012 ,$126.85,1.93,$91.34,1.39,$65.09,1.00,$46.32,0.72,$33.19,0.53,$24.01,0.39,$17.60,0.29,$13.08,0.22,$9.86,0.17,$7.53,0.13
"$6,300","2,472","$1,939.73","$6,248.91",$65.36,0.092,$15.07,0.007,$237.05,2.666,$419.99,3.017,$1.94,0.012,.,0.00,$72.18,0.222,.,0.00,.,0.00,$0.60,0.003,$6.56,0.001,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$297.87,1.696,.,0.00,.,0.00,.,0.00,$46.14,0.658,$43.04,0.259,$30.06,0.138,$7.82,0.039,$5.16,0.08,$0.00,0.00E+00,$70.46,0.191,0.012,0.00E+00,$1.09,0.006,$0.09,0.000,.,0.00,.,0.00,$69.50,0.213,$0.52,0.003,.,0.00,.,0.00,.,0.00,.,0.00,$0.53,0.002,$0.00,0.000,$5.83,0.022,$0.01,0.000,.,0.00,.,0.00,$37.45,0.199,$0.10,0.001,$41.50,0.099,$0.18,0.001,0.007 ,0.011 ,0.012 ,0.012 ,0.012 ,0.012 ,0.012 ,0.012 ,0.012 ,0.012 ,$127.57,1.94,$91.96,1.39,$65.62,1.00,$46.75,0.72,$33.54,0.53,$24.30,0.39,$17.83,0.30,$13.28,0.23,$10.02,0.17,$7.67,0.14
"$6,400","2,434","$1,952.85","$6,349.99",$66.81,0.093,$15.50,0.007,$238.09,2.673,$423.99,3.034,$1.98,0.012,.,0.00,$73.16,0.224,.,0.00,.,0.00,$0.60,0.003,$6.64,0.001,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$298.98,1.700,.,0.00,.,0.00,.,0.00,$46.62,0.661,$43.36,0.260,$30.30,0.139,$7.86,0.039,$5.21,0.08,$0.00,0.00E+00,$71.82,0.193,0.013,0.00E+00,$1.12,0.006,$0.09,0.000,.,0.00,.,0.00,$70.44,0.215,$0.52,0.003,.,0.00,.,0.00,.,0.00,.,0.00,$0.53,0.002,$0.00,0.000,$5.90,0.022,$0.01,0.000,.,0.00,.,0.00,$37.85,0.200,$0.10,0.001,$42.29,0.100,$0.18,0.001,0.007 ,0.011 ,0.012 ,0.012 ,0.012 ,0.012 ,0.013 ,0.013 ,0.013 ,0.013 ,$128.25,1.95,$92.54,1.40,$66.11,1.01,$47.16,0.73,$33.87,0.54,$24.58,0.40,$18.06,0.30,$13.46,0.23,$10.17,0.18,$7.79,0.14
"$6,500","2,326","$1,965.79","$6,450.76",$68.11,0.093,$15.84,0.007,$239.20,2.681,$427.98,3.052,$2.00,0.012,.,0.00,$74.24,0.226,.,0.00,.,0.00,$0.61,0.003,$6.77,0.001,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$300.05,1.704,.,0.00,.,0.00,.,0.00,$47.08,0.663,$43.65,0.262,$30.54,0.140,$7.88,0.039,$5.24,0.08,$0.00,0.00E+00,$73.06,0.195,0.013,0.00E+00,$1.13,0.006,$0.09,0.000,.,0.00,.,0.00,$71.48,0.216,$0.53,0.003,.,0.00,.,0.00,.,0.00,.,0.00,$0.53,0.002,$0.00,0.000,$6.01,0.023,$0.01,0.000,.,0.00,.,0.00,$38.23,0.202,$0.10,0.001,$42.98,0.102,$0.19,0.002,0.007 ,0.011 ,0.012 ,0.013 ,0.013 ,0.013 ,0.013 ,0.013 ,0.013 ,0.013 ,$128.97,1.95,$93.17,1.41,$66.65,1.01,$47.61,0.73,$34.25,0.54,$24.88,0.40,$18.31,0.30,$13.67,0.23,$10.34,0.18,$7.94,0.14
"$7,500","20,134","$2,085.80","$6,977.31",$82.46,0.102,$19.50,0.008,$248.86,2.743,$463.73,3.203,$2.33,0.013,.,0.00,$83.57,0.239,.,0.00,.,0.00,$0.68,0.003,$7.89,0.002,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$309.03,1.741,.,0.00,.,0.00,.,0.00,$51.49,0.687,$46.51,0.273,$32.57,0.147,$8.19,0.040,$5.75,0.09,$0.00,0.00E+00,$85.43,0.215,0.015,0.00E+00,$1.34,0.007,$0.11,0.000,.,0.00,.,0.00,$80.41,0.229,$0.59,0.003,.,0.00,.,0.00,.,0.00,.,0.00,$0.59,0.002,$0.00,0.000,$7.05,0.026,$0.01,0.000,.,0.00,.,0.00,$41.82,0.213,$0.11,0.001,$49.93,0.112,$0.20,0.002,0.008 ,0.012 ,0.014 ,0.014 ,0.014 ,0.015 ,0.015 ,0.015 ,0.015 ,0.015 ,$135.25,2.01,$98.66,1.46,$71.34,1.06,$51.55,0.77,$37.53,0.57,$27.60,0.43,$20.55,0.33,$15.53,0.25,$11.89,0.20,$9.23,0.15
"$10,000","34,096","$2,329.44","$8,643.57",$117.73,0.118,$32.23,0.011,$267.25,2.852,$534.55,3.475,$3.07,0.016,.,0.00,$102.32,0.264,.,0.00,.,0.00,$0.89,0.004,$10.26,0.002,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$324.41,1.802,.,0.00,.,0.00,.,0.00,$60.29,0.733,$52.57,0.295,$37.04,0.159,$8.74,0.042,$6.79,0.09,$0.00,0.00E+00,$113.66,0.255,0.020,0,$1.85,0.009,$0.14,0.000,.,0.00,.,0.00,$98.26,0.252,$0.70,0.003,.,0.00,.,0.00,.,0.00,.,0.00,$0.77,0.003,$0.00,0.000,$9.27,0.033,$0.01,0.000,.,0.00,.,0.00,$49.03,0.235,$0.12,0.001,$64.63,0.133,$0.24,0.002,0.011 ,0.016 ,0.018 ,0.019 ,0.020 ,0.020 ,0.020 ,0.020 ,0.020 ,0.020 ,$147.23,2.12,$109.18,1.55,$80.39,1.14,$59.24,0.85,$43.99,0.64,$33.02,0.48,$25.10,0.37,$19.35,0.29,$15.11,0.23,$11.95,0.18
"$15,000","37,569","$2,669.48","$12,204.15",$181.95,0.141,$78.64,0.019,$290.80,2.973,$625.28,3.772,$4.36,0.019,.,0.00,$126.74,0.293,.,0.00,.,0.00,$1.18,0.005,$13.48,0.003,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$340.86,1.871,.,0.00,.,0.00,.,0.00,$71.66,0.790,$60.03,0.322,$42.57,0.174,$9.44,0.045,$8.02,0.10,$0.00,0.00E+00,$164.02,0.314,0.037,0,$2.79,0.011,$0.18,0.001,.,0.00,.,0.00,$121.39,0.279,$0.88,0.004,.,0.00,.,0.00,.,0.00,.,0.00,$1.04,0.004,$0.00,0.000,$12.32,0.043,$0.01,0.000,.,0.00,.,0.00,$58.55,0.262,$0.13,0.001,$86.04,0.161,$0.31,0.002,0.017 ,0.027 ,0.031 ,0.033 ,0.034 ,0.034 ,0.035 ,0.035 ,0.035 ,0.035 ,$162.54,2.23,$122.68,1.66,$92.15,1.24,$69.37,0.93,$52.68,0.71,$40.42,0.55,$31.39,0.43,$24.72,0.34,$19.72,0.27,$15.91,0.22
"$20,000","20,288","$2,897.36","$17,258.33",$232.99,0.155,$134.68,0.026,$306.78,3.045,$684.09,3.931,$5.59,0.022,.,0.00,$143.50,0.311,.,0.00,.,0.00,$1.40,0.006,$16.02,0.003,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$350.39,1.913,.,0.00,.,0.00,.,0.00,$79.80,0.828,$64.72,0.338,$46.04,0.183,$9.85,0.046,$8.83,0.11,$0.00,0.00E+00,$202.46,0.353,0.055,0,$3.74,0.013,$0.19,0.001,.,0.00,.,0.00,$137.20,0.296,$1.05,0.005,.,0.00,.,0.00,.,0.00,.,0.00,$1.25,0.005,$0.00,0.000,$14.63,0.049,$0.02,0.000,.,0.00,.,0.00,$65.15,0.280,$0.14,0.001,$100.07,0.178,$0.35,0.003,0.023 ,0.037 ,0.043 ,0.046 ,0.048 ,0.049 ,0.050 ,0.050 ,0.051 ,0.051 ,$172.94,2.30,$131.87,1.72,$100.20,1.30,$76.37,0.98,$58.71,0.76,$45.61,0.59,$35.88,0.46,$28.58,0.37,$23.05,0.30,$18.81,0.24
"$25,000","11,567","$3,061.90","$22,270.06",$272.43,0.165,$183.14,0.031,$317.72,3.088,$723.59,4.028,$6.68,0.024,.,0.00,$154.88,0.322,.,0.00,.,0.00,$1.66,0.006,$17.92,0.004,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$356.48,1.938,.,0.00,.,0.00,.,0.00,$85.86,0.853,$67.66,0.349,$48.15,0.188,$10.13,0.047,$9.38,0.11,$0.00,0,$228.71,0.379,0.071,0,$4.47,0.015,$0.20,0.001,.,0.00,.,0.00,$147.87,0.307,$1.19,0.005,.,0.00,.,0.00,.,0.00,.,0.00,$1.49,0.005,$0.00,0.000,$16.33,0.054,$0.03,0.000,.,0.00,.,0.00,$70.00,0.293,$0.14,0.001,$110.23,0.191,$0.37,0.003,0.027 ,0.044 ,0.052 ,0.056 ,0.059 ,0.061 ,0.062 ,0.062 ,0.063 ,0.064 ,$180.03,2.34,$138.16,1.76,$105.73,1.33,$81.22,1.02,$62.93,0.78,$49.28,0.61,$39.08,0.48,$31.38,0.39,$25.51,0.31,$20.97,0.26
"$30,000","7,313","$3,188.89","$27,309.55",$302.67,0.172,$227.95,0.034,$325.11,3.115,$752.72,4.092,$7.44,0.025,.,0.00,$162.76,0.330,.,0.00,.,0.00,$1.78,0.006,$19.50,0.004,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$360.78,1.954,.,0.00,.,0.00,.,0.00,$90.27,0.869,$69.70,0.356,$49.60,0.192,$10.28,0.048,$9.82,0.12,$0.00,0,$248.48,0.398,0.084,0,$5.02,0.016,$0.21,0.001,.,0.00,.,0.00,$155.28,0.315,$1.26,0.005,.,0.00,.,0.00,.,0.00,.,0.00,$1.60,0.005,$0.00,0.000,$17.74,0.058,$0.03,0.000,.,0.00,.,0.00,$73.51,0.302,$0.15,0.001,$117.31,0.199,$0.39,0.003,0.030 ,0.049 ,0.059 ,0.064 ,0.067 ,0.070 ,0.071 ,0.072 ,0.073 ,0.074 ,$184.80,2.37,$142.41,1.79,$109.50,1.35,$84.54,1.04,$65.85,0.80,$51.83,0.63,$41.30,0.50,$33.30,0.40,$27.17,0.32,$22.41,0.27
"$35,000","5,084","$3,291.14","$32,347.74",$326.02,0.176,$269.05,0.037,$330.78,3.134,$775.82,4.138,$8.10,0.026,.,0.00,$168.83,0.335,.,0.00,.,0.00,$1.89,0.007,$20.75,0.005,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$363.94,1.965,.,0.00,.,0.00,.,0.00,$93.52,0.879,$71.36,0.362,$50.76,0.195,$10.41,0.048,$10.19,0.12,$0.00,0,$264.12,0.413,0.094,0,$5.54,0.017,$0.21,0.001,.,0.00,.,0.00,$160.95,0.320,$1.34,0.006,.,0.00,.,0.00,.,0.00,.,0.00,$1.70,0.006,$0.00,0.000,$18.77,0.061,$0.03,0.000,.,0.00,.,0.00,$76.16,0.308,$0.15,0.001,$123.04,0.206,$0.40,0.003,0.032 ,0.053 ,0.064 ,0.070 ,0.074 ,0.077 ,0.079 ,0.080 ,0.082 ,0.082 ,$188.46,2.39,$145.65,1.80,$112.37,1.37,$87.07,1.05,$68.07,0.81,$53.78,0.64,$43.00,0.51,$34.79,0.41,$28.49,0.33,$23.57,0.27
"$40,000","3,678","$3,375.91","$37,401.96",$344.19,0.180,$307.37,0.040,$335.36,3.149,$793.67,4.172,$8.55,0.026,.,0.00,$173.74,0.339,.,0.00,.,0.00,$1.95,0.007,$21.75,0.005,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$366.62,1.974,.,0.00,.,0.00,.,0.00,$96.35,0.888,$72.71,0.367,$51.67,0.197,$10.50,0.048,$10.53,0.12,$0.00,0,$277.35,0.426,0.105,0,$5.93,0.017,$0.22,0.001,.,0.00,.,0.00,$165.43,0.325,$1.41,0.006,.,0.00,.,0.00,.,0.00,.,0.00,$1.75,0.006,$0.00,0.000,$19.52,0.063,$0.03,0.000,.,0.00,.,0.00,$78.28,0.313,$0.15,0.001,$127.49,0.211,$0.42,0.003,0.034 ,0.056 ,0.068 ,0.075 ,0.080 ,0.083 ,0.085 ,0.087 ,0.089 ,0.090 ,$191.45,2.40,$148.35,1.82,$114.79,1.38,$89.23,1.06,$70.00,0.83,$55.50,0.65,$44.53,0.52,$36.16,0.42,$29.70,0.34,$24.65,0.28
"$45,000","2,831","$3,447.60","$42,398.84",$359.64,0.183,$343.62,0.042,$338.97,3.161,$808.08,4.199,$8.90,0.027,.,0.00,$177.44,0.342,.,0.00,.,0.00,$2.03,0.007,$22.84,0.005,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$368.72,1.980,.,0.00,.,0.00,.,0.00,$98.34,0.894,$73.75,0.370,$52.39,0.199,$10.58,0.048,$10.79,0.12,$0.00,0,$288.62,0.437,0.115,0,$6.18,0.018,$0.23,0.001,.,0.00,.,0.00,$168.93,0.328,$1.43,0.006,.,0.00,.,0.00,.,0.00,.,0.00,$1.81,0.006,$0.00,0.000,$20.30,0.065,$0.03,0.000,.,0.00,.,0.00,$79.85,0.317,$0.15,0.001,$131.28,0.216,$0.43,0.003,0.036 ,0.059 ,0.072 ,0.080 ,0.085 ,0.088 ,0.091 ,0.093 ,0.095 ,0.096 ,$193.80,2.41,$150.46,1.83,$116.68,1.39,$90.93,1.07,$71.52,0.83,$56.87,0.66,$45.76,0.52,$37.26,0.42,$30.68,0.34,$25.52,0.28
