TWT S.p.a. - Viale Jenner 33 - 20159 Milano,,,,,,
,,,,,,
COMUNICA IT SERVICES SA,,,,,Peak Hours,Off peak hours
Ivory Coast Mobile Moov,22502,0.216327,0.216327,19/01/2016,-,==
Ivory Coast Mobile Moov,22503,0.216327,0.216327,19/01/2016,-,==
Ivory Coast Mobile Moov,22540,0.216327,0.216327,19/01/2016,-,==
Ivory Coast Mobile Moov,22541,0.216327,0.216327,19/01/2016,-,==
Ivory Coast Mobile Moov,22542,0.216327,0.216327,19/01/2016,-,==
Ivory Coast Mobile Moov,22543,0.216327,0.216327,19/01/2016,-,==
Ivory Coast Mobile MTN,22504,0.240408,0.240408,19/01/2016,-,==
Ivory Coast Mobile MTN,22505,0.240408,0.240408,19/01/2016,-,==
Ivory Coast Mobile MTN,22506,0.240408,0.240408,19/01/2016,-,==
Ivory Coast Mobile MTN,22544,0.240408,0.240408,19/01/2016,-,==
Ivory Coast Mobile MTN,22545,0.240408,0.240408,19/01/2016,-,==
Ivory Coast Mobile MTN,22546,0.240408,0.240408,19/01/2016,-,==
Ivory Coast Mobile MTN,22554,0.240408,0.240408,19/01/2016,-,==
Ivory Coast Mobile MTN,22555,0.240408,0.240408,19/01/2016,-,==
Ivory Coast Mobile MTN,22556,0.240408,0.240408,19/01/2016,-,==
Ivory Coast Mobile MTN,22575,0.240408,0.240408,19/01/2016,-,==
Ivory Coast Mobile MTN,22576,0.240408,0.240408,19/01/2016,-,==
Ivory Coast Mobile Orange,22507,0.241515,0.241515,22/01/2016,-,==
Ivory Coast Mobile Orange,22508,0.241515,0.241515,22/01/2016,-,==
Ivory Coast Mobile Orange,22509,0.241515,0.241515,22/01/2016,-,==
Ivory Coast Mobile Orange,22547,0.241515,0.241515,22/01/2016,-,==
Ivory Coast Mobile Orange,22548,0.241515,0.241515,22/01/2016,-,==
Ivory Coast Mobile Orange,22549,0.241515,0.241515,22/01/2016,-,==
Ivory Coast Mobile Orange,22557,0.241515,0.241515,22/01/2016,-,==
Ivory Coast Mobile Orange,22558,0.241515,0.241515,22/01/2016,-,==
Ivory Coast Mobile Orange,22559,0.241515,0.241515,22/01/2016,-,==
Ivory Coast Mobile Orange,22577,0.241515,0.241515,22/01/2016,-,==
Ivory Coast Mobile Orange,22578,0.241515,0.241515,22/01/2016,-,==
Ivory Coast Mobile Orange,22579,0.241515,0.241515,22/01/2016,-,==
Ivory Coast Mobile Oricell,22560,0.174406,0.174406,19/01/2016,-,==
Ivory Coast Mobile Oricell,22561,0.174406,0.174406,19/01/2016,-,==
Ivory Coast Mobile Spacemob,2252170,0.159184,0.159184,19/01/2016,-,==
Ivory Coast Mobile Spacemob,2252179,0.159184,0.159184,19/01/2016,-,==
Ivory Coast Mobile Spacemob,2256988,0.159184,0.159184,19/01/2016,-,==
Ivory Coast Mobile Spacemob,22590409,0.159184,0.159184,19/01/2016,-,==
Ivory Coast MTN,225200,0.239714,0.239714,19/01/2016,-,==
Ivory Coast MTN,225210,0.239714,0.239714,19/01/2016,-,==
Ivory Coast MTN,225220,0.239714,0.239714,19/01/2016,-,==
Ivory Coast MTN,225230,0.239714,0.239714,19/01/2016,-,==
Ivory Coast MTN,225240,0.239714,0.239714,19/01/2016,-,==
Ivory Coast MTN,225300,0.239714,0.239714,19/01/2016,-,==
Ivory Coast MTN,225310,0.239714,0.239714,19/01/2016,-,==
Ivory Coast MTN,225320,0.239714,0.239714,19/01/2016,-,==
Ivory Coast MTN,225330,0.239714,0.239714,19/01/2016,-,==
Ivory Coast MTN,225340,0.239714,0.239714,19/01/2016,-,==
Ivory Coast MTN,225350,0.239714,0.239714,19/01/2016,-,==
Ivory Coast MTN,225360,0.239714,0.239714,19/01/2016,-,==
Jamaica,1876,0.089901,0.089901,19/01/2016,-,==
Jamaica Mobile,18763,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,18764,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,18768,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187621,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187624,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187625,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187626,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187628,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187629,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187640,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187641,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187642,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187643,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187644,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187645,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187646,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187647,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187648,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187649,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187653,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187654,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187656,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187657,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187658,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187659,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187670,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187677,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187678,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187679,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187680,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187681,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187682,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187683,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187684,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187685,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187686,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187687,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187688,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187689,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,187699,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876210,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876232,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876275,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876276,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876277,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876278,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876279,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876285,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876286,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876287,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876288,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876289,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876301,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876302,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876303,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876304,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876490,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876491,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876492,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876493,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876494,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876503,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876504,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876505,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876506,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876507,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876508,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876509,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876520,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876521,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876522,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876524,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876526,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876527,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876528,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876529,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876530,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876531,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876532,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876550,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876551,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876552,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876553,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876554,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876556,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876557,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876558,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876559,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876560,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876561,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876562,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876563,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876564,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876565,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876566,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876567,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876568,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876569,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876590,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876591,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876592,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876593,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876594,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876618,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876619,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876621,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876648,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876649,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876655,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876656,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876665,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876667,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876668,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876669,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876697,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876700,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876707,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876770,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876781,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876782,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876783,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876784,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876787,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876788,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876789,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876790,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876791,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876792,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876793,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876796,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876797,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876798,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876799,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876909,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876919,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876980,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876990,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876995,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876997,0.148809,0.148809,19/01/2016,-,==
Jamaica Mobile,1876999,0.148809,0.148809,19/01/2016,-,==
Japan,81,0.011054,0.011054,19/01/2016,-,==
Japan Military,81311,0.010943,0.010943,19/01/2016,-,==
Japan Military,81611,0.010943,0.010943,19/01/2016,-,==
Japan Military,813117,0.010943,0.010943,19/01/2016,-,==
Japan Mobile,8110,0.026254,0.026254,19/01/2016,-,==
Japan Mobile,8120,0.026254,0.026254,19/01/2016,-,==
Japan Mobile,8130,0.026254,0.026254,19/01/2016,-,==
Japan Mobile,8140,0.026254,0.026254,19/01/2016,-,==
Japan Mobile,8150,0.026254,0.026254,19/01/2016,-,==
Japan Mobile,8160,0.026254,0.026254,19/01/2016,-,==
Japan Mobile,8170,0.026254,0.026254,19/01/2016,-,==
Japan Mobile,8180,0.026254,0.026254,19/01/2016,-,==
Japan Mobile,8190,0.026254,0.026254,19/01/2016,-,==
Japan Nagoya,8152,0.011141,0.011141,19/01/2016,-,==
Japan Okinawa,8198,0.010714,0.010714,19/01/2016,-,==
Japan Osaka,816,0.010714,0.010714,19/01/2016,-,==
Japan Osaka,8166,0.010714,0.010714,19/01/2016,-,==
Japan Tokyo,813,0.010714,0.010714,19/01/2016,-,==
Jordan,962,0.060091,0.060091,19/01/2016,-,==
Jordan,9629,0.060091,0.060091,19/01/2016,-,==
Jordan Amman,9626,0.058098,0.058098,19/01/2016,-,==
Jordan Amman,96269,0.058098,0.058098,19/01/2016,-,==
Jordan Mobile,9627,0.067492,0.067492,19/01/2016,-,==
Jordan Mobile,96273,0.067492,0.067492,19/01/2016,-,==
Jordan Mobile,96274,0.067492,0.067492,19/01/2016,-,==
Jordan Mobile Mobilcom,96277,0.067500,0.067500,19/01/2016,-,==
Jordan Mobile Umniah,96278,0.073217,0.073217,19/01/2016,-,==
Jordan Mobile Zain,96279,0.067275,0.067275,19/01/2016,-,==
Jordan Mobile Zain,962795,0.067275,0.067275,19/01/2016,-,==
Jordan Mobile Zain,962796,0.067275,0.067275,19/01/2016,-,==
Kazakhstan,77,0.011627,0.011627,19/01/2016,-,==
Kazakhstan,771,0.011627,0.011627,19/01/2016,-,==
Kazakhstan,772,0.011627,0.011627,19/01/2016,-,==
Kazakhstan,7710,0.011627,0.011627,19/01/2016,-,==
Kazakhstan,7711,0.011627,0.011627,19/01/2016,-,==
Kazakhstan,7712,0.011627,0.011627,19/01/2016,-,==
Kazakhstan,7713,0.011627,0.011627,19/01/2016,-,==
Kazakhstan,7714,0.011627,0.011627,19/01/2016,-,==
Kazakhstan,7715,0.011627,0.011627,19/01/2016,-,==
Kazakhstan,7716,0.011627,0.011627,19/01/2016,-,==
Kazakhstan,7717,0.011627,0.011627,19/01/2016,-,==
Kazakhstan,7718,0.011627,0.011627,19/01/2016,-,==
Kazakhstan,7721,0.011627,0.011627,19/01/2016,-,==
Kazakhstan,7722,0.011627,0.011627,19/01/2016,-,==
Kazakhstan,7723,0.011627,0.011627,19/01/2016,-,==
Kazakhstan,7724,0.011627,0.011627,19/01/2016,-,==
Kazakhstan,7725,0.011627,0.011627,19/01/2016,-,==
Kazakhstan,7726,0.011627,0.011627,19/01/2016,-,==
Kazakhstan,7727,0.011627,0.011627,19/01/2016,-,==
Kazakhstan,7728,0.011627,0.011627,19/01/2016,-,==
Kazakhstan,7729,0.011627,0.011627,19/01/2016,-,==
Kazakhstan,77129,0.011627,0.011627,19/01/2016,-,==
Kazakhstan,77139,0.011627,0.011627,19/01/2016,-,==
Kazakhstan,77149,0.011627,0.011627,19/01/2016,-,==
Kazakhstan,77159,0.011627,0.011627,19/01/2016,-,==
Kazakhstan,77179,0.011627,0.011627,19/01/2016,-,==
Kazakhstan,77189,0.011627,0.011627,19/01/2016,-,==
Kazakhstan,77219,0.011627,0.011627,19/01/2016,-,==
Kazakhstan,77239,0.011627,0.011627,19/01/2016,-,==
Kazakhstan,77249,0.011627,0.011627,19/01/2016,-,==
Kazakhstan,77259,0.011627,0.011627,19/01/2016,-,==
Kazakhstan,77269,0.011627,0.011627,19/01/2016,-,==
Kazakhstan,77279,0.011627,0.011627,19/01/2016,-,==
Kazakhstan Almaty,77272,0.001967,0.001967,19/01/2016,-,==
Kazakhstan Almaty,77273,0.001967,0.001967,19/01/2016,-,==
Kazakhstan Astana,77172,0.001658,0.001658,19/01/2016,-,==
Kazakhstan Karaganda,77212,0.001917,0.001917,19/01/2016,-,==
Kazakhstan Mobile,7333,0.043834,0.043834,19/01/2016,-,==
Kazakhstan Mobile,7700,0.043834,0.043834,19/01/2016,-,==
Kazakhstan Mobile,7707,0.043834,0.043834,19/01/2016,-,==
Kazakhstan Mobile,7708,0.043834,0.043834,19/01/2016,-,==
Kazakhstan Mobile,7747,0.043834,0.043834,19/01/2016,-,==
Kazakhstan Mobile,771290,0.043834,0.043834,19/01/2016,-,==
Kazakhstan Mobile,771291,0.043834,0.043834,19/01/2016,-,==
Kazakhstan Mobile,771390,0.043834,0.043834,19/01/2016,-,==
Kazakhstan Mobile,771391,0.043834,0.043834,19/01/2016,-,==
Kazakhstan Mobile,771490,0.043834,0.043834,19/01/2016,-,==
Kazakhstan Mobile,771491,0.043834,0.043834,19/01/2016,-,==
Kazakhstan Mobile,771590,0.043834,0.043834,19/01/2016,-,==
Kazakhstan Mobile,771591,0.043834,0.043834,19/01/2016,-,==
Kazakhstan Mobile,771790,0.043834,0.043834,19/01/2016,-,==
Kazakhstan Mobile,771791,0.043834,0.043834,19/01/2016,-,==
Kazakhstan Mobile,771890,0.043834,0.043834,19/01/2016,-,==
Kazakhstan Mobile,771891,0.043834,0.043834,19/01/2016,-,==
Kazakhstan Mobile,772190,0.043834,0.043834,19/01/2016,-,==
Kazakhstan Mobile,772191,0.043834,0.043834,19/01/2016,-,==
Kazakhstan Mobile,772390,0.043834,0.043834,19/01/2016,-,==
Kazakhstan Mobile,772391,0.043834,0.043834,19/01/2016,-,==
Kazakhstan Mobile,772490,0.043834,0.043834,19/01/2016,-,==
Kazakhstan Mobile,772590,0.043834,0.043834,19/01/2016,-,==
Kazakhstan Mobile,772591,0.043834,0.043834,19/01/2016,-,==
Kazakhstan Mobile,772690,0.043834,0.043834,19/01/2016,-,==
Kazakhstan Mobile,772691,0.043834,0.043834,19/01/2016,-,==
Kazakhstan Mobile,772790,0.043834,0.043834,19/01/2016,-,==
Kazakhstan Mobile,772791,0.043834,0.043834,19/01/2016,-,==
Kazakhstan Mobile Kartel,7705,0.077720,0.077720,19/01/2016,-,==
Kazakhstan Mobile Kartel,7771,0.077720,0.077720,19/01/2016,-,==
Kazakhstan Mobile Kartel,7776,0.077720,0.077720,19/01/2016,-,==
Kazakhstan Mobile Kartel,7777,0.077720,0.077720,19/01/2016,-,==
Kazakhstan Mobile K-Cell,7701,0.072493,0.072493,19/01/2016,-,==
Kazakhstan Mobile K-Cell,7702,0.072493,0.072493,19/01/2016,-,==
Kazakhstan Mobile K-Cell,7775,0.072493,0.072493,19/01/2016,-,==
Kazakhstan Mobile K-Cell,7778,0.072493,0.072493,19/01/2016,-,==
Kazakhstan Special Services,776,0.019576,0.019576,19/01/2016,-,==
Kazakhstan Special Services,7760,0.019576,0.019576,19/01/2016,-,==
Kazakhstan Special Services,7761,0.019576,0.019576,19/01/2016,-,==
Kazakhstan Special Services,7762,0.019576,0.019576,19/01/2016,-,==
Kazakhstan Special Services,7763,0.019576,0.019576,19/01/2016,-,==
Kazakhstan Special Services,7764,0.019576,0.019576,19/01/2016,-,==
Kazakhstan Special Services,7785,0.019576,0.019576,19/01/2016,-,==
Kazakhstan Special Services,7788,0.019576,0.019576,19/01/2016,-,==
Kazakhstan Special Services,77905,0.019576,0.019576,19/01/2016,-,==
Kazakhstan Special Services,772758,0.019576,0.019576,19/01/2016,-,==
Kazakhstan Special Services,776099,0.019576,0.019576,19/01/2016,-,==
Kazakhstan Special Services,7727581,0.019576,0.019576,19/01/2016,-,==
Kazakhstan Special Services,778000501,0.019576,0.019576,19/01/2016,-,==
Kazakhstan Special Services,778090500,0.019576,0.019576,19/01/2016,-,==
Kenya,254,0.087716,0.087716,19/01/2016,-,==
Kenya,2542,0.087716,0.087716,19/01/2016,-,==
Kenya Mobile,2547,0.063084,0.063084,19/01/2016,-,==
Kenya Mobile Airtel,25473,0.119296,0.119296,19/01/2016,-,==
Kenya Mobile Airtel,254786,0.119296,0.119296,19/01/2016,-,==
Kenya Mobile Airtel,254787,0.119296,0.119296,19/01/2016,-,==
Kenya Mobile Airtel,254788,0.119296,0.119296,19/01/2016,-,==
Kenya Mobile Airtel,254789,0.119296,0.119296,19/01/2016,-,==
Kenya Mobile Econet,25475,0.113281,0.113281,19/01/2016,-,==
Kenya Mobile Orange,25477,0.092091,0.092091,19/01/2016,-,==
Kenya Mobile Safaricom,25470,0.049479,0.049479,19/01/2016,-,==
Kenya Mobile Safaricom,25471,0.049479,0.049479,19/01/2016,-,==
Kenya Mobile Safaricom,25472,0.049479,0.049479,19/01/2016,-,==
Kenya Mobile Safaricom,254700,0.049479,0.049479,19/01/2016,-,==
Kenya Mobile Safaricom,254701,0.049479,0.049479,19/01/2016,-,==
Kenya Mobile Safaricom,254702,0.049479,0.049479,19/01/2016,-,==
Kenya Mobile Safaricom,254703,0.049479,0.049479,19/01/2016,-,==
Kenya Mobile Safaricom,254704,0.049479,0.049479,19/01/2016,-,==
Kenya Mobile Safaricom,254705,0.049479,0.049479,19/01/2016,-,==
Kenya Mobile Safaricom,254706,0.049479,0.049479,19/01/2016,-,==
Kenya Mobile Safaricom,254707,0.049479,0.049479,19/01/2016,-,==
Kenya Mobile Safaricom,254708,0.049479,0.049479,19/01/2016,-,==
Kenya Mobile Safaricom,254710,0.049479,0.049479,19/01/2016,-,==
Kenya Mobile Safaricom,254711,0.049479,0.049479,19/01/2016,-,==
Kenya Mombassa,25441,0.090796,0.090796,19/01/2016,-,==
Kenya Nairobi,25420,0.074448,0.074448,19/01/2016,-,==
Kiribati,686,0.247085,0.247085,19/01/2016,-,==
Kiribati Mobile,6869,0.247085,0.247085,19/01/2016,-,==
Kiribati Mobile,68630,0.247085,0.247085,19/01/2016,-,==
Kiribati Mobile,68650,0.247085,0.247085,19/01/2016,-,==
Kiribati Mobile,68689,0.247085,0.247085,19/01/2016,-,==
Korea North,850,0.201906,0.201906,19/01/2016,-,==
Korea North,85026251,0.201906,0.201906,19/01/2016,-,==
Korea North,85048911,0.201906,0.201906,19/01/2016,-,==
Korea North,85048922,0.201906,0.201906,19/01/2016,-,==
Korea North,85085789,0.201906,0.201906,19/01/2016,-,==
Korea North,85092896,0.201906,0.201906,19/01/2016,-,==
Korea North,85092899,0.201906,0.201906,19/01/2016,-,==
Korea South,82,0.006218,0.006218,19/01/2016,-,==
Korea South Mobile,820,0.011692,0.011692,19/01/2016,-,==
Korea South Mobile,821,0.011692,0.011692,19/01/2016,-,==
Korea South Mobile,8211,0.011692,0.011692,19/01/2016,-,==
Korea South Mobile,8216,0.011692,0.011692,19/01/2016,-,==
Korea South Mobile,8217,0.011692,0.011692,19/01/2016,-,==
Korea South Mobile,8218,0.011692,0.011692,19/01/2016,-,==
Korea South Mobile,8219,0.011692,0.011692,19/01/2016,-,==
Korea South Seoul,822,0.005860,0.005860,19/01/2016,-,==
Korea South Seoul,8227,0.005860,0.005860,19/01/2016,-,==
Kosovo,38128,0.073407,0.073407,19/01/2016,-,==
Kosovo,38129,0.073407,0.073407,19/01/2016,-,==
Kosovo,38138,0.073407,0.073407,19/01/2016,-,==
Kosovo,38139,0.073407,0.073407,19/01/2016,-,==
Kosovo IPKO,381387,0.063942,0.063942,19/01/2016,-,==
Kosovo Mobile IPKO,38643,0.266440,0.266440,19/01/2016,-,==
Kosovo Mobile IPKO,38649,0.266440,0.266440,19/01/2016,-,==
Kosovo Mobile IPKO,38649782,0.266440,0.266440,19/01/2016,-,==
Kosovo Mobile IPKO,386498787,0.266440,0.266440,19/01/2016,-,==
Kosovo Mobile IPKO,386498788,0.266440,0.266440,19/01/2016,-,==
Kosovo Mobile IPKO,386498789,0.266440,0.266440,19/01/2016,-,==
Kosovo Mobile VALA,37744,0.264894,0.264894,19/01/2016,-,==
Kosovo Mobile VALA,37745,0.264894,0.264894,19/01/2016,-,==
Kosovo Mobile VALA,37745473,0.264894,0.264894,19/01/2016,-,==
Kuwait,965,0.054560,0.054560,19/01/2016,-,==
Kuwait,9652,0.054560,0.054560,19/01/2016,-,==
Kuwait,9653,0.054560,0.054560,19/01/2016,-,==
Kuwait,9654,0.054560,0.054560,19/01/2016,-,==
Kuwait,9657,0.054560,0.054560,19/01/2016,-,==
Kuwait,9658,0.054560,0.054560,19/01/2016,-,==
Kuwait,96540,0.054560,0.054560,19/01/2016,-,==
Kuwait,96544,0.054560,0.054560,19/01/2016,-,==
Kuwait Mobile,9655,0.016520,0.016520,19/01/2016,-,==
Kuwait Mobile,96550,0.016520,0.016520,19/01/2016,-,==
Kuwait Mobile,96551,0.016520,0.016520,19/01/2016,-,==
Kuwait Mobile,96555,0.016520,0.016520,19/01/2016,-,==
Kuwait Mobile,96558,0.016520,0.016520,19/01/2016,-,==
Kuwait Mobile,96559,0.016520,0.016520,19/01/2016,-,==
Kuwait Mobile,965550,0.016520,0.016520,19/01/2016,-,==
Kuwait Mobile,965554,0.016520,0.016520,19/01/2016,-,==
Kuwait Mobile,965555,0.016520,0.016520,19/01/2016,-,==
Kuwait Mobile,965556,0.016520,0.016520,19/01/2016,-,==
Kuwait Mobile,965557,0.016520,0.016520,19/01/2016,-,==
Kuwait Mobile,965558,0.016520,0.016520,19/01/2016,-,==
Kuwait Mobile,965559,0.016520,0.016520,19/01/2016,-,==
Kuwait Mobile,965570,0.016520,0.016520,19/01/2016,-,==
Kuwait Mobile,965578,0.016520,0.016520,19/01/2016,-,==
Kuwait Mobile,965579,0.016520,0.016520,19/01/2016,-,==
Kuwait Mobile Wataniya,9656,0.016667,0.016667,19/01/2016,-,==
Kuwait Mobile Zain,9659,0.018549,0.018549,19/01/2016,-,==
Kyrgyzstan,996,0.103198,0.103198,19/01/2016,-,==
Kyrgyzstan,99631,0.103198,0.103198,19/01/2016,-,==
Kyrgyzstan,99632,0.103198,0.103198,19/01/2016,-,==
Kyrgyzstan,99634,0.103198,0.103198,19/01/2016,-,==
Kyrgyzstan,99635,0.103198,0.103198,19/01/2016,-,==
Kyrgyzstan,99636,0.103198,0.103198,19/01/2016,-,==
