Code Insee,Libellé Commune,Distribution gérée par un GRD de rang 1ou 2,Coefficient Tarif de  proximité ,Code PITD
55154,DIEUE SUR MEUSE,,1,GD0322
55166,DUGNY SUR MEUSE,,1,GD0322
55181,ETAIN,,1,GD0323
55184,EUVILLE,,1,GD0374
55186,FAINS VEEL,,1,GD0373
55229,HAN SUR MEUSE,,1,GD0323
55236,HAUDAINVILLE,,1,GD0322
55279,LANEUVILLE SUR MEUSE,,1,GD0376
55291,LIGNY EN BARROIS,,1,GD0372
55296,LISLE EN RIGAULT,,1,GD0313
55302,LONGEVILLE EN BARROIS,,1,GD0373
55312,MAIZEY,,1,GD0323
55351,MONTMEDY,,1,GD0376
55364,MOUZAY,,1,GD0376
55372,NANCOIS SUR ORNAIN,,1,GD0372
55401,LES PAROCHES,,1,GD0323
55427,REVIGNY SUR ORNAIN,,1,GD0366
55463,ST MIHIEL,,1,GD0323
55476,SAVONNIERES DEVANT BAR,,1,GD0373
55497,LES SOUHESMES RAMPONT,,1,GD0324
55502,STENAY,,1,GD0376
55505,THIERVILLE SUR MEUSE,,1,GD0322
55519,TRONVILLE EN BARROIS,,1,GD0372
55527,VARENNES EN ARGONNE,,1,  
55543,VELAINES,,1,GD0372
55545,VERDUN,,"1,75",GD0322
55553,VIGNOT,,1,GD0375
56001,ALLAIRE,,1,  
56003,ARRADON,,1,  
56007,AURAY,,"1,75",  
56010,BAUD,,1,  
56013,BELZ,,1,  
56015,BERRIC,,1,  
56017,BIGNAN,,1,  
56021,BRANDERION,,1,  
56023,BRECH,,1,  
56034,CARNAC,,1,  
56036,CAUDAN,,1,  
56040,CLEGUER,,1,  
56046,CRACH,,1,  
56053,ELVEN,,1,  
56054,ERDEVEN,,1,  
56055,ETEL,,"1,75",  
56057,LE FAOUET,,1,  
56063,GESTEL,,1,  
56067,GRAND CHAMP,,1,  
56074,GUENIN,,1,  
56078,GUIDEL,,1,  
56081,GUISCRIFF,,1,  
56083,HENNEBONT,,"1,75",  
56090,INZINZAC LOCHRIST,,1,  
56094,KERVIGNAC,,1,  
56097,LANDEVANT,,1,  
56098,LANESTER,,"1,75",  
56101,LANGUIDIC,,1,  
56107,LARMOR PLAGE,,"1,75",  
56109,LAUZACH,,1,  
56117,LOCMINE,,"1,75",  
56118,LOCMIQUELIC,,"1,75",  
56121,LORIENT,,"1,75",  
56124,MALESTROIT,,"1,75",  
56132,MEUCON,,1,  
56137,MONTERBLANC,,1,  
56140,MOREAC,,1,  
56143,MUZILLAC,,1,  
56147,NIVILLAC,,1,  
56151,NOYAL PONTIVY,,1,  
56158,PLESCOP,,1,  
56159,PLEUCADEUC,,1,  
56161,PLOEMEL,,1,  
56162,PLOEMEUR,,"1,75",  
56164,PLOEREN,,1,  
56165,PLOERMEL,,1,  
56166,PLOUAY,,1,  
56168,PLOUHARNEL,,1,  
56169,PLOUHINEC,,1,  
56173,PLUMELIAU,,1,  
56174,PLUMELIN,,1,  
56175,PLUMERGAT,,1,  
56176,PLUNERET,,1,  
56177,PLUVIGNER,,1,  
56178,PONTIVY,,"1,75",  
56179,PONT SCORFF,,1,  
56181,PORT LOUIS,,"1,75",  
56184,QUESTEMBERT,,1,  
56185,QUEVEN,,1,  
56186,QUIBERON,,"1,75",  
56193,RIANTEC,,1,  
56195,LA ROCHE BERNARD,,"1,75",  
56204,ST ALLOUESTRE,,1,  
56206,ST AVE,,1,  
56228,ST MARCEL,,1,  
56231,ST NOLFF,,1,  
56234,ST PIERRE QUIBERON,,1,  
56237,ST THURIAU,,1,  
56243,SENE,,1,  
56246,LE SOURN,,1,  
56251,THEIX,,1,  
56258,LA TRINITE SUR MER,,1,  
56260,VANNES,,"1,75",  
56263,STE ANNE D AURAY,,1,  
57011,ALBESTROFF,,1,GD0496
57012,ALGRANGE,,"1,75",GD0494
57013,ALSTING,,"1,75",GD0455
57016,ALZING,,1,GD0452
57017,AMANVILLERS,,1,GD0497
57018,AMELECOURT,,1,  
57019,AMNEVILLE,,"1,75",GD0448
57021,ANCY SUR MOSELLE,,1,GD0448
57022,ANGEVILLERS,,1,  
57024,ANTILLY,,1,GD0495
57026,APACH,,1,GD0454
57028,ARGANCY,,1,GD0448
57031,ARS LAQUENEXY,,1,GD0448
57032,ARS SUR MOSELLE,,"1,75",GD0448
57038,AUDUN LE TICHE,,1,GD0494
57039,AUGNY,,1,GD0448
57041,AUMETZ,,1,GD0494
57043,AY SUR MOSELLE,,1,GD0495
57047,BAMBIDERSTROFF,,1,GD0453
57049,LE BAN ST MARTIN,,"1,75",GD0448
57058,BEHREN LES FORBACH,,"1,75",GD0455
57061,BENING LES ST AVOLD,,1,GD0453
57067,BERTRANGE,,1,GD0494
57073,BETTING,,1,GD0453
57083,BINING,,1,GD0496
57089,BITCHE,,1,GD0487
57091,BLIESBRUCK,,1,GD0496
57095,BOUCHEPORN,,1,GD0453
57096,BOULANGE,,1,  
57097,BOULAY MOSELLE,,1,GD0451
57101,BOUSBACH,,1,GD0455
57102,BOUSSE,,1,GD0494
57104,BOUST,,1,  
57106,BOUZONVILLE,,1,GD0452
57109,BREISTROFF LA GRANDE,,1,  
57111,BRONVAUX,,1,GD0448
57119,BUHL LORRAINE,,1,GD0491
57123,CARLING,,"1,75",GD0453
57125,CHAILLY LES ENNERY,,1,GD0495
57132,CHATEAU SALINS,,1,  
57134,CHATEL ST GERMAIN,,1,GD0448
57137,CHEMINOT,,1,GD0461
57139,CHERISEY,,1,GD0448
57142,CHIEULLES,,,  
57143,CLOUANGE,,"1,75",GD0494
57144,COCHEREN,,"1,75",  
57146,COIN LES CUVRY,,1,GD0448
57147,COIN SUR SEILLE,,1,GD0448
57153,CORNY SUR MOSELLE,,1,GD0448
57155,COURCELLES CHAUSSY,,1,GD0448
57156,COURCELLES SUR NIED,,1,GD0448
57159,CREHANGE,,1,GD0453
57160,CREUTZWALD,,"1,75",GD0453
57162,CUVRY,,1,GD0448
57165,DALEM,,1,GD0453
57176,DIEBLING,,1,GD0496
57177,DIEUZE,,1,GD0502
57179,DISTROFF,,1,GD0494
57192,ENCHENBERG,,1,GD0487
57193,ENNERY,,1,GD0495
57194,ENTRANGE,,1,GD0494
57199,ESCHERANGE,,1,  
57200,LES ETANGS,,1,GD0448
57202,ETZLING,,1,GD0455
57205,FALCK,,"1,75",GD0453
57206,FAMECK,,"1,75",GD0494
57207,FAREBERSVILLER,,"1,75",GD0453
57209,FAULQUEMONT,,1,GD0453
57211,FEVES,,1,GD0448
57212,FEY,,1,GD0448
57217,FLETRANGE,,1,GD0453
57218,FLEURY,,1,GD0448
57219,FLEVY,,1,GD0495
57221,FLORANGE,,"1,75",GD0494
57222,FOLKLING,,1,  
57224,FOLSCHVILLER,,"1,75",GD0453
57226,FONTOY,,1,GD0494
57227,FORBACH,,"1,75",  
57234,FRAUENBERG,,1,GD0496
57240,FREYMING MERLEBACH,,"1,75",  
57242,GANDRANGE,,"1,75",GD0494
57250,GOETZENBRUCK,,1,GD0487
57251,GOIN,,1,GD0461
57260,GROSBLIEDERSTROFF,,1,GD0496
57261,GROS REDERCHING,,1,GD0496
57263,GRUNDVILLER,,1,GD0496
57269,GUENANGE,,"1,75",GD0494
57270,VAL DE BRIDE,,1,GD0502
57274,GUERTING,,1,GD0453
57283,HAGONDANGE,,"1,75",GD0448
57287,BASSE HAM,,1,GD0494
57288,HAM SOUS VARSBERG,,"1,75",GD0453
57289,HAMBACH,,1,GD0496
57296,HARGARTEN AUX MINES,,1,GD0453
57303,HAUCONCOURT,,1,GD0448
57306,HAYANGE,,"1,75",GD0494
57316,HENRIVILLE,,1,GD0453
57323,HETTANGE GRANDE,,1,GD0494
57330,HOLVING,,1,GD0496
57332,HOMBOURG HAUT,,"1,75",GD0453
57336,L HOPITAL,,"1,75",GD0453
57340,HUNDLING,,1,GD0496
57343,ILLANGE,,1,GD0494
57346,INSMING,,1,GD0496
57348,IPPLING,,1,  
57350,JOUY AUX ARCHES,,1,GD0448
57351,JURY,,1,GD0448
57352,JUSSY,,1,GD0448
57356,KANFEN,,1,  
57360,KERBACH,,1,GD0455
57368,KNUTANGE,,"1,75",GD0494
57370,KOENIGSMACKER,,1,GD0494
57372,KUNTZIG,,1,GD0494
57385,LAQUENEXY,,1,GD0448
57390,LEMBERG,,1,GD0487
57396,LESSY,,1,GD0448
57408,LIXING LES ROUHLING,,1,GD0496
57412,LONGEVILLE LES METZ,,"1,75",GD0448
57413,LONGEVILLE LES ST AVOLD,,1,GD0453
57415,LORRY LES METZ,,1,GD0448
57422,LOUVIGNY,,1,GD0461
57428,MACHEREN,,1,GD0453
57433,MAIZIERES LES METZ,,"1,75",GD0448
57438,MALROY,,1,GD0448
57441,MANOM,,1,GD0494
57443,MARANGE SILVANGE,,1,GD0448
57447,MARLY,,"1,75",GD0448
57449,MARSILLY,,1,GD0448
57452,LA MAXE,,1,GD0448
57454,MECLEUVES,,1,GD0448
57456,MEISENTHAL,,1,GD0487
57459,MERSCHWEILLER,,1,GD0454
57460,MERTEN,,1,GD0453
57463,METZ,,"1,75",GD0448
57466,METZING,,1,GD0496
57474,MONDELANGE,,"1,75",GD0448
57477,MONTBRONN,,1,GD0487
57480,MONTIGNY LES METZ,,"1,75",GD0448
57481,MONTOIS LA MONTAGNE,,1,GD0497
57482,MONTOY FLANVILLE,,1,GD0448
57483,MORHANGE,,1,GD0502
57484,MORSBACH,,"1,75",  
57485,MORVILLE LES VIC,,1,  
57487,MOULINS LES METZ,,"1,75",GD0448
57490,MOYENVIC,,1,GD0502
57491,MOYEUVRE GRANDE,,"1,75",GD0494
57492,MOYEUVRE PETITE,,1,GD0494
57493,MULCEY,,1,GD0502
57497,NELLING,,1,GD0496
57498,NEUFCHEF,,1,GD0494
57499,NEUFGRANGE,,1,GD0496
57505,NIDERVILLER,,1,GD0491
57508,NILVANGE,,"1,75",GD0494
57510,NOISSEVILLE,,1,GD0448
57511,NORROY LE VENEUR,,1,GD0448
57512,NOUILLY,,1,GD0448
57515,NOVEANT SUR MOSELLE,,1,GD0448
57517,OBERGAILBACH,,1,GD0496
57521,OETING,,"1,75",GD0455
57529,OTTANGE,,1,  
57532,PAGNY LES GOIN,,1,GD0461
57533,PANGE,,1,GD0448
57534,PELTRE,,1,GD0448
57535,PETIT REDERCHING,,1,GD0496
57537,PETITE ROSSELLE,,"1,75",  
57540,PHALSBOURG,,1,GD0490
57543,PIERREVILLERS,,1,GD0448
57545,PLAPPEVILLE,,"1,75",GD0448
57547,POMMERIEUX,,1,GD0448
57549,PONTPIERRE,,1,GD0453
57550,PORCELETTE,,1,GD0453
57552,POUILLY,,1,GD0448
57553,POURNOY LA CHETIVE,,1,GD0448
57554,POURNOY LA GRASSE,,1,GD0448
57556,PUTTELANGE AUX LACS,,1,GD0496
57560,RACRANGE,,1,GD0502
57562,RANGUEVAUX,,1,GD0494
57565,REDANGE,,1,GD0494
57566,REDING,,1,GD0491
57568,REMELFING,,"1,75",GD0496
57571,REMERING LES PUTTELANGE,,1,GD0496
57575,RETONFEY,,1,GD0448
57576,RETTEL,,1,GD0454
57577,REYERSVILLER,,1,GD0487
57581,RICHELING,,1,GD0496
57582,RICHEMONT,,1,GD0448
57588,RODEMACK,,1,  
57589,ROHRBACH LES BITCHE,,1,GD0496
57591,ROMBAS,,"1,75",GD0494
57593,RONCOURT,,1,GD0497
57596,ROSBRUCK,,"1,75",  
57597,ROSSELANGE,,"1,75",GD0494
57598,ROUHLING,,1,GD0496
57600,ROUSSY LE VILLAGE,,1,  
57601,ROZERIEULLES,,1,GD0448
57602,RURANGE LES THIONVILLE,,1,GD0494
57603,RUSSANGE,,1,GD0494
57604,RUSTROFF,,1,GD0454
57606,ST AVOLD,,"1,75",AV0001
57616,ST JULIEN LES METZ,,"1,75",GD0448
57619,ST LOUIS LES BITCHE,,1,GD0487
57620,STE MARIE AUX CHENES,,1,GD0497
57622,ST PRIVAT LA MONTAGNE,,1,GD0497
57624,STE RUFFINE,,"1,75",GD0448
57628,SARRALBE,,1,GD0496
57630,SARREBOURG,,"1,75",GD0491
57631,SARREGUEMINES,,"1,75",GD0496
57633,SARREINSMING,,1,GD0496
57638,SCHOENECK,,"1,75",  
57642,SCY CHAZELLES,,"1,75",GD0448
57644,SEINGBOUSE,,1,GD0453
57645,SEMECOURT,,1,GD0448
57647,SEREMANGE ERZANGE,,"1,75",GD0494
57649,SERVIGNY LES STE BARBE,,1,GD0448
57650,SIERCK LES BAINS,,1,GD0454
57652,SILLEGNY,,1,GD0448
57658,SOUCHT,,1,GD0487
57659,SPICHEREN,,"1,75",GD0455
57660,STIRING WENDEL,,"1,75",  
57663,TALANGE,,"1,75",GD0448
57666,TERVILLE,,"1,75",GD0494
57667,TETERCHEN,,1,GD0453
57668,TETING SUR NIED,,1,GD0453
57669,THEDING,,1,GD0453
57672,THIONVILLE,,"1,75",GD0494
57677,TREMERY,,1,GD0495
57678,TRESSANGE,,1,  
57679,TRITTELING REDLACH,,1,GD0453
57683,UCKANGE,,"1,75",GD0494
57690,VALMONT,,1,GD0453
57693,VANTOUX,,1,GD0448
57696,VARSBERG,,1,GD0453
57700,VAUDRECHING,,1,GD0452
57701,VAUX,,1,GD0448
57708,VERNY,,1,GD0448
57712,VIC SUR SEILLE,,1,GD0502
57716,VIGY,,1,GD0495
57724,VITRY SUR ORNE,,1,GD0494
57731,VOLMERANGE LES MINES,,1,  
57745,WIESVILLER,,1,GD0496
57746,WILLERWALD,,1,GD0496
57750,WOELFLING LES SARREGUEMINES,,1,GD0496
57751,WOIPPY,,"1,75",GD0448
57752,WOUSTVILLER,,1,GD0496
57757,YUTZ,,"1,75",GD0494
57762,ZIMMING,,1,GD0453
57764,ZOUFFTGEN,,1,  
57765,DIESEN,,1,GD0453
57767,STUCKANGE,,1,GD0494
58011,ARMES,,1,GD0188
58032,BILLY SUR OISY,,1,GD0188
58046,CERCY LA TOUR,,1,GD0216
58051,CHALLUY,,1,GD0212
58055,CHAMPVERT,,1,GD0214
58059,LA CHARITE SUR LOIRE,,1,GD0192
58067,CHAULGNES,,1,GD0212
58072,CHEVENON,,1,GD0212
58079,CLAMECY,,1,GD0188
58085,CORVOL L ORGUEILLEUX,,1,GD0188
58086,COSNE COURS SUR LOIRE,,1,GD0189
58087,COSSAYE,,1,GD0213
58088,COULANGES LES NEVERS,,1,GD0212
58090,COURCELLES,,1,GD0188
58095,DECIZE,,1,GD0214
58102,DONZY,,1,GD0190
58104,DORNES,,1,GD0215
58117,FOURCHAMBAULT,,"1,75",GD0212
58121,GARCHIZY,,1,GD0212
58131,GUERIGNY,,1,GD0212
58134,IMPHY,,1,GD0212
58138,LANGERON,,1,GD0213
58146,LUCENAY LES AIX,,1,GD0213
58151,LA MACHINE,,1,GD0214
58152,MAGNY COURS,,1,GD0213
58155,LA MARCHE,,1,GD0192
58160,MARZY,,1,GD0212
58164,MESVES SUR LOIRE,,1,GD0191
58187,MYENNES,,1,GD0189
58189,NARCY,,1,GD0192
58193,NEUVY SUR LOIRE,,1,  
58194,NEVERS,,"1,75",GD0212
58198,OISY,,1,GD0188
58212,POISEUX,,1,GD0212
58214,POUGUES LES EAUX,,1,GD0212
58215,POUILLY SUR LOIRE,,1,GD0191
58217,POUSSEAUX,,1,GD0185
58218,PREMERY,,1,GD0212
58220,RAVEAU,,1,GD0192
58238,ST ELOI,,1,GD0212
58248,ST LAURENT L ABBAYE,,1,GD0190
58250,ST LEGER DES VIGNES,,1,GD0214
58256,ST MARTIN SUR NOHAIN,,1,GD0190
58260,ST PARIZE LE CHATEL,,1,GD0213
58261,ST PERE,,1,GD0189
58264,ST PIERRE LE MOUTIER,,1,GD0213
58273,SAUVIGNY LES BOIS,,1,GD0212
58278,SERMOISE SUR LOIRE,,1,GD0212
58279,SICHAMPS,,1,GD0212
58281,SUILLY LA TOUR,,1,GD0190
58282,SURGY,,1,GD0185
58299,TRUCY L ORGUEILLEUX,,1,GD0188
58300,URZY,,1,GD0212
58302,VARENNES LES NARCY,,1,GD0192
58303,VARENNES VAUZELLES,,1,GD0212
58304,VARZY,,1,GD0188
59001,ABANCOURT,,1,  
59002,ABSCON,,"1,75",  
59003,AIBES,,1,  
59004,AIX,,1,  
59005,ALLENNES LES MARAIS,,"1,75",  
59007,ANHIERS,,"1,75",  
59008,ANICHE,,"1,75",  
59009,VILLENEUVE D ASCQ,,"1,75",  
59010,ANNEUX,,1,  
59011,ANNOEULLIN,,"1,75",  
59012,ANOR,,1,  
59013,ANSTAING,,"1,75",  
59014,ANZIN,,"1,75",  
59015,ARLEUX,,1,  
59016,ARMBOUTS CAPPEL,,1,  
59017,ARMENTIERES,,3,  
59018,ARNEKE,,1,  
59019,ARTRES,,1,  
59021,ASSEVENT,,"1,75",  
59022,ATTICHES,,1,  
59023,AUBENCHEUL AU BAC,,1,  
59024,AUBERCHICOURT,,"1,75",  
59025,AUBERS,,1,  
59026,AUBIGNY AU BAC,,1,  
59027,AUBRY DU HAINAUT,,1,  
59028,AUBY,,"1,75",  
59029,AUCHY LEZ ORCHIES,,1,  
59031,AUDIGNIES,,1,  
59032,AULNOY LEZ VALENCIENNES,,"1,75",  
59033,AULNOYE AYMERIES,,"1,75",  
59034,AVELIN,,1,  
59035,AVESNELLES,,1,  
59036,AVESNES SUR HELPE,,"1,75",  
59037,AVESNES LES AUBERT,,1,  
59038,AVESNES LE SEC,,1,  
59039,AWOINGT,,1,  
59041,BACHANT,,1,  
59042,BACHY,,1,  
59043,BAILLEUL,,1,  
59044,BAISIEUX,,"1,75",  
59047,BANTEUX,,1,  
59048,BANTIGNY,,1,  
59049,BANTOUZELLE,,1,  
59050,BAS LIEU,,1,  
59051,LA BASSEE,,"1,75",  
59052,BAUVIN,,"1,75",  
59053,BAVAY,,1,  
59054,BAVINCHOVE,,1,  
59055,BAZUEL,,1,  
59056,BEAUCAMPS LIGNY,,1,  
59057,BEAUDIGNIES,,1,  
59058,BEAUFORT,,1,  
59059,BEAUMONT EN CAMBRESIS,,1,  
59063,BEAUVOIS EN CAMBRESIS,,"1,75",  
59064,BELLAING,,1,  
59065,BELLIGNIES,,1,  
59067,BERGUES,,"1,75",  
59068,BERLAIMONT,,1,  
59069,BERMERAIN,,1,  
59071,BERSEE,,1,  
59072,BERSILLIES,,1,  
59073,BERTHEN,,1,  
59074,BERTRY,,1,  
59075,BETHENCOURT,,1,  
59076,BETTIGNIES,,1,  
59078,BEUGNIES,,1,  
59079,BEUVRAGES,,"1,75",  
59080,BEUVRY LA FORET,,1,  
59081,BEVILLERS,,1,  
59082,BIERNE,,1,  
59084,BLARINGHEM,,1,  
59085,BLECOURT,,1,  
59086,BOESCHEPE,,1,  
59088,BOIS GRENIER,,1,  
59089,BOLLEZEELE,,1,  
59090,BONDUES,,"1,75",  
59091,BORRE,,1,  
59092,BOUCHAIN,,1,  
59094,BOURBOURG,,1,  
59096,BOURGHELLES,,1,  
59097,BOURSIES,,1,  
59098,BOUSBECQUE,,"1,75",  
59099,BOUSIES,,1,  
59100,BOUSIGNIES,,1,  
59102,BOUSSIERES EN CAMBRESIS,,1,  
59103,BOUSSIERES SUR SAMBRE,,1,  
59104,BOUSSOIS,,"1,75",  
59105,BOUVIGNIES,,1,  
59106,BOUVINES,,1,  
59107,BRAY DUNES,,"1,75",  
59108,BRIASTRE,,1,  
59109,BRILLON,,1,  
59110,BROUCKERQUE,,1,  
59112,BRUAY SUR L ESCAUT,,"1,75",  
59113,BRUILLE LEZ MARCHIENNES,,1,  
59114,BRUILLE ST AMAND,,1,  
59115,BRUNEMONT,,1,  
59116,BRY,,1,  
59117,BUGNICOURT,,1,  
59118,BUSIGNY,,1,  
59120,CAESTRE,,1,  
59121,CAGNONCLES,,1,  
59122,CAMBRAI,,"1,75",  
59123,CAMPHIN EN CAREMBAULT,,1,  
59124,CAMPHIN EN PEVELE,,1,  
59125,CANTAING SUR ESCAUT,,1,  
59126,CANTIN,,1,  
59128,CAPINGHEM,,"1,75",  
59129,CAPPELLE EN PEVELE,,1,  
59131,CAPPELLE LA GRANDE,,"1,75",  
59132,CARNIERES,,1,  
59133,CARNIN,,"1,75",  
59135,CASSEL,,1,  
59136,LE CATEAU CAMBRESIS,,1,  
59137,CATILLON SUR SAMBRE,,1,  
59138,CATTENIERES,,1,  
59139,CAUDRY,,"1,75",  
59140,CAULLERY,,1,  
59141,CAUROIR,,1,  
59142,CERFONTAINE,,1,  
59143,LA CHAPELLE D ARMENTIERES,,"1,75",  
59144,CHATEAU L ABBAYE,,1,  
59145,CHEMY,,1,  
59146,CHERENG,,"1,75",  
59149,CLARY,,1,  
59150,COBRIEUX,,1,  
59151,COLLERET,,1,  
59152,COMINES,,"1,75",  
59153,CONDE SUR L ESCAUT,,"1,75",  
59154,COUDEKERQUE,,1,  
59155,COUDEKERQUE BRANCHE,,"1,75",  
59156,COURCHELETTES,,"1,75",  
59157,COUSOLRE,,1,  
59158,COUTICHES,,1,  
59159,CRAYWICK,,1,  
59160,CRESPIN,,"1,75",  
59161,CREVECOEUR SUR L ESCAUT,,1,  
59163,CROIX,,3,  
59164,CROIX CALUYAU,,1,  
59165,CUINCY,,"1,75",  
59166,CURGIES,,1,  
59167,CUVILLERS,,1,  
59168,CYSOING,,1,  
59170,DECHY,,"1,75",  
59172,DENAIN,,"1,75",  
59173,DEULEMONT,,1,  
59175,DIMONT,,1,  
59176,DOIGNIES,,1,  
59177,DOMPIERRE SUR HELPE,,1,  
59178,DOUAI,,"1,75",  
59179,DOUCHY LES MINES,,"1,75",  
59181,DOURLERS,,1,  
59183,DUNKERQUE,,"1,75",  
59185,ECAILLON,,"1,75",  
59187,ECLAIBES,,1,  
59189,EECKE,,1,  
59190,ELESMES,,1,  
59191,ELINCOURT,,1,  
59192,EMERCHICOURT,,1,  
59193,EMMERIN,,"1,75",  
59194,ENGLEFONTAINE,,1,  
59195,ENGLOS,,1,  
59196,ENNETIERES EN WEPPES,,1,  
59197,ENNEVELIN,,1,  
59199,ERCHIN,,1,  
59201,ERQUINGHEM LE SEC,,1,  
59202,ERQUINGHEM LYS,,"1,75",  
59203,ERRE,,1,  
59205,ESCAUDAIN,,"1,75",  
59206,ESCAUDOEUVRES,,"1,75",  
59207,ESCAUTPONT,,"1,75",  
59208,ESCOBECQUES,,1,  
59210,ESQUELBECQ,,1,  
59211,ESQUERCHIN,,1,  
59212,ESTAIRES,,"1,75",  
59213,ESTOURMEL,,1,  
59214,ESTREES,,1,  
59215,ESTREUX,,1,  
59216,ESWARS,,1,  
59217,ETH,,1,  
59218,ETROEUNGT,,1,  
59219,ESTRUN,,1,  
59220,FACHES THUMESNIL,,"1,75",  
59221,FAMARS,,"1,75",  
59222,FAUMONT,,1,  
59224,FECHAIN,,1,  
59225,FEIGNIES,,1,  
59226,FELLERIES,,1,  
59227,FENAIN,,"1,75",  
59228,FERIN,,1,  
59229,FERON,,1,  
59230,FERRIERE LA GRANDE,,"1,75",  
59231,FERRIERE LA PETITE,,1,  
59233,FLAUMONT WAUDRECHIES,,1,  
59234,FLERS EN ESCREBIEUX,,"1,75",  
59237,FLETRE,,1,  
59238,FLINES LES MORTAGNE,,1,  
59239,FLINES LEZ RACHES,,1,  
59242,FONTAINE AU BOIS,,1,  
59243,FONTAINE AU PIRE,,1,  
59244,FONTAINE NOTRE DAME,,1,  
59246,FOREST EN CAMBRESIS,,1,  
59247,FOREST SUR MARQUE,,"1,75",  
59248,FORT MARDYCK,,"1,75",  
59249,FOURMIES,,"1,75",  
59250,FOURNES EN WEPPES,,1,  
59251,FRASNOY,,1,  
59252,FRELINGHIEN,,1,  
59253,FRESNES SUR ESCAUT,,"1,75",  
59254,FRESSAIN,,1,  
59255,FRESSIES,,1,  
59256,FRETIN,,1,  
59257,FROMELLES,,1,  
59258,GENECH,,1,  
59259,GHISSIGNIES,,1,  
59260,GHYVELDE,,1,  
59261,GLAGEON,,1,  
59262,GODEWAERSVELDE,,1,  
59263,GOEULZIN,,1,  
59264,GOGNIES CHAUSSEE,,1,  
59265,GOMMEGNIES,,1,  
59266,GONDECOURT,,"1,75",  
59267,GONNELIEU,,1,  
59268,LA GORGUE,,1,  
59269,GOUZEAUCOURT,,1,  
59271,GRANDE SYNTHE,,"1,75",  
59272,GRAND FORT PHILIPPE,,"1,75",  
59273,GRAVELINES,,"1,75",  
59274,LA GROISE,,1,  
59275,GRUSON,,1,  
59276,GUESNAIN,,"1,75",  
59277,GUSSIGNIES,,1,  
59278,HALLENNES LEZ HAUBOURDIN,,"1,75",  
59279,HALLUIN,,"1,75",  
59280,HAMEL,,1,  
59281,HANTAY,,"1,75",  
59283,HARGNIES,,1,  
59284,HASNON,,1,  
59285,HASPRES,,1,  
59286,HAUBOURDIN,,"1,75",  
59287,HAUCOURT EN CAMBRESIS,,,  
59288,HAULCHIN,,"1,75",  
59289,HAUSSY,,1,  
59290,HAUT LIEU,,1,  
59291,HAUTMONT,,"1,75",  
59292,HAVELUY,,"1,75",  
59294,HAYNECOURT,,1,  
59295,HAZEBROUCK,,"1,75",  
59296,HECQ,,1,  
59297,HELESMES,,1,  
59299,HEM,,"1,75",  
59300,HEM LENGLET,,1,  
59301,HERGNIES,,1,  
59302,HERIN,,"1,75",  
59303,HERLIES,,1,  
59304,HERRIN,,1,  
59307,HOLQUE,,1,GD0940
59309,HONDSCHOOTE,,1,  
59310,HON HERGIES,,1,  
59311,HONNECHY,,1,  
59312,HONNECOURT SUR ESCAUT,,1,  
59313,HORDAIN,,1,  
59314,HORNAING,,1,  
59315,HOUDAIN LEZ BAVAY,,1,  
59316,HOUPLIN ANCOISNE,,"1,75",  
59317,HOUPLINES,,"1,75",  
59319,HOYMILLE,,"1,75",  
59320,ILLIES,,1,  
59321,INCHY,,1,  
59322,IWUY,,1,  
59323,JENLAIN,,1,  
59324,JEUMONT,,"1,75",  
59325,JOLIMETZ,,1,  
59326,KILLEM,,1,  
59327,LALLAING,,"1,75",  
59328,LAMBERSART,,3,  
59329,LAMBRES LEZ DOUAI,,"1,75",  
59330,LANDAS,,1,  
59331,LANDRECIES,,1,  
59332,LANNOY,,3,  
59333,LAROUILLIES,,1,  
59334,LAUWIN PLANQUE,,"1,75",  
59335,LECELLES,,1,  
59336,LECLUSE,,1,  
59339,LEERS,,"1,75",  
59340,LEFFRINCKOUCKE,,"1,75",  
59341,LESDAIN,,1,  
59342,LEZ FONTAINE,,1,  
59343,LESQUIN,,"1,75",  
59344,LEVAL,,"1,75",  
59345,LEWARDE,,"1,75",  
59346,LEZENNES,,"1,75",  
59348,LIEU ST AMAND,,1,  
59349,LIGNY EN CAMBRESIS,,1,  
59350,LILLE,,3,  
59351,LIMONT FONTAINE,,1,  
59352,LINSELLES,,"1,75",  
59354,LOFFRE,,1,  
59356,LOMPRET,,"1,75",  
59357,LA LONGUEVILLE,,1,  
59359,LOON PLAGE,,1,  
59360,LOOS,,"1,75",  
59361,LOURCHES,,"1,75",  
59363,LOUVIGNIES QUESNOY,,1,  
59364,LOUVIL,,1,  
59365,LOUVROIL,,"1,75",  
59367,LYS LEZ LANNOY,,"1,75",  
59368,LA MADELEINE,,3,  
59369,MAING,,1,  
59370,MAIRIEUX,,1,  
59371,LE MAISNIL,,1,  
59372,MALINCOURT,,1,  
59374,MARBAIX,,1,  
59375,MARCHIENNES,,1,  
59377,MARCOING,,1,  
59378,MARCQ EN BAROEUL,,"1,75",  
59379,MARCQ EN OSTREVENT,,1,  
59381,MARESCHES,,1,  
59382,MARETZ,,1,  
59383,MARLY,,"1,75",  
59384,MAROILLES,,1,  
59385,MARPENT,,"1,75",  
59386,MARQUETTE LEZ LILLE,,"1,75",  
59387,MARQUETTE EN OSTREVANT,,1,  
59388,MARQUILLIES,,1,  
59389,MASNIERES,,1,  
59390,MASNY,,"1,75",  
