,,ECT - NA - Other Total,"$212,296 "," $198,816.29 "," $(108,827.48)"," $97,855.38 "," $(53,489.07)"," $77,940.50 "," $14,794.18 "," $159,244.06 "," $(77,206.27)"," $(164,768.59)"," $(116,820.90)"," $(12,428.73)"," $(1,467,014.07)"," $1,534,209.41 "," $15,255.27 "," $109,390.48 "," $47,115.42 "," $(51,914.60)"," $1,761.67 "," $548,946.58 "," $8,532.28 "," $194,445.17 "," $50,439.05 "," $175,528.28 "," $163,315.86 "," $(115,483.42)"," $(224,996.46)"," $(590,179.71)"," $215,994.42 "," $(390,131.48)"," $(4,518,347.06)"," $113,353.54 "," $291,021.01 "," $(68,062.36)"," $(125,404.00)"," $(254,312.35)"," $1,031,600.60 "," $(150,328.18)"," $(47,156.07)"," $(3,588,191.47)"," $(62,618.85)"," $(142,154.63)", $(278.38)," $25,941.76 "," $39,998.35 "," $(45,930.94)"," $(134,053.56)"," $(177,004.60)"," $(217,371.72)"," $49,252.69 "," $(120,334.39)"," $(89,035.07)"," $(74,679.13)"," $18,532.92 ", $69.45 ," $(41,362.69)"," $8,810.65 "," $(10,749.84)"," $29,903.61 "," $808,218.11 "," $(29,439.47)"," $12,683.88 "," $(104,321.89)"," $(24,567.33)"," $623,424.50 "," $685,591.68 "," $5,320.32 "," $66,901.43 "," $93,348.27 "," $1,158,546.92 "," $(79,051.93)"," $11,710.39 ", $426.71 ," $86,245.22 "," $39,944.72 "," $62,799.84 "," $24,105,387.56 "," $(49,546.17)"," $(41,706.28)"," $(24,738,601.75)"," $(5,316.02)"," $(786,548.22)"," $29,367.39 "," $1,728.28 "," $(165,408.43)", $348.36 ," $1,357.71 ", $411.26 , $(499.78)," $2,704.71 "," $59,270.99 "," $31,366.13 ", $391.08 ," $1,667,706.87 "," $7,253.98 "," $(12,609.59)"," $(39,385.92)"," $673,307.93 "," $(47,873.02)"," $(72,016.42)"," $67,146.18 "," $23,799.06 "," $(59,879.14)"," $(38,168.44)"," $40,401.93 "," $(74,655.82)"," $(12,569.44)"," $12,255.72 "," $15,401.90 "," $(3,866,429.74)"," $63,183.46 "," $16,540.07 "," $(141,349.81)"," $18,372.42 "," $61,025.36 "," $3,207.38 "," $98,236.30 "," $(9,101.14)"," $(30,058.57)"," $(93,740.98)"," $(15,928.59)"," $29,108.25 "," $(35,791.42)"," $59,168.80 "," $27,761.15 "," $17,087.66 "," $(15,635.19)"," $98,937.37 "," $140,765.38 ", $774.86 ," $(59,355.25)"," $46,561.22 "," $(110,377.35)"," $(15,974.10)"," $(48,003.92)"," $(51,734.38)"," $3,854.63 "," $53,446.67 "," $(36,105.00)"," $(3,574.23)"," $(20,746.43)"," $48,333.62 ", $(501.41)," $(248,820.01)"," $30,293.25 "," $15,359.86 "," $782,043.25 "," $154,638.95 "," $10,750.78 "," $33,265.79 "," $15,164.97 "," $65,768.49 "," $(102,147.76)"," $75,498.56 "," $(162,907.11)"," $1,914.34 "," $19,297,993.26 "," $(50,547.42)"," $14,734.57 "," $(4,187.88)"," $(112,035.35)"," $38,806.67 "," $677,555.82 "," $1,305,503.76 "," $73,089.76 "," $53,609.30 "," $(125,679.96)"," $(219,597.00)"," $(149,131.76)"," $(68,002.37)"," $(71,618.24)"," $13,834.44 "," $42,608.70 "," $48,023.90 "," $61,995.17 "," $(128,225.74)"," $(167,286.19)"," $(219,438.43)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enron Americas Grand Total," $(889,738)"," $(20,782)"," $(377,339)"," $(763,899)"," $278,742 "," $(6,460)"," $7,988 "," $(208,325)"," $(462,126)"," $128,558 "," $182,528 "," $(4,035,310)"," $374,663 "," $4,083,235 "," $(176,762)"," $(95,564)"," $(240,284)"," $341,500 "," $579,437 "," $773,012 "," $1,457,399 "," $(464,255)"," $1,089,527 "," $23,374,603 "," $(704,158)"," $1,698,577 "," $(133,385)"," $(6,804,618)"," $(6,382,434)"," $(9,873,939)"," $12,966,704 "," $400,822 "," $18,154,669 "," $5,994,379 "," $5,675,498 "," $63,907,824 "," $(485,173)"," $5,994,394 "," $11,003,129 "," $(6,491,777)"," $(3,443,053)"," $1,070,891 "," $(2,294,462)"," $3,169,855 "," $5,299,134 "," $(37,382)"," $(301,994)"," $2,573,026 "," $1,869,718 "," $6,152,503 "," $(3,917,721)"," $(636,124)"," $(4,888,829)"," $2,469,067 "," $4,042,369 "," $(4,282,260)"," $2,516,530 "," $219,313 "," $429,071 "," $1,509,356 "," $1,251,269 "," $3,167,709 "," $(5,881,218)"," $(823,190)"," $204,324 "," $439,383 "," $(682,958)"," $(2,302,258)"," $85,805 "," $362,771 "," $4,702,308 "," $(11,994)"," $78,518 "," $4,431,846 "," $(5,297,063)"," $(6,550,978)"," $(687,111)"," $(466,939)"," $2,486,924 "," $(22,181,033)"," $(316,991)"," $172,892 "," $(488,650)"," $1,396,081 "," $380,011 "," $9,583,435 "," $(3,327,362)"," $(1,796,333)"," $(2,661,905)"," $(326,193)"," $(1,817,266)"," $(1,336,518)"," $(1,050,663)"," $20,941,341 "," $1,251,582 "," $1,004,518 "," $(1,308,562)"," $(2,043,801)"," $(1,075,147)"," $(1,410,352)"," $(4,149,081)"," $1,713,361 "," $(4,380,329)"," $(2,349,186)"," $1,973,101 "," $(2,811,344)"," $(1,440,051)"," $7,154,664 "," $(6,476,024)"," $(103,189,479)"," $6,912,447 "," $(407,418)"," $3,052,357 "," $3,104,118 "," $(1,354,738)"," $953,781 "," $2,982,981 "," $(47,636)"," $(2,792,536)"," $4,749,452 "," $740,069 "," $4,939,501 "," $(6,272,138)"," $6,593,393 "," $(2,050,962)"," $(4,127,169)"," $737,500 "," $(2,057,188)"," $(17,648,631)"," $233,534 "," $71,208,945 "," $(1,225,971)"," $(980,753)"," $1,282,818 "," $36,706,542 "," $(729,251)"," $(915,675)"," $(2,011,770)"," $2,753,000 "," $(4,708,961)"," $(4,476,533)"," $(8,960,868)"," $(5,111,251)"," $4,660,714 "," $(5,733,667)"," $(2,777,631)"," $2,433,312 "," $(468,837)"," $(3,257,089)"," $3,204,860 "," $(1,074,911)"," $5,998,580 "," $2,721,957 "," $(20,020,986)"," $(7,072,692)"," $(3,616,486)"," $34,538,416 "," $2,866,658 "," $(357,574)"," $1,472 "," $12,307,294 "," $3,630,775 "," $(3,888,006)"," $88,775 "," $(5,029,557)"," $(1,165,633)"," $2,903,423 "," $2,054,591 "," $1,291,635 "," $882,352 "," $164,686 "," $6,747,076 "," $2,864,611 "," $(1,491,674)"," $(511,210)"," $4,104,200 "," $(6,555,999)"," $5,380,448 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ECM SLP - US Structured Credit Total, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 93,204.77 ", -   , -   , -   , -   , -   , -   , -   , -   ," (93,204.77)", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 0.27 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," (188,943.00)", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , (0.71), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ECM SLP - US Private Total, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 363,281.23 "," 34,400.00 ", -   , -   , -   ," 34,400,000.00 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 593,812.80 ", -   ," (541,800.00)"," 722,400.00 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," (451,159.27)", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 395,480.98 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ECM SLP - US Public Total, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 13,717,220.00 "," (374,106.00)"," 748,212.00 "," 124,702.00 "," (3,990,464.00)"," (3,990,464.00)"," (5,611,590.00)"," (623,510.00)"," (498,808.00)"," 6,983,312.00 "," 3,491,656.00 "," 3,242,252.00 "," 748,212.00 "," (1,371,722.00)"," 3,990,464.00 "," 6,609,206.00 "," (1,247,020.00)"," (2,369,338.00)"," 249,404.00 "," (1,496,424.00)"," 2,244,636.00 "," 3,117,550.00 "," 374,106.00 "," (498,808.00)"," 1,122,318.00 "," 872,914.00 "," 2,743,444.00 "," (2,494,040.00)"," (498,808.00)"," (2,494,040.00)"," 1,496,424.00 "," 1,621,126.00 "," (2,119,934.00)"," 1,122,318.00 "," 124,702.00 "," 498,808.00 "," 124,702.00 "," 748,212.00 "," 1,496,424.00 "," (3,242,252.00)"," (374,106.00)"," (249,404.00)", -   ," (124,702.00)"," (1,247,020.00)"," (249,404.00)"," (748,213.50)"," 2,743,432.76 "," 484,232.64 "," 247,389.49 "," 2,494,040.00 "," (499,815.26)"," (3,626,430.57)"," (377,127.77)"," (253,433.03)"," 1,744,820.74 "," 112,614.92 "," (120,672.97)"," 744,182.97 "," (755,262.80)"," 495,786.23 "," 490,749.95 "," 6,112,412.51 "," (2,120,481.89)"," (1,247,020.00)"," (1,248,591.63)"," (765,499.95)"," (1,739,979.91)"," (420,019.55)"," (775,603.70)"," 4,465,560.34 "," 2,379,138.76 "," 2,385,657.08 "," (1,758,887.03)"," (1,193,910.54)"," (3,481.48)"," (755,174.95)"," (1,492,942.52)"," 872,914.00 "," (2,750,406.95)"," (1,375,203.48)"," 1,628,088.95 "," (2,002,199.34)"," (1,235,086.48)"," 4,260,932.53 "," (3,508,507.63)"," (2,606,103.28)"," 4,235,655.09 "," (648,787.44)"," 1,499,648.59 "," 1,460,078.11 "," (867,391.74)"," 821,899.93 "," 1,457,699.27 "," 124,702.00 "," (1,291,955.37)"," 2,454,448.76 "," 549,607.79 "," 3,316,044.63 "," (3,592,810.68)"," 2,790,733.80 "," (1,221,296.95)"," (3,154,046.08)"," 1,312,802.25 "," (1,133,550.64)"," (11,261,568.67)"," 476,252.33 "," 4,963,167.67 "," (803,998.38)"," (511,844.57)"," 476,752.65 "," (543,186.42)"," 702,384.88 "," (1,798,853.50)"," (88,344.18)"," 1,809,108.84 "," 274,238.37 "," (1,688,722.21)"," (4,651,873.74)"," (3,000,452.41)"," (25,831.37)"," (2,778,147.11)"," (2,357,733.71)"," 1,807,558.94 "," (225,945.16)"," 1,360,880.68 "," 1,174,815.13 "," 2,197,338.45 "," 2,212,268.02 "," 1,583,653.28 "," 42,856.55 "," (3,201,902.87)"," (1,334,347.76)"," 4,373,101.50 "," 1,837,125.59 "," (704,164.92)"," (560,256.93)"," 5,634,097.69 "," 426,873.33 "," (892,081.34)"," 849,335.05 "," (1,948,209.63)"," (1,352,343.36)"," 2,451,962.61 "," 35,010,294.97 "," (29,606,194.60)"," 1,652,222.77 "," 401,831.65 "," 651,995.23 "," 1,810,174.40 "," (483,565.26)"," 756,517.63 "," 398,034.04 "," (4,374,245.70)"," 2,273,256.22 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ECM NonSLP- US Public Total, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ECM SLP - Convertible Private Total, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 512,904.00 "," 180,600.00 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ECM SLP - Warrants Private Total, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ECM SLP - Canadian Public Total, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 0.00 , (0.00), -   , (0.00), 0.00 , (0.00), 0.00 , 0.00 , -   , 0.00 , 0.00 , -   , 0.00 , (0.00), (0.00), 0.00 , 0.00 , (0.00), (0.00), 0.00 , (0.00), 0.00 , -   , 0.00 , (0.00), (0.00), (0.00), (0.00), 0.00 , 0.00 , 0.00 , 0.00 , 0.00 , (0.00), (0.00), (0.00)," 12,964.72 "," (4,095.50)"," 64,421.92 "," (50,739.39)"," 33,962.89 "," 58,858.86 "," (127,587.14)"," (18,821.58)"," 5,094.87 "," (32,292.10)"," 57,927.52 "," (2,302.11)"," (12,715.64)"," (11,639.60)"," 3,818.75 "," (27,329.44)"," 25,455.20 "," (2,345.58)"," 11,230.57 "," 8,144.23 ", -   ," (27,373.04)"," 21,221.75 "," (10,564.67)"," 4,332.99 ", (145.29)," (7,866.76)"," (24,840.45)"," 706,329.43 "," (48,616.10)"," (93,882.37)"," (65,916.55)"," 113,741.07 "," (26,871.81)"," 582,199.85 ", (7.39)," 5,246.81 ", (49.00), 224.47 ," 77,142.68 ", -   , -   , -   , 0.01 , -   , -   , -   , -   , -   , -   , -   , -   , -   ," (38,217.56)"," 33,924.74 "," (40,200.42)"," (1,913.59)"," (143,420.37)"," (54,309.77)"," (11,510.57)"," (81,330.77)"," (69,102.07)"," 249,663.20 "," (151,976.49)"," 223,686.88 "," (6,217.65)"," 91,214.19 "," 30,719.03 "," (156,145.78)"," 168,935.65 "," 5,197.10 "," (44,264.49)"," 47,619.17 "," 184,835.88 "," (60,587.62)"," (122,589.72)"," (43,788.05)"," (230,159.39)"," (283,344.88)"," (40,748.92)"," 51,891.17 "," 141,492.69 "," (30,023.33)"," (170,662.61)"," 79,993.49 "," (26,287.60)"," (5,155.21)"," (130,743.49)"," 159,013.02 "," 74,739.84 "," (180,272.83)"," 93,680.67 "," (43,692.47)"," (108,270.82)"," (6,803.40)"," 1,859.55 "," (127,674.20)"," (192,666.61)"," 172,334.04 "," 69,522.43 "," (96,676.64)"," 43,421.44 "," (116,744.11)"," 53,050.59 "," (34,725.99)"," (61,143.88)"," (123,108.86)"," 171,140.45 "," (181,246.02)"," 270,803.81 "," 97,299.75 "," (138,722.06)"," 55,048.93 "," (231,229.24)"," 72,690.09 "," 1,450.10 "," 83,335.96 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ECM SLP - Warrants Public Total, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , (0.00), (0.00), (0.00), (0.00), (0.00), (0.00), (0.00), (0.00), (0.00), (0.00), (0.00), (0.00), (0.00), (0.00), (0.00), (0.00), (0.00), (0.00), (0.00), (0.00), (0.00), (0.00), (0.00), (0.00), (0.00), (0.00), (0.00), (0.00), 0.00 , (0.00), (0.00), (0.00), (0.00), 0.00 , 0.00 , (0.00), (0.00), (0.00), (0.00), 0.00 , (0.00), (0.00), (0.00), (0.00), (0.00), 0.00 , (0.00), (0.00), (188.93), (0.00), 0.00 , (0.00), (0.00), (0.00), 0.00 , (0.00), 0.00 , (0.00), 0.00 , (0.00), (0.01), (0.01)," (33,200.86)"," 4,986.16 "," (4,438.01)"," 7,075.91 "," (1,012.78)", (97.58), 7.30 ," 12,121.19 "," 8,128.41 "," 2,020.08 ", 762.28 ," 6,729.13 ", 660.33 ," (1,709.95)"," (2,031.34)", (788.90)," 4,916.21 "," (3,558.05)"," 20,851.64 "," (6,874.82)"," (6,947.15)"," 3,795.28 "," (1,674.14)"," (11,572.73)", (37.65)," 7,746.00 "," (10,273.76)"," 5,113.00 "," 11,170.10 "," 8,750.06 "," 1,833.57 "," 1,930.07 ", (1.23), 529.13 , (196.65)," 1,888.41 "," (9,356.40)"," 6,459.43 "," 5,297.55 ", (256.57)," 3,284.68 "," (4,509.72)"," (2,146.52)"," (15,213.83)"," (12,452.80)"," 1,119.99 "," (6,247.97)"," (13,680.77)"," (1,467.96)"," 20,760.96 "," 8,220.46 "," 3,790.08 ", (310.69), 757.81 , (33.25)," (3,195.46)"," 3,115.97 ", (293.87)," 2,716.16 "," 12,081.46 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ECM SLP - Priv. Equity Partnerships Total, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 73,323.40 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 597,786.00 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," (546,067.40)", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ECM NonSLP- Priv. Equity Partnerships Total, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ECM SLP - Portfolio Insurance Total, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ECM Total,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"93,205 ",0 ,"13,717,220 ","(374,106)","748,212 ","124,702 ","(3,990,464)","(3,990,464)","(5,611,590)","(353,434)","(464,408)","6,983,312 ","3,491,656 ","3,242,252 ","35,148,212 ","(1,371,722)","3,990,464 ","6,609,206 ","(1,247,020)","(2,369,338)","249,404 ","(1,496,424)","2,244,636 ","3,117,550 ","374,106 ","(498,808)","1,122,318 ","872,914 ","2,743,444 ","(2,494,040)","(498,808)","(2,494,040)","1,496,424 ","1,621,126 ","(2,119,934)","1,122,318 ","124,702 ","498,808 ","124,702 ","748,212 ","1,509,389 ","(3,246,348)","(309,684)","(300,143)","33,963 ","(65,843)","(1,374,607)","(268,226)","(743,119)","2,711,141 ","542,160 ","245,087 ","2,481,324 ","(511,455)","(3,622,612)","(404,457)","(227,978)","1,742,475 ","123,845 ","(112,529)","744,183 ","(782,636)","517,008 ","480,185 ","6,116,746 ","(2,120,627)","(1,254,887)","(1,273,432)","(59,171)","(1,788,596)","(513,902)","(841,520)","5,173,114 ","2,352,267 ","2,938,961 ","(855,894)","(1,188,664)","(3,530)","(754,950)","(1,415,800)","872,914 ","(2,750,407)","(1,375,203)","1,627,900 ","(2,002,199)","(1,235,086)","4,260,933 ","(3,959,667)","(2,721,723)","4,235,655 ","(648,787)","1,499,649 ","1,460,078 ","(905,609)","855,825 ","1,417,499 ","122,788 ","(1,468,577)","2,405,125 ","533,659 ","3,241,790 ","(3,662,926)","3,040,299 ","(1,373,266)","(2,918,238)","1,314,713 ","(1,040,316)","(11,230,087)","326,836 ","5,132,764 ","(800,511)","(558,140)","523,583 ","(353,434)","638,239 ","(1,900,592)","(139,007)","2,169,788 ","(5,311)","(1,731,145)","(4,611,555)","(2,858,997)","(48,109)","(2,959,083)","(2,272,627)","1,792,441 ","(222,350)","1,231,971 ","1,335,758 ","2,272,077 ","2,032,524 ","1,677,137 ","1,052 ","(3,319,530)","(1,334,692)","4,229,671 ","1,709,195 ","(893,547)","(392,433)","5,701,474 ","314,983 ","(861,113)","733,711 ","(1,901,407)","(1,400,750)","2,389,351 ","34,907,947 ","(29,426,834)","1,474,767 ","672,325 ","750,053 ","1,671,419 ","(431,712)","528,404 ","470,430 ","(4,370,079)","2,368,674 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
