Sum of Value,Column Labels,,,,
B603,,3.585914405,,,3.585914405
B604,,2.947458882,,,2.947458882
B605,,1.662875316,,,1.662875316
B606,,1.509975884,,,1.509975884
B607,,5.02511381,,,5.02511381
B608,,3.571459194,,,3.571459194
B609,,2.096220689,,,2.096220689
B61,,2.748777039,,,2.748777039
B610,,2.616569245,,,2.616569245
B611,,3.03383327,,,3.03383327
B612,,1.404938362,,,1.404938362
B613,,0.601408978,,,0.601408978
B614,,3.954124468,,,3.954124468
B615,,1.595077179,,,1.595077179
B616,,0.983345748,,,0.983345748
B617,,1.389135666,,,1.389135666
B618,,3.535426062,,,3.535426062
B619,,1.744372544,,,1.744372544
B62,,3.05289992,,,3.05289992
B620,,0.747222514,,,0.747222514
B621,,1.9663131,,,1.9663131
B622,,3.479710276,,,3.479710276
B623,,1.560478762,,,1.560478762
B624,,2.926394988,,,2.926394988
B625,,1.181872715,,,1.181872715
B626,,0.956463648,,,0.956463648
B627,,3.769613851,,,3.769613851
B628,,1.876156917,,,1.876156917
B629,,0.157070171,,,0.157070171
B63,,0.394763081,,,0.394763081
B630,,0.483768924,,,0.483768924
B631,,6.39144714,,,6.39144714
B632,,2.217836474,,,2.217836474
B633,,2.288092114,,,2.288092114
B634,,2.551724063,,,2.551724063
B635,,4.384370336,,,4.384370336
B636,,2.310049849,,,2.310049849
B637,,2.077909812,,,2.077909812
B638,,2.4784072,,,2.4784072
B639,,2.088772122,,,2.088772122
B64,,2.451507446,,,2.451507446
B640,,3.282702369,,,3.282702369
B641,,1.600728973,,,1.600728973
B642,,1.567353249,,,1.567353249
B643,,2.526599678,,,2.526599678
B644,,1.987212842,,,1.987212842
B645,,3.254497994,,,3.254497994
B646,,3.362907603,,,3.362907603
B647,,2.097263582,,,2.097263582
B648,,1.790052527,,,1.790052527
B649,,1.826040727,,,1.826040727
B65,,3.903044942,,,3.903044942
B650,,2.633594335,,,2.633594335
B651,,5.340395784,,,5.340395784
B652,,4.179674089,,,4.179674089
B653,,0.8983969,,,0.8983969
B654,,1.44683099,,,1.44683099
B655,,3.817697688,,,3.817697688
B656,,3.271317109,,,3.271317109
B657,,1.09593507,,,1.09593507
B658,,0.487408974,,,0.487408974
B659,,0.848355908,,,0.848355908
B66,,5.133576497,,,5.133576497
B660,,1.984034013,,,1.984034013
B661,,3.043716298,,,3.043716298
B662,,1.989374543,,,1.989374543
B663,,1.733443294,,,1.733443294
B664,,3.20165689,,,3.20165689
B665,,0.482722742,,,0.482722742
B666,,3.495662191,,,3.495662191
B667,,0.751604313,,,0.751604313
B668,,2.307645279,,,2.307645279
B669,,1.42012994,,,1.42012994
B67,,3.611948312,,,3.611948312
B670,,1.937309098,,,1.937309098
B671,,4.545895679,,,4.545895679
B672,,1.946877195,,,1.946877195
B673,,3.042236537,,,3.042236537
B674,,2.735720921,,,2.735720921
B675,,4.242249136,,,4.242249136
B676,,2.780763447,,,2.780763447
B677,,2.137202961,,,2.137202961
B678,,3.029210306,,,3.029210306
B679,,1.705502263,,,1.705502263
B68,,2.286973696,,,2.286973696
B680,,0.635600249,,,0.635600249
B681,,2.782070241,,,2.782070241
B682,,3.272028908,,,3.272028908
B683,,2.863649382,,,2.863649382
B685,,3.268487566,,,3.268487566
B686,,1.87162081,,,1.87162081
B687,,0.811285287,,,0.811285287
B688,,1.758595861,,,1.758595861
B689,,4.075818329,,,4.075818329
B69,,2.575175713,,,2.575175713
B690,,3.820336947,,,3.820336947
B691,,4.240719125,,,4.240719125
B692,,1.075547395,,,1.075547395
B693,,3.635493703,,,3.635493703
B694,,2.627895364,,,2.627895364
B695,,0.969681293,,,0.969681293
B696,,3.761985671,,,3.761985671
B697,,3.360924672,,,3.360924672
B698,,3.037243462,,,3.037243462
B699,,0.850110759,,,0.850110759
B7,,1.827906402,,,1.827906402
B70,,3.691436352,,,3.691436352
B700,,1.882795469,,,1.882795469
B702,,2.337730323,,,2.337730323
B703,,1.765618565,,,1.765618565
B704,,4.862656143,,,4.862656143
B705,,2.601270655,,,2.601270655
B706,,1.179524433,,,1.179524433
B707,,1.724924402,,,1.724924402
B708,,2.184954227,,,2.184954227
B709,,5.58576557,,,5.58576557
B71,,1.21964527,,,1.21964527
B710,,0.881096828,,,0.881096828
B711,,4.177648884,,,4.177648884
B712,,1.086802125,,,1.086802125
B713,,3.377325084,,,3.377325084
B714,,3.655418437,,,3.655418437
B715,,2.957509343,,,2.957509343
B716,,2.494001133,,,2.494001133
B717,,1.21746557,,,1.21746557
B718,,4.34927828,,,4.34927828
B719,,1.322081602,,,1.322081602
B72,,3.222520302,,,3.222520302
B720,,4.913495954,,,4.913495954
B721,,2.792625085,,,2.792625085
B722,,0.91027025,,,0.91027025
B723,,2.234454441,,,2.234454441
B724,,2.429988113,,,2.429988113
B725,,4.16012466,,,4.16012466
B726,,3.383516076,,,3.383516076
B727,,1.268136657,,,1.268136657
B728,,3.327977722,,,3.327977722
B729,,1.245994679,,,1.245994679
B73,,3.622907682,,,3.622907682
B730,,3.122484531,,,3.122484531
B731,,1.568453328,,,1.568453328
B732,,7.534852375,,,7.534852375
B733,,3.432958144,,,3.432958144
B734,,2.771907126,,,2.771907126
B735,,1.569485569,,,1.569485569
B736,,2.26569494,,,2.26569494
B737,,1.285970357,,,1.285970357
B738,,2.025795182,,,2.025795182
B739,,3.995469867,,,3.995469867
B74,,3.01061398,,,3.01061398
B740,,1.247144147,,,1.247144147
B741,,2.058836679,,,2.058836679
B742,,2.907888298,,,2.907888298
B743,,4.318681999,,,4.318681999
B744,,3.920131264,,,3.920131264
B745,,0.7350038,,,0.7350038
B746,,1.25571989,,,1.25571989
B747,,4.208211073,,,4.208211073
B748,,3.460873775,,,3.460873775
B749,,3.304181628,,,3.304181628
B75,,0.459038571,,,0.459038571
B750,,1.150757416,,,1.150757416
B751,,2.292727174,,,2.292727174
B752,,2.517434036,,,2.517434036
B753,,3.647980091,,,3.647980091
B754,,0.337128931,,,0.337128931
B755,,2.033655483,,,2.033655483
B756,,1.907776083,,,1.907776083
B757,,4.761389823,,,4.761389823
B758,,0.454409087,,,0.454409087
B759,,2.452012838,,,2.452012838
B76,,2.173377596,,,2.173377596
B760,,3.895104123,,,3.895104123
B761,,1.953555498,,,1.953555498
B762,,2.140744618,,,2.140744618
B763,,2.756164768,,,2.756164768
B764,,4.651219045,,,4.651219045
B765,,4.423543596,,,4.423543596
B766,,2.982974248,,,2.982974248
B767,,1.875393707,,,1.875393707
B768,,2.548223975,,,2.548223975
B769,,3.011955251,,,3.011955251
B77,,2.711763987,,,2.711763987
B770,,1.84129467,,,1.84129467
B771,,1.271663231,,,1.271663231
B772,,1.855837461,,,1.855837461
B773,,2.571098369,,,2.571098369
B774,,1.604268323,,,1.604268323
B775,,1.543420834,,,1.543420834
B776,,2.174563971,,,2.174563971
B777,,4.064658603,,,4.064658603
B778,,0.698124644,,,0.698124644
B779,,2.059331952,,,2.059331952
B78,,0.590926141,,,0.590926141
B780,,2.452160392,,,2.452160392
B781,,0.808848984,,,0.808848984
B782,,2.368547643,,,2.368547643
B783,,0.712318577,,,0.712318577
B784,,1.9801104,,,1.9801104
B785,,2.336260524,,,2.336260524
B786,,1.893250601,,,1.893250601
B787,,0.014405869,,,0.014405869
B788,,3.661209358,,,3.661209358
B789,,2.724966585,,,2.724966585
B79,,2.273941043,,,2.273941043
B790,,3.428943769,,,3.428943769
B791,,2.576645175,,,2.576645175
B792,,2.823148404,,,2.823148404
B793,,3.622245958,,,3.622245958
B794,,3.098841187,,,3.098841187
B795,,1.152895559,,,1.152895559
B796,,3.568244183,,,3.568244183
B797,,1.408635707,,,1.408635707
B798,,2.010958869,,,2.010958869
B799,,2.696830321,,,2.696830321
B8,,2.947682919,,,2.947682919
B80,,0.750484843,,,0.750484843
B800,,4.774675106,,,4.774675106
B801,,0.948973351,,,0.948973351
B802,,1.138337344,,,1.138337344
B803,,0.725671673,,,0.725671673
B804,,0.688403563,,,0.688403563
B805,,1.770366831,,,1.770366831
B806,,3.740081235,,,3.740081235
B807,,2.866787567,,,2.866787567
B808,,1.288562245,,,1.288562245
B809,,3.450686154,,,3.450686154
B81,,1.15615358,,,1.15615358
B810,,4.049691705,,,4.049691705
B811,,0.973772842,,,0.973772842
B812,,2.534148281,,,2.534148281
B813,,3.525920545,,,3.525920545
B814,,3.881775727,,,3.881775727
B815,,4.087933926,,,4.087933926
B816,,3.738841796,,,3.738841796
B817,,3.860810606,,,3.860810606
B818,,2.107128744,,,2.107128744
B819,,1.010838147,,,1.010838147
B82,,5.30153438,,,5.30153438
B820,,2.59980536,,,2.59980536
B821,,2.312871411,,,2.312871411
B822,,1.669243416,,,1.669243416
B823,,3.063688425,,,3.063688425
B824,,3.079964337,,,3.079964337
B825,,2.396441241,,,2.396441241
B826,,3.227886312,,,3.227886312
B827,,2.340768496,,,2.340768496
B828,,1.863553237,,,1.863553237
B829,,3.052082243,,,3.052082243
B83,,3.323532448,,,3.323532448
B830,,2.748823202,,,2.748823202
B831,,1.782232483,,,1.782232483
B832,,3.535199554,,,3.535199554
B833,,3.018221429,,,3.018221429
B834,,0.655980126,,,0.655980126
B835,,2.704655947,,,2.704655947
B836,,2.466465459,,,2.466465459
B837,,2.844559896,,,2.844559896
B838,,2.218744449,,,2.218744449
B839,,2.714343615,,,2.714343615
B84,,1.833250501,,,1.833250501
B840,,2.328993493,,,2.328993493
B841,,2.714526822,,,2.714526822
B842,,5.247684045,,,5.247684045
B843,,4.56130083,,,4.56130083
B844,,3.914412225,,,3.914412225
B845,,3.51845215,,,3.51845215
B846,,2.769771553,,,2.769771553
B847,,1.374866523,,,1.374866523
B848,,2.394653984,,,2.394653984
B849,,2.74798748,,,2.74798748
B85,,3.272988054,,,3.272988054
B850,,1.461129323,,,1.461129323
B851,,2.486207615,,,2.486207615
B852,,1.652739001,,,1.652739001
B853,,2.969719283,,,2.969719283
B854,,3.045502373,,,3.045502373
B855,,4.639830482,,,4.639830482
B856,,2.121810441,,,2.121810441
B857,,1.151727984,,,1.151727984
B858,,1.579623185,,,1.579623185
B859,,1.880342439,,,1.880342439
B86,,1.830074521,,,1.830074521
B860,,1.268451727,,,1.268451727
B861,,1.957561698,,,1.957561698
B862,,2.251314722,,,2.251314722
B863,,0.468218192,,,0.468218192
B864,,2.26486906,,,2.26486906
B865,,3.897832386,,,3.897832386
B866,,1.011330834,,,1.011330834
B867,,1.680183525,,,1.680183525
B868,,0.626927636,,,0.626927636
B869,,1.942005764,,,1.942005764
B87,,1.036227787,,,1.036227787
B870,,2.937026038,,,2.937026038
B871,,5.431483725,,,5.431483725
B872,,2.88412986,,,2.88412986
B873,,4.062962104,,,4.062962104
B874,,5.695390706,,,5.695390706
B875,,3.13879234,,,3.13879234
B876,,1.38764516,,,1.38764516
B877,,2.895014323,,,2.895014323
B878,,2.207878987,,,2.207878987
B879,,2.774243235,,,2.774243235
B88,,2.976779302,,,2.976779302
B880,,0.426183819,,,0.426183819
B881,,2.160793839,,,2.160793839
B882,,1.042229612,,,1.042229612
B883,,1.908559063,,,1.908559063
B884,,1.984302504,,,1.984302504
B885,,1.501832128,,,1.501832128
B886,,1.76832955,,,1.76832955
B887,,5.720470516,,,5.720470516
B888,,4.040252369,,,4.040252369
B889,,3.277981732,,,3.277981732
B89,,2.622886232,,,2.622886232
B890,,0.248405874,,,0.248405874
B891,,5.360258164,,,5.360258164
B892,,1.767782383,,,1.767782383
B893,,1.954124004,,,1.954124004
B894,,4.102440215,,,4.102440215
B895,,1.56251755,,,1.56251755
B896,,0.80585097,,,0.80585097
B897,,2.810873226,,,2.810873226
B898,,2.637179015,,,2.637179015
B899,,1.860212739,,,1.860212739
B9,,1.018071385,,,1.018071385
B90,,2.597312306,,,2.597312306
B900,,1.675688776,,,1.675688776
B901,,1.582569193,,,1.582569193
B902,,1.946702078,,,1.946702078
B903,,2.845958297,,,2.845958297
B904,,1.916763753,,,1.916763753
B905,,2.842227322,,,2.842227322
B906,,1.988605652,,,1.988605652
B907,,4.409701955,,,4.409701955
B908,,2.374654873,,,2.374654873
B909,,2.702519358,,,2.702519358
B91,,1.046293244,,,1.046293244
B910,,5.916597266,,,5.916597266
B911,,5.758535906,,,5.758535906
B912,,3.68458667,,,3.68458667
B913,,1.177991795,,,1.177991795
B914,,4.604985809,,,4.604985809
B915,,3.39648275,,,3.39648275
B916,,1.330856652,,,1.330856652
B917,,4.443471216,,,4.443471216
B918,,3.239004319,,,3.239004319
B919,,3.232578311,,,3.232578311
B92,,1.950200595,,,1.950200595
B920,,3.921707309,,,3.921707309
B921,,1.771904375,,,1.771904375
B922,,1.668470522,,,1.668470522
B923,,3.106454731,,,3.106454731
B924,,3.469854756,,,3.469854756
B925,,4.422876023,,,4.422876023
B926,,4.328838442,,,4.328838442
B927,,2.882248693,,,2.882248693
B928,,1.933000582,,,1.933000582
B929,,1.212576019,,,1.212576019
B93,,1.612000746,,,1.612000746
B930,,2.692579631,,,2.692579631
B931,,2.333006925,,,2.333006925
B932,,0.088555105,,,0.088555105
B933,,2.532800172,,,2.532800172
B934,,2.555078163,,,2.555078163
B935,,3.131274912,,,3.131274912
B936,,0.61542272,,,0.61542272
B937,,3.171524829,,,3.171524829
B938,,3.0906585,,,3.0906585
B939,,1.519937213,,,1.519937213
B94,,6.518029885,,,6.518029885
B940,,1.521009132,,,1.521009132
B941,,3.393963375,,,3.393963375
B942,,3.223617993,,,3.223617993
B943,,1.051552045,,,1.051552045
B944,,3.044810985,,,3.044810985
B945,,3.048951507,,,3.048951507
B946,,3.245578294,,,3.245578294
B947,,2.749640348,,,2.749640348
B948,,3.153990819,,,3.153990819
B949,,2.850556771,,,2.850556771
B95,,1.960044946,,,1.960044946
B950,,3.270440195,,,3.270440195
B951,,4.003933434,,,4.003933434
B952,,0.54696558,,,0.54696558
B953,,1.967092698,,,1.967092698
B954,,2.770258461,,,2.770258461
B955,,4.100213307,,,4.100213307
B956,,2.948426016,,,2.948426016
B957,,3.32744729,,,3.32744729
B958,,3.595891871,,,3.595891871
B959,,1.32501334,,,1.32501334
B96,,2.346600063,,,2.346600063
B960,,1.131461204,,,1.131461204
B961,,2.623601379,,,2.623601379
B962,,2.007661811,,,2.007661811
B963,,2.694967051,,,2.694967051
B964,,2.020634314,,,2.020634314
B965,,1.066816121,,,1.066816121
B966,,5.671602739,,,5.671602739
B967,,4.13000144,,,4.13000144
B968,,6.10271246,,,6.10271246
B969,,1.623184134,,,1.623184134
B97,,2.209162221,,,2.209162221
B970,,1.708891055,,,1.708891055
B971,,3.030732052,,,3.030732052
B972,,3.119332486,,,3.119332486
B973,,2.700899789,,,2.700899789
B974,,0.581817087,,,0.581817087
B975,,2.794070771,,,2.794070771
B976,,3.023534039,,,3.023534039
B977,,3.307765534,,,3.307765534
B978,,3.206802692,,,3.206802692
B979,,3.08384343,,,3.08384343
B98,,3.543196125,,,3.543196125
B980,,1.008518388,,,1.008518388
B981,,2.278250529,,,2.278250529
B982,,3.229729516,,,3.229729516
B983,,0.715947722,,,0.715947722
B984,,3.387890316,,,3.387890316
B985,,1.90263919,,,1.90263919
B986,,4.719219148,,,4.719219148
B987,,1.753841786,,,1.753841786
B988,,2.259982742,,,2.259982742
B989,,0.869201702,,,0.869201702
B99,,3.701385907,,,3.701385907
B990,,0.853720155,,,0.853720155
B991,,3.691074125,,,3.691074125
B992,,2.267968323,,,2.267968323
B993,,1.08618341,,,1.08618341
B994,,0.843749361,,,0.843749361
B995,,2.082404036,,,2.082404036
B996,,5.662428103,,,5.662428103
B997,,1.888772167,,,1.888772167
B998,,6.550881531,,,6.550881531
B999,,4.68262706,,,4.68262706
C0,,,7.694513342,,7.694513342
C1,,,3.848794275,,3.848794275
C10,,,6.330284893,,6.330284893
C100,,,5.075112461,,5.075112461
C101,,,5.46337413,,5.46337413
C102,,,7.56799723,,7.56799723
C103,,,4.481128192,,4.481128192
C104,,,4.974119486,,4.974119486
C105,,,4.549622233,,4.549622233
C106,,,7.093014217,,7.093014217
C107,,,7.355473285,,7.355473285
C108,,,7.177736155,,7.177736155
C109,,,3.23876313,,3.23876313
C11,,,2.864774127,,2.864774127
C110,,,2.319498538,,2.319498538
C111,,,3.37244713,,3.37244713
C112,,,3.659041895,,3.659041895
C113,,,2.481211389,,2.481211389
C114,,,5.413607702,,5.413607702
C115,,,5.189298335,,5.189298335
C116,,,3.45272689,,3.45272689
C117,,,3.958019701,,3.958019701
C118,,,6.213828337,,6.213828337
C119,,,5.666212623,,5.666212623
C12,,,2.584939815,,2.584939815
C120,,,5.730572023,,5.730572023
C121,,,5.517563665,,5.517563665
C122,,,4.658455647,,4.658455647
C123,,,5.45393449,,5.45393449
C124,,,2.29566515,,2.29566515
C125,,,9.387063389,,9.387063389
C126,,,0.587957806,,0.587957806
C127,,,3.192399493,,3.192399493
C128,,,4.070900421,,4.070900421
C129,,,4.39914202,,4.39914202
C13,,,8.065327032,,8.065327032
C130,,,6.047257516,,6.047257516
C131,,,6.450714308,,6.450714308
C132,,,7.061200964,,7.061200964
C133,,,3.67905533,,3.67905533
C134,,,2.908367317,,2.908367317
C135,,,4.378788671,,4.378788671
C136,,,6.423140098,,6.423140098
C137,,,4.806591813,,4.806591813
C138,,,6.38256592,,6.38256592
C139,,,5.631778849,,5.631778849
C14,,,2.904833178,,2.904833178
C140,,,3.341336506,,3.341336506
C141,,,3.825787532,,3.825787532
C142,,,6.204898365,,6.204898365
C143,,,3.832531059,,3.832531059
C144,,,3.974612451,,3.974612451
C145,,,4.525135309,,4.525135309
C146,,,4.735722278,,4.735722278
C147,,,3.299106532,,3.299106532
C148,,,5.671534526,,5.671534526
C149,,,0.769602941,,0.769602941
C15,,,7.277146543,,7.277146543
C150,,,5.665402668,,5.665402668
C151,,,5.651613741,,5.651613741
C152,,,3.463380666,,3.463380666
C153,,,4.962833088,,4.962833088
C154,,,2.521905734,,2.521905734
C155,,,2.769693561,,2.769693561
C156,,,5.13408574,,5.13408574
C157,,,7.633471816,,7.633471816
C158,,,3.979543115,,3.979543115
C159,,,7.108708693,,7.108708693
C16,,,5.924806036,,5.924806036
C160,,,3.148407404,,3.148407404
C161,,,3.554059684,,3.554059684
C162,,,4.409736019,,4.409736019
C163,,,6.133334816,,6.133334816
C164,,,6.534284649,,6.534284649
C165,,,3.784996918,,3.784996918
C166,,,5.533296111,,5.533296111
C167,,,5.819846392,,5.819846392
C168,,,5.65825372,,5.65825372
C169,,,5.762430318,,5.762430318
C17,,,3.996731309,,3.996731309
C170,,,2.992579173,,2.992579173
C171,,,4.379503988,,4.379503988
C172,,,3.999974079,,3.999974079
C173,,,6.655198379,,6.655198379
C174,,,6.213386734,,6.213386734
C175,,,1.721114734,,1.721114734
C176,,,4.234290816,,4.234290816
C177,,,4.340293795,,4.340293795
C178,,,8.421297266,,8.421297266
C179,,,3.741566779,,3.741566779
C18,,,5.202495116,,5.202495116
C180,,,4.674722691,,4.674722691
C181,,,4.968698442,,4.968698442
C182,,,3.819784631,,3.819784631
C183,,,4.661117537,,4.661117537
C184,,,5.736288997,,5.736288997
C185,,,6.781043295,,6.781043295
C186,,,4.576987156,,4.576987156
C187,,,5.532596005,,5.532596005
C188,,,1.7268238,,1.7268238
C189,,,2.385872053,,2.385872053
C19,,,1.455363273,,1.455363273
C190,,,2.50991454,,2.50991454
C191,,,3.989680421,,3.989680421
C192,,,4.825473014,,4.825473014
C193,,,4.545122765,,4.545122765
C194,,,4.99619418,,4.99619418
C195,,,5.301693158,,5.301693158
C196,,,5.463024377,,5.463024377
C197,,,4.94420377,,4.94420377
C198,,,4.79783217,,4.79783217
C199,,,7.212394077,,7.212394077
C2,,,5.193409099,,5.193409099
C20,,,5.2753225,,5.2753225
C200,,,5.159304037,,5.159304037
C201,,,2.833557543,,2.833557543
C202,,,7.097611371,,7.097611371
C203,,,8.871512671,,8.871512671
C204,,,5.508191616,,5.508191616
C205,,,5.825131841,,5.825131841
C206,,,4.305914129,,4.305914129
C207,,,6.412060601,,6.412060601
C208,,,4.657512657,,4.657512657
C209,,,4.72798341,,4.72798341
C21,,,4.046847449,,4.046847449
C210,,,6.183836653,,6.183836653
C211,,,5.163440708,,5.163440708
C212,,,3.680063831,,3.680063831
C213,,,7.124696046,,7.124696046
C214,,,3.3559003,,3.3559003
C215,,,3.381990212,,3.381990212
C216,,,2.942808724,,2.942808724
C217,,,6.688782768,,6.688782768
C218,,,4.145784132,,4.145784132
C219,,,3.878936035,,3.878936035
C22,,,9.005293921,,9.005293921
C220,,,2.765636433,,2.765636433
C221,,,4.002263948,,4.002263948
C222,,,5.786601666,,5.786601666
C223,,,3.941443261,,3.941443261
C224,,,6.060475384,,6.060475384
C225,,,3.277629309,,3.277629309
C226,,,4.786052632,,4.786052632
C227,,,3.618659255,,3.618659255
C228,,,4.310181526,,4.310181526
C229,,,1.873915193,,1.873915193
C23,,,6.865385998,,6.865385998
C230,,,4.660185246,,4.660185246
C231,,,5.611162318,,5.611162318
C232,,,3.425120418,,3.425120418
C233,,,7.369701151,,7.369701151
C234,,,6.356000784,,6.356000784
C235,,,2.289839932,,2.289839932
C236,,,3.59100794,,3.59100794
C237,,,4.642901441,,4.642901441
C238,,,4.082452516,,4.082452516
C239,,,4.069592826,,4.069592826
C24,,,2.685450386,,2.685450386
C240,,,5.251408343,,5.251408343
C241,,,5.151849404,,5.151849404
C242,,,9.284143883,,9.284143883
C243,,,1.642479048,,1.642479048
C244,,,0.314204121,,0.314204121
C245,,,5.106169577,,5.106169577
C246,,,10.26964127,,10.26964127
C247,,,5.799231615,,5.799231615
C248,,,8.415400188,,8.415400188
C249,,,5.09023376,,5.09023376
C25,,,6.394744059,,6.394744059
C250,,,5.895023278,,5.895023278
C251,,,4.667946719,,4.667946719
C252,,,5.506491769,,5.506491769
C253,,,4.38479547,,4.38479547
C254,,,3.952085077,,3.952085077
C255,,,3.68203772,,3.68203772
C256,,,4.827094077,,4.827094077
C257,,,3.175333553,,3.175333553
C258,,,1.749443016,,1.749443016
C259,,,3.429397921,,3.429397921
C26,,,3.014777261,,3.014777261
C260,,,5.434348758,,5.434348758
C261,,,5.757413926,,5.757413926
C262,,,4.120205218,,4.120205218
C263,,,6.590331545,,6.590331545
C264,,,4.148016334,,4.148016334
C265,,,4.394574343,,4.394574343
C266,,,5.070378095,,5.070378095
C267,,,5.502614258,,5.502614258
C268,,,2.261000249,,2.261000249
C269,,,4.905653904,,4.905653904
C27,,,5.104120922,,5.104120922
C270,,,2.961717081,,2.961717081
C271,,,7.297720691,,7.297720691
C272,,,8.405362281,,8.405362281
C273,,,3.010979029,,3.010979029
C274,,,3.232254946,,3.232254946
C275,,,8.97201498,,8.97201498
C276,,,4.18218967,,4.18218967
C277,,,2.52177101,,2.52177101
C278,,,5.014007881,,5.014007881
C279,,,3.787535398,,3.787535398
C28,,,3.953296386,,3.953296386
C280,,,2.599501263,,2.599501263
C281,,,4.263502734,,4.263502734
C282,,,2.987336976,,2.987336976
C283,,,3.433555205,,3.433555205
C284,,,6.536534444,,6.536534444
C285,,,5.234071034,,5.234071034
C286,,,2.351223239,,2.351223239
C287,,,7.193458225,,7.193458225
C288,,,4.810530581,,4.810530581
C289,,,8.394176706,,8.394176706
C29,,,4.76418638,,4.76418638
C290,,,3.527646443,,3.527646443
C291,,,6.008039903,,6.008039903
C292,,,7.11713727,,7.11713727
C293,,,5.427134556,,5.427134556
C294,,,3.698380353,,3.698380353
C295,,,4.116006914,,4.116006914
C296,,,3.856616809,,3.856616809
C297,,,5.0985764,,5.0985764
C298,,,2.025994801,,2.025994801
C299,,,6.54055681,,6.54055681
C3,,,3.632834255,,3.632834255
C30,,,5.229623852,,5.229623852
C300,,,5.304434005,,5.304434005
C301,,,4.945327586,,4.945327586
C302,,,2.88566779,,2.88566779
C303,,,6.428536408,,6.428536408
C304,,,4.120650535,,4.120650535
C305,,,5.228157283,,5.228157283
C306,,,5.929810902,,5.929810902
C307,,,5.506670591,,5.506670591
C308,,,4.09240247,,4.09240247
C309,,,3.874182268,,3.874182268
C31,,,3.173026015,,3.173026015
C310,,,2.069928862,,2.069928862
C311,,,3.905450967,,3.905450967
C312,,,5.499391977,,5.499391977
C313,,,3.203674042,,3.203674042
C314,,,7.361339758,,7.361339758
C315,,,4.933099339,,4.933099339
C316,,,4.545290835,,4.545290835
C317,,,6.344117057,,6.344117057
C318,,,7.467253009,,7.467253009
C319,,,7.126221504,,7.126221504
C32,,,3.170565172,,3.170565172
C320,,,6.698960558,,6.698960558
C321,,,6.973957301,,6.973957301
C322,,,6.924646596,,6.924646596
C323,,,1.305989074,,1.305989074
C324,,,4.952078637,,4.952078637
C325,,,2.040303672,,2.040303672
C326,,,3.042632005,,3.042632005
C327,,,3.073117137,,3.073117137
C328,,,5.726695082,,5.726695082
C329,,,6.430270786,,6.430270786
C33,,,8.463843214,,8.463843214
C330,,,4.901453493,,4.901453493
C331,,,3.349920098,,3.349920098
C332,,,8.667121786,,8.667121786
C333,,,5.997450858,,5.997450858
C334,,,6.188841517,,6.188841517
C335,,,3.769844273,,3.769844273
C336,,,5.127261165,,5.127261165
C337,,,5.75747832,,5.75747832
C338,,,5.255135831,,5.255135831
C339,,,4.707807962,,4.707807962
C34,,,5.858152311,,5.858152311
C340,,,6.419052721,,6.419052721
C341,,,7.112221017,,7.112221017
C342,,,5.3573234,,5.3573234
C343,,,5.095676538,,5.095676538
C344,,,6.07819788,,6.07819788
C345,,,2.590904236,,2.590904236
C346,,,4.151000347,,4.151000347
C347,,,2.962311319,,2.962311319
C348,,,2.963830894,,2.963830894
C349,,,5.495756378,,5.495756378
C35,,,5.380244141,,5.380244141
C350,,,5.284546426,,5.284546426
C351,,,6.447736031,,6.447736031
C352,,,5.093002874,,5.093002874
C353,,,9.047588926,,9.047588926
C354,,,8.537707669,,8.537707669
C355,,,6.167202031,,6.167202031
C356,,,6.812055526,,6.812055526
C357,,,2.331746928,,2.331746928
C358,,,9.584952767,,9.584952767
C359,,,5.221901432,,5.221901432
C36,,,7.236449912,,7.236449912
C360,,,2.385500963,,2.385500963
C361,,,5.098287114,,5.098287114
C362,,,5.190175364,,5.190175364
C363,,,3.738949545,,3.738949545
C364,,,5.608614702,,5.608614702
C365,,,3.963224573,,3.963224573
C366,,,3.85829703,,3.85829703
C367,,,5.899575231,,5.899575231
C368,,,1.131837619,,1.131837619
C369,,,9.369471432,,9.369471432
C37,,,5.127968517,,5.127968517
C370,,,4.559561996,,4.559561996
C371,,,5.637215132,,5.637215132
C372,,,7.933499801,,7.933499801
C373,,,3.041985155,,3.041985155
C374,,,4.204326464,,4.204326464
C375,,,3.547576249,,3.547576249
C376,,,6.510208304,,6.510208304
C377,,,4.556578151,,4.556578151
C378,,,4.288262256,,4.288262256
C379,,,5.898479676,,5.898479676
C38,,,6.01417318,,6.01417318
C380,,,1.988873889,,1.988873889
C381,,,8.481911302,,8.481911302
C382,,,5.882251955,,5.882251955
C383,,,2.007365299,,2.007365299
C384,,,4.208290893,,4.208290893
C385,,,2.379506427,,2.379506427
C386,,,4.653661654,,4.653661654
C387,,,2.57639214,,2.57639214
C388,,,5.478023341,,5.478023341
C389,,,6.44375629,,6.44375629
C39,,,6.881567275,,6.881567275
C390,,,4.773258601,,4.773258601
C391,,,2.968415133,,2.968415133
C392,,,6.138368518,,6.138368518
C393,,,3.919601945,,3.919601945
C394,,,3.154670737,,3.154670737
C395,,,7.035892326,,7.035892326
C396,,,4.979759877,,4.979759877
C397,,,7.917655643,,7.917655643
C398,,,3.504890891,,3.504890891
C399,,,3.025182728,,3.025182728
C4,,,3.704671738,,3.704671738
C40,,,4.203555963,,4.203555963
C400,,,3.912227193,,3.912227193
C401,,,6.187195269,,6.187195269
C402,,,6.781279377,,6.781279377
