Ref  ,Line Item Container,Alias,Xpath  ,Xpath without Instance,Document type and version,HouseShippingInstruction-1.0,Alias prefix,HSI,Code size,0,Code start row,0
1360,FALSE,HSI\10_1\1340_4\1360_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[4]/usercac:ReferenceType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ReferenceType,,,,,,,,
1370,FALSE,HSI\10_1\1340_4\1360_1\1370_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[4]/usercac:ReferenceType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ReferenceType/usercac:Code,,,,,,,,
1380,FALSE,HSI\10_1\1340_4\1380_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[4]/usercac:QualifiedDate[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate,,,,,,,,
1390,FALSE,HSI\10_1\1340_4\1380_1\1390_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[4]/usercac:QualifiedDate[1]/usercbc:DateTime[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercbc:DateTime,,,,,,,,
1400,FALSE,HSI\10_1\1340_4\1380_1\1400_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[4]/usercac:QualifiedDate[1]/usercac:DateType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercac:DateType,,,,,,,,
1410,FALSE,HSI\10_1\1340_4\1380_1\1400_1\1410_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[4]/usercac:QualifiedDate[1]/usercac:DateType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercac:DateType/usercac:Code,,,,,,,,
1420,FALSE,HSI\10_1\1340_4\1420_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[4]/usercac:Remarks[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks,,,,,,,,
1430,FALSE,HSI\10_1\1340_4\1420_1\1430_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[4]/usercac:Remarks[1]/usercbc:Description[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercbc:Description,,,,,,,,
1440,FALSE,HSI\10_1\1340_4\1420_1\1440_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[4]/usercac:Remarks[1]/usercac:RemarksType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercac:RemarksType,,,,,,,,
1450,FALSE,HSI\10_1\1340_4\1420_1\1440_1\1450_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[4]/usercac:Remarks[1]/usercac:RemarksType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercac:RemarksType/usercac:Code,,,,,,,,
1340,FALSE,HSI\10_1\1340_5___lab,/HouseShippingInstruction[1]/usercac:OtherReference[5],/HouseShippingInstruction/usercac:OtherReference,,,,,,,,
1350,FALSE,HSI\10_1\1340_5\1350_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[5]/usercac:ID[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ID,,,,,,,,
1360,FALSE,HSI\10_1\1340_5\1360_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[5]/usercac:ReferenceType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ReferenceType,,,,,,,,
1370,FALSE,HSI\10_1\1340_5\1360_1\1370_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[5]/usercac:ReferenceType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ReferenceType/usercac:Code,,,,,,,,
1380,FALSE,HSI\10_1\1340_5\1380_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[5]/usercac:QualifiedDate[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate,,,,,,,,
1390,FALSE,HSI\10_1\1340_5\1380_1\1390_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[5]/usercac:QualifiedDate[1]/usercbc:DateTime[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercbc:DateTime,,,,,,,,
1400,FALSE,HSI\10_1\1340_5\1380_1\1400_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[5]/usercac:QualifiedDate[1]/usercac:DateType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercac:DateType,,,,,,,,
1410,FALSE,HSI\10_1\1340_5\1380_1\1400_1\1410_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[5]/usercac:QualifiedDate[1]/usercac:DateType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercac:DateType/usercac:Code,,,,,,,,
1420,FALSE,HSI\10_1\1340_5\1420_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[5]/usercac:Remarks[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks,,,,,,,,
1430,FALSE,HSI\10_1\1340_5\1420_1\1430_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[5]/usercac:Remarks[1]/usercbc:Description[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercbc:Description,,,,,,,,
1440,FALSE,HSI\10_1\1340_5\1420_1\1440_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[5]/usercac:Remarks[1]/usercac:RemarksType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercac:RemarksType,,,,,,,,
1450,FALSE,HSI\10_1\1340_5\1420_1\1440_1\1450_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[5]/usercac:Remarks[1]/usercac:RemarksType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercac:RemarksType/usercac:Code,,,,,,,,
1340,FALSE,HSI\10_1\1340_6___lab,/HouseShippingInstruction[1]/usercac:OtherReference[6],/HouseShippingInstruction/usercac:OtherReference,,,,,,,,
1350,FALSE,HSI\10_1\1340_6\1350_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[6]/usercac:ID[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ID,,,,,,,,
1360,FALSE,HSI\10_1\1340_6\1360_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[6]/usercac:ReferenceType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ReferenceType,,,,,,,,
1370,FALSE,HSI\10_1\1340_6\1360_1\1370_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[6]/usercac:ReferenceType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ReferenceType/usercac:Code,,,,,,,,
1380,FALSE,HSI\10_1\1340_6\1380_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[6]/usercac:QualifiedDate[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate,,,,,,,,
1390,FALSE,HSI\10_1\1340_6\1380_1\1390_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[6]/usercac:QualifiedDate[1]/usercbc:DateTime[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercbc:DateTime,,,,,,,,
1400,FALSE,HSI\10_1\1340_6\1380_1\1400_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[6]/usercac:QualifiedDate[1]/usercac:DateType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercac:DateType,,,,,,,,
1410,FALSE,HSI\10_1\1340_6\1380_1\1400_1\1410_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[6]/usercac:QualifiedDate[1]/usercac:DateType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercac:DateType/usercac:Code,,,,,,,,
1420,FALSE,HSI\10_1\1340_6\1420_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[6]/usercac:Remarks[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks,,,,,,,,
1430,FALSE,HSI\10_1\1340_6\1420_1\1430_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[6]/usercac:Remarks[1]/usercbc:Description[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercbc:Description,,,,,,,,
1440,FALSE,HSI\10_1\1340_6\1420_1\1440_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[6]/usercac:Remarks[1]/usercac:RemarksType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercac:RemarksType,,,,,,,,
1450,FALSE,HSI\10_1\1340_6\1420_1\1440_1\1450_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[6]/usercac:Remarks[1]/usercac:RemarksType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercac:RemarksType/usercac:Code,,,,,,,,
1340,FALSE,HSI\10_1\1340_7___lab,/HouseShippingInstruction[1]/usercac:OtherReference[7],/HouseShippingInstruction/usercac:OtherReference,,,,,,,,
1350,FALSE,HSI\10_1\1340_7\1350_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[7]/usercac:ID[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ID,,,,,,,,
1360,FALSE,HSI\10_1\1340_7\1360_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[7]/usercac:ReferenceType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ReferenceType,,,,,,,,
1370,FALSE,HSI\10_1\1340_7\1360_1\1370_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[7]/usercac:ReferenceType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ReferenceType/usercac:Code,,,,,,,,
1380,FALSE,HSI\10_1\1340_7\1380_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[7]/usercac:QualifiedDate[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate,,,,,,,,
1390,FALSE,HSI\10_1\1340_7\1380_1\1390_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[7]/usercac:QualifiedDate[1]/usercbc:DateTime[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercbc:DateTime,,,,,,,,
1400,FALSE,HSI\10_1\1340_7\1380_1\1400_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[7]/usercac:QualifiedDate[1]/usercac:DateType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercac:DateType,,,,,,,,
1410,FALSE,HSI\10_1\1340_7\1380_1\1400_1\1410_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[7]/usercac:QualifiedDate[1]/usercac:DateType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercac:DateType/usercac:Code,,,,,,,,
1420,FALSE,HSI\10_1\1340_7\1420_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[7]/usercac:Remarks[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks,,,,,,,,
1430,FALSE,HSI\10_1\1340_7\1420_1\1430_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[7]/usercac:Remarks[1]/usercbc:Description[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercbc:Description,,,,,,,,
1440,FALSE,HSI\10_1\1340_7\1420_1\1440_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[7]/usercac:Remarks[1]/usercac:RemarksType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercac:RemarksType,,,,,,,,
1450,FALSE,HSI\10_1\1340_7\1420_1\1440_1\1450_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[7]/usercac:Remarks[1]/usercac:RemarksType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercac:RemarksType/usercac:Code,,,,,,,,
1340,FALSE,HSI\10_1\1340_8___lab,/HouseShippingInstruction[1]/usercac:OtherReference[8],/HouseShippingInstruction/usercac:OtherReference,,,,,,,,
1350,FALSE,HSI\10_1\1340_8\1350_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[8]/usercac:ID[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ID,,,,,,,,
1360,FALSE,HSI\10_1\1340_8\1360_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[8]/usercac:ReferenceType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ReferenceType,,,,,,,,
1370,FALSE,HSI\10_1\1340_8\1360_1\1370_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[8]/usercac:ReferenceType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ReferenceType/usercac:Code,,,,,,,,
1380,FALSE,HSI\10_1\1340_8\1380_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[8]/usercac:QualifiedDate[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate,,,,,,,,
1390,FALSE,HSI\10_1\1340_8\1380_1\1390_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[8]/usercac:QualifiedDate[1]/usercbc:DateTime[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercbc:DateTime,,,,,,,,
1400,FALSE,HSI\10_1\1340_8\1380_1\1400_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[8]/usercac:QualifiedDate[1]/usercac:DateType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercac:DateType,,,,,,,,
1410,FALSE,HSI\10_1\1340_8\1380_1\1400_1\1410_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[8]/usercac:QualifiedDate[1]/usercac:DateType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercac:DateType/usercac:Code,,,,,,,,
1420,FALSE,HSI\10_1\1340_8\1420_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[8]/usercac:Remarks[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks,,,,,,,,
1430,FALSE,HSI\10_1\1340_8\1420_1\1430_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[8]/usercac:Remarks[1]/usercbc:Description[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercbc:Description,,,,,,,,
1440,FALSE,HSI\10_1\1340_8\1420_1\1440_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[8]/usercac:Remarks[1]/usercac:RemarksType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercac:RemarksType,,,,,,,,
1450,FALSE,HSI\10_1\1340_8\1420_1\1440_1\1450_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[8]/usercac:Remarks[1]/usercac:RemarksType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercac:RemarksType/usercac:Code,,,,,,,,
1340,FALSE,HSI\10_1\1340_9___lab,/HouseShippingInstruction[1]/usercac:OtherReference[9],/HouseShippingInstruction/usercac:OtherReference,,,,,,,,
1350,FALSE,HSI\10_1\1340_9\1350_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[9]/usercac:ID[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ID,,,,,,,,
1360,FALSE,HSI\10_1\1340_9\1360_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[9]/usercac:ReferenceType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ReferenceType,,,,,,,,
1370,FALSE,HSI\10_1\1340_9\1360_1\1370_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[9]/usercac:ReferenceType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ReferenceType/usercac:Code,,,,,,,,
1380,FALSE,HSI\10_1\1340_9\1380_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[9]/usercac:QualifiedDate[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate,,,,,,,,
1390,FALSE,HSI\10_1\1340_9\1380_1\1390_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[9]/usercac:QualifiedDate[1]/usercbc:DateTime[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercbc:DateTime,,,,,,,,
1400,FALSE,HSI\10_1\1340_9\1380_1\1400_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[9]/usercac:QualifiedDate[1]/usercac:DateType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercac:DateType,,,,,,,,
1410,FALSE,HSI\10_1\1340_9\1380_1\1400_1\1410_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[9]/usercac:QualifiedDate[1]/usercac:DateType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercac:DateType/usercac:Code,,,,,,,,
1420,FALSE,HSI\10_1\1340_9\1420_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[9]/usercac:Remarks[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks,,,,,,,,
1430,FALSE,HSI\10_1\1340_9\1420_1\1430_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[9]/usercac:Remarks[1]/usercbc:Description[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercbc:Description,,,,,,,,
1440,FALSE,HSI\10_1\1340_9\1420_1\1440_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[9]/usercac:Remarks[1]/usercac:RemarksType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercac:RemarksType,,,,,,,,
1450,FALSE,HSI\10_1\1340_9\1420_1\1440_1\1450_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[9]/usercac:Remarks[1]/usercac:RemarksType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercac:RemarksType/usercac:Code,,,,,,,,
1340,FALSE,HSI\10_1\1340_10___lab,/HouseShippingInstruction[1]/usercac:OtherReference[10],/HouseShippingInstruction/usercac:OtherReference,,,,,,,,
1350,FALSE,HSI\10_1\1340_10\1350_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[10]/usercac:ID[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ID,,,,,,,,
1360,FALSE,HSI\10_1\1340_10\1360_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[10]/usercac:ReferenceType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ReferenceType,,,,,,,,
1370,FALSE,HSI\10_1\1340_10\1360_1\1370_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[10]/usercac:ReferenceType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ReferenceType/usercac:Code,,,,,,,,
1380,FALSE,HSI\10_1\1340_10\1380_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[10]/usercac:QualifiedDate[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate,,,,,,,,
1390,FALSE,HSI\10_1\1340_10\1380_1\1390_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[10]/usercac:QualifiedDate[1]/usercbc:DateTime[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercbc:DateTime,,,,,,,,
1400,FALSE,HSI\10_1\1340_10\1380_1\1400_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[10]/usercac:QualifiedDate[1]/usercac:DateType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercac:DateType,,,,,,,,
1410,FALSE,HSI\10_1\1340_10\1380_1\1400_1\1410_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[10]/usercac:QualifiedDate[1]/usercac:DateType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercac:DateType/usercac:Code,,,,,,,,
1420,FALSE,HSI\10_1\1340_10\1420_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[10]/usercac:Remarks[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks,,,,,,,,
1430,FALSE,HSI\10_1\1340_10\1420_1\1430_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[10]/usercac:Remarks[1]/usercbc:Description[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercbc:Description,,,,,,,,
1440,FALSE,HSI\10_1\1340_10\1420_1\1440_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[10]/usercac:Remarks[1]/usercac:RemarksType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercac:RemarksType,,,,,,,,
1450,FALSE,HSI\10_1\1340_10\1420_1\1440_1\1450_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[10]/usercac:Remarks[1]/usercac:RemarksType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercac:RemarksType/usercac:Code,,,,,,,,
1340,FALSE,HSI\10_1\1340_11___lab,/HouseShippingInstruction[1]/usercac:OtherReference[11],/HouseShippingInstruction/usercac:OtherReference,,,,,,,,
1350,FALSE,HSI\10_1\1340_11\1350_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[11]/usercac:ID[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ID,,,,,,,,
1360,FALSE,HSI\10_1\1340_11\1360_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[11]/usercac:ReferenceType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ReferenceType,,,,,,,,
1370,FALSE,HSI\10_1\1340_11\1360_1\1370_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[11]/usercac:ReferenceType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ReferenceType/usercac:Code,,,,,,,,
1380,FALSE,HSI\10_1\1340_11\1380_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[11]/usercac:QualifiedDate[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate,,,,,,,,
1390,FALSE,HSI\10_1\1340_11\1380_1\1390_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[11]/usercac:QualifiedDate[1]/usercbc:DateTime[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercbc:DateTime,,,,,,,,
1400,FALSE,HSI\10_1\1340_11\1380_1\1400_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[11]/usercac:QualifiedDate[1]/usercac:DateType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercac:DateType,,,,,,,,
1410,FALSE,HSI\10_1\1340_11\1380_1\1400_1\1410_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[11]/usercac:QualifiedDate[1]/usercac:DateType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercac:DateType/usercac:Code,,,,,,,,
1420,FALSE,HSI\10_1\1340_11\1420_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[11]/usercac:Remarks[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks,,,,,,,,
1430,FALSE,HSI\10_1\1340_11\1420_1\1430_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[11]/usercac:Remarks[1]/usercbc:Description[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercbc:Description,,,,,,,,
1440,FALSE,HSI\10_1\1340_11\1420_1\1440_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[11]/usercac:Remarks[1]/usercac:RemarksType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercac:RemarksType,,,,,,,,
1450,FALSE,HSI\10_1\1340_11\1420_1\1440_1\1450_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[11]/usercac:Remarks[1]/usercac:RemarksType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercac:RemarksType/usercac:Code,,,,,,,,
1340,FALSE,HSI\10_1\1340_12___lab,/HouseShippingInstruction[1]/usercac:OtherReference[12],/HouseShippingInstruction/usercac:OtherReference,,,,,,,,
1350,FALSE,HSI\10_1\1340_12\1350_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[12]/usercac:ID[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ID,,,,,,,,
1360,FALSE,HSI\10_1\1340_12\1360_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[12]/usercac:ReferenceType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ReferenceType,,,,,,,,
1370,FALSE,HSI\10_1\1340_12\1360_1\1370_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[12]/usercac:ReferenceType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ReferenceType/usercac:Code,,,,,,,,
1380,FALSE,HSI\10_1\1340_12\1380_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[12]/usercac:QualifiedDate[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate,,,,,,,,
1390,FALSE,HSI\10_1\1340_12\1380_1\1390_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[12]/usercac:QualifiedDate[1]/usercbc:DateTime[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercbc:DateTime,,,,,,,,
1400,FALSE,HSI\10_1\1340_12\1380_1\1400_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[12]/usercac:QualifiedDate[1]/usercac:DateType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercac:DateType,,,,,,,,
1410,FALSE,HSI\10_1\1340_12\1380_1\1400_1\1410_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[12]/usercac:QualifiedDate[1]/usercac:DateType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercac:DateType/usercac:Code,,,,,,,,
1420,FALSE,HSI\10_1\1340_12\1420_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[12]/usercac:Remarks[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks,,,,,,,,
1430,FALSE,HSI\10_1\1340_12\1420_1\1430_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[12]/usercac:Remarks[1]/usercbc:Description[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercbc:Description,,,,,,,,
1440,FALSE,HSI\10_1\1340_12\1420_1\1440_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[12]/usercac:Remarks[1]/usercac:RemarksType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercac:RemarksType,,,,,,,,
1450,FALSE,HSI\10_1\1340_12\1420_1\1440_1\1450_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[12]/usercac:Remarks[1]/usercac:RemarksType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercac:RemarksType/usercac:Code,,,,,,,,
1340,FALSE,HSI\10_1\1340_13___lab,/HouseShippingInstruction[1]/usercac:OtherReference[13],/HouseShippingInstruction/usercac:OtherReference,,,,,,,,
1350,FALSE,HSI\10_1\1340_13\1350_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[13]/usercac:ID[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ID,,,,,,,,
1360,FALSE,HSI\10_1\1340_13\1360_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[13]/usercac:ReferenceType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ReferenceType,,,,,,,,
1370,FALSE,HSI\10_1\1340_13\1360_1\1370_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[13]/usercac:ReferenceType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ReferenceType/usercac:Code,,,,,,,,
1380,FALSE,HSI\10_1\1340_13\1380_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[13]/usercac:QualifiedDate[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate,,,,,,,,
