Source d'informations: GRD,,,,Source d'informations: GRD et GRT,,Source d'informations: GRD ,,,Source d'informations: GRD ,,,,,,,,,Source d'informations: GRT,,,,,,,,,,Observations
Communes,,,,PITD,,,,,GRD de rang 1,,,GRD de rang 2,,,GRD de rang 3,,,GRT,,,,,,,,,,
 Code Insee,Libellé,Distribution gérée par un GRD de rang 1 ou  2   ,Coefficient tarif de proximité,Code,Libellé,Code de la station météo rattachée au PITD,Nom de la station météo rattachée au PITD,Zone climatique du PITD,Code,Nom ,Contact,Code,Nom ,Contact,Code,Nom ,Contact,Code,Nom,Nombre de postes de livraison Transport/Distribution rattachés au PITD, Type de gaz, Niveau Tarifaire Régional (NTR),Zone de Sortie,GDTF,TIGF, Zone Equilbrage, Contact ,
59547,ST VAAST EN CAMBRESIS,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59548,ST WAAST,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59549,SALESCHES,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59550,SALOME,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59551,SAMEON,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59552,SANCOURT,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59553,SANTES,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59554,SARS ET ROSIERES,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59555,SARS POTERIES,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59557,SAULTAIN,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59558,SAULZOIR,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59559,SEBOURG,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59560,SECLIN,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59563,SEMOUSIES,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59564,LA SENTINELLE,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59565,SEPMERIES,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59566,SEQUEDIN,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59567,SERANVILLERS FORENVILLE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59569,SIN LE NOBLE,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59570,SOCX,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59571,SOLESMES,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,(*) Le PCE n'a pas pu être rattaché à la commune. Code INSEE  
59572,SOLRE LE CHATEAU,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59574,SOMAIN,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59575,SOMMAING,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59576,SPYCKER,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59578,STEENBECQUE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59579,STEENE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,(*) Le PCE n'a pas pu être rattaché à la commune. Code INSEE  
59580,STEENVOORDE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59581,STEENWERCK,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59584,TAISNIERES SUR HON,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59585,TEMPLEMARS,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59586,TEMPLEUVE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59587,TERDEGHEM,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,(*) PAS DE GAZ POUR L INSTANT  
59588,TETEGHEM,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59589,THIANT,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59591,THIVENCELLE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59592,THUMERIES,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59593,THUN L EVEQUE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59594,THUN ST AMAND,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59595,THUN ST MARTIN,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59596,TILLOY LEZ MARCHIENNES,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59597,TILLOY LEZ CAMBRAI,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59598,TOUFFLERS,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59599,TOURCOING,,3,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59600,TOURMIGNIES,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59601,TRELON,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59602,TRESSIN,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59603,TRITH ST LEGER,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,(*) Client croisé (PCE à supprimer après décroisement)  
59604,TROISVILLES,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59605,UXEM,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59606,VALENCIENNES,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59608,VENDEGIES SUR ECAILLON,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59609,VENDEVILLE,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59610,VERCHAIN MAUGRE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59611,VERLINGHEM,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59612,VERTAIN,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59613,VICQ,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59614,VIESLY,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59615,VIEUX BERQUIN,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59616,VIEUX CONDE,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59617,VIEUX MESNIL,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59618,VIEUX RENG,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59619,VILLEREAU,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59620,VILLERS AU TERTRE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59622,VILLERS EN CAUCHIES,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59623,VILLERS GUISLAIN,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59624,VILLERS OUTREAUX,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59626,VILLERS POL,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59627,VILLERS SIRE NICOLE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59629,VRED,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59630,WAHAGNIES,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59631,WALINCOURT SELVIGNY,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59632,WALLERS,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59635,WAMBAIX,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59636,WAMBRECHIES,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59637,WANDIGNIES HAMAGE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59638,WANNEHAIN,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59639,WARGNIES LE GRAND,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59640,WARGNIES LE PETIT,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59641,WARHEM,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59642,WARLAING,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59643,WARNETON,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59645,WASNES AU BAC,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59646,WASQUEHAL,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59647,WATTEN,,1,GD0940,WATTEN,59343001,Lille-Lesquin,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,2,B,4,NORD B,2,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
59648,WATTIGNIES,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59650,WATTRELOS,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,"(*) Une partie appelée ""le nouveau monde"" est alimentée en gaz H par la Belgique  "
59651,WAVRECHAIN SOUS DENAIN,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59652,WAVRECHAIN SOUS FAULX,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59653,WAVRIN,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59654,WAZIERS,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59656,WERVICQ SUD,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59658,WICRES,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59659,WIGNEHIES,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59660,WILLEMS,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59663,WORMHOUT,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59666,ZEGERSCAPPEL,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59668,ZUYDCOOTE,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
59670,DON,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60006,LES AGEUX,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60007,AGNETZ,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60009,ALLONNE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60010,AMBLAINVILLE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60012,ANDEVILLE,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60013,ANGICOURT,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60015,ANGY,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60022,APREMONT,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60023,ARMANCOURT,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60024,ARSY,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60025,ATTICHY,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60029,AUNEUIL,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60030,AUTEUIL,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60033,AVILLY ST LEONARD,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60041,BAILLEUL SUR THERAIN,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60042,BAILLEVAL,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60043,BAILLY,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60044,BALAGNY SUR THERAIN,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60050,BAZICOURT,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60055,BEAURAINS LES NOYON,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60057,BEAUVAIS,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60060,BELLE EGLISE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60064,BERNEUIL SUR AISNE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60065,BERTHECOURT,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60067,BETHISY ST MARTIN,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60068,BETHISY ST PIERRE,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60070,BIENVILLE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60074,BLAINCOURT LES PRECY,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60086,BORAN SUR OISE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60088,BORNEL,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60102,BRENOUILLE,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60103,BRESLES,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60106,BREUIL LE SEC,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60107,BREUIL LE VERT,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60110,BROQUIERS,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60116,BURY,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60119,CAMBRONNE LES RIBECOURT,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60125,CANLY,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
60130,CATENOY,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
